l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,groupcol,aggcol
O,O,N,COLLECT COD,2,Manufacturer#1,1-URGENT,2,AUTOMOBILE,REG AIR,2,0.08,0.07,18,Brand#11,9,6311,49
O,O,N,NONE,2,Manufacturer#2,1-URGENT,2,AUTOMOBILE,AIR,1,0.06,0.06,21,Brand#25,9,6311,47
F,F,R,COLLECT COD,1,Manufacturer#1,5-LOW,4,FURNITURE,AIR,3,0.02,0.09,17,Brand#13,10,6312,4
F,F,A,NONE,2,Manufacturer#4,5-LOW,4,FURNITURE,FOB,1,0.08,0.05,8,Brand#43,10,6312,34
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,4,FURNITURE,SHIP,2,0.06,0.06,9,Brand#51,10,6312,15
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,2,BUILDING,RAIL,6,0.02,0.02,14,Brand#31,18,6313,48
O,O,N,COLLECT COD,1,Manufacturer#2,2-HIGH,2,BUILDING,MAIL,1,0.01,0.06,17,Brand#21,18,6313,46
O,O,N,NONE,2,Manufacturer#4,2-HIGH,2,BUILDING,MAIL,5,0.07,0.08,18,Brand#44,18,6313,24
O,O,N,NONE,0,Manufacturer#2,2-HIGH,2,BUILDING,RAIL,3,0.01,0.08,15,Brand#22,18,6313,44
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,2,BUILDING,MAIL,2,0.02,0.04,14,Brand#44,18,6313,18
O,O,N,NONE,0,Manufacturer#1,2-HIGH,2,BUILDING,REG AIR,4,0.06,0.1,0,Brand#12,18,6313,44
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,3-MEDIUM,3,MACHINERY,MAIL,3,0.06,0.01,24,Brand#42,19,6314,1
F,F,A,NONE,2,Manufacturer#3,3-MEDIUM,3,MACHINERY,FOB,1,0.07,0.06,9,Brand#35,19,6314,39
F,F,A,NONE,2,Manufacturer#5,3-MEDIUM,3,MACHINERY,MAIL,4,0.04,0.1,21,Brand#51,19,6314,16
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,3,MACHINERY,MAIL,2,0.03,0,6,Brand#52,19,6314,25
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,3,FURNITURE,MAIL,7,0.08,0.04,7,Brand#42,6,6315,29
F,F,R,NONE,2,Manufacturer#2,1-URGENT,3,FURNITURE,MAIL,1,0.06,0.1,12,Brand#25,6,6315,6
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,3,FURNITURE,MAIL,6,0.04,0.06,14,Brand#52,6,6315,39
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,3,FURNITURE,RAIL,3,0.04,0.04,24,Brand#11,6,6315,32
F,F,R,COLLECT COD,1,Manufacturer#4,1-URGENT,3,FURNITURE,AIR,4,0.03,0.05,24,Brand#42,6,6315,16
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,3,FURNITURE,SHIP,5,0.06,0.05,4,Brand#21,6,6315,9
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,1-URGENT,3,FURNITURE,AIR,2,0.05,0.08,4,Brand#24,6,6315,26
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,4,HOUSEHOLD,RAIL,1,0.04,0,8,Brand#15,4,6316,10
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,4,HOUSEHOLD,REG AIR,3,0.04,0.07,6,Brand#41,4,6316,29
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,4,HOUSEHOLD,RAIL,2,0.05,0.02,18,Brand#45,4,6316,4
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,4,HOUSEHOLD,RAIL,4,0.06,0.04,21,Brand#33,4,6316,7
O,O,N,NONE,2,Manufacturer#4,1-URGENT,3,MACHINERY,FOB,2,0.01,0.01,12,Brand#45,19,6317,7
O,O,N,COLLECT COD,0,Manufacturer#5,1-URGENT,3,MACHINERY,REG AIR,3,0.07,0.09,5,Brand#53,19,6317,48
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,3,MACHINERY,RAIL,4,0.05,0.1,5,Brand#53,19,6317,49
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,3,MACHINERY,TRUCK,1,0.03,0,24,Brand#31,19,6317,12
O,O,N,NONE,0,Manufacturer#4,2-HIGH,4,MACHINERY,MAIL,6,0.01,0.09,16,Brand#41,13,6318,6
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,2-HIGH,4,MACHINERY,SHIP,3,0.06,0.02,14,Brand#11,13,6318,39
O,O,N,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,4,MACHINERY,SHIP,4,0.02,0.1,10,Brand#13,13,6318,49
O,O,N,COLLECT COD,3,Manufacturer#1,2-HIGH,4,MACHINERY,AIR,5,0.03,0.02,7,Brand#15,13,6318,28
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,4,MACHINERY,SHIP,1,0.01,0.03,19,Brand#45,13,6318,6
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,4,MACHINERY,REG AIR,2,0.06,0.09,1,Brand#11,13,6318,29
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,2,MACHINERY,MAIL,1,0.06,0.06,13,Brand#32,12,6319,15
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,FOB,1,0.01,0.01,19,Brand#25,3,6320,9
F,F,A,NONE,0,Manufacturer#3,5-LOW,2,MACHINERY,AIR,2,0.06,0.06,16,Brand#35,21,6321,48
F,F,A,NONE,0,Manufacturer#1,5-LOW,2,MACHINERY,TRUCK,1,0.01,0.08,16,Brand#11,21,6321,49
O,O,N,NONE,1,Manufacturer#3,5-LOW,1,AUTOMOBILE,AIR,1,0.05,0.09,17,Brand#34,3,6322,41
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,0,MACHINERY,AIR,1,0,0.04,16,Brand#43,16,6323,3
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,2,FURNITURE,REG AIR,2,0.08,0.02,7,Brand#23,18,6324,10
O,O,N,NONE,0,Manufacturer#3,1-URGENT,2,FURNITURE,SHIP,1,0.01,0.05,0,Brand#35,18,6324,42
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,1,BUILDING,RAIL,2,0.07,0.04,11,Brand#42,24,6325,28
O,O,N,COLLECT COD,0,Manufacturer#1,1-URGENT,1,BUILDING,AIR,1,0.02,0.09,0,Brand#12,24,6325,9
F,F,A,COLLECT COD,3,Manufacturer#5,5-LOW,1,BUILDING,MAIL,2,0.02,0.1,22,Brand#55,24,6326,5
F,F,A,NONE,2,Manufacturer#2,5-LOW,1,BUILDING,AIR,1,0.08,0.07,8,Brand#21,24,6326,50
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,3,HOUSEHOLD,AIR,5,0.07,0,24,Brand#12,19,6327,2
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,3,HOUSEHOLD,REG AIR,2,0.06,0,1,Brand#52,19,6327,3
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,3,HOUSEHOLD,AIR,6,0,0.1,19,Brand#51,19,6327,43
O,O,N,NONE,1,Manufacturer#2,2-HIGH,3,HOUSEHOLD,FOB,1,0.06,0.05,24,Brand#25,19,6327,14
O,O,N,NONE,3,Manufacturer#5,2-HIGH,3,HOUSEHOLD,FOB,4,0.07,0.09,22,Brand#55,19,6327,34
O,O,N,COLLECT COD,2,Manufacturer#5,2-HIGH,3,HOUSEHOLD,MAIL,3,0.04,0.01,21,Brand#53,19,6327,8
F,F,R,NONE,1,Manufacturer#5,2-HIGH,0,HOUSEHOLD,SHIP,4,0.07,0.09,3,Brand#52,14,6328,46
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,0,HOUSEHOLD,TRUCK,3,0.04,0.05,24,Brand#52,14,6328,11
F,F,R,NONE,0,Manufacturer#2,2-HIGH,0,HOUSEHOLD,FOB,2,0.05,0.04,16,Brand#23,14,6328,23
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,0,HOUSEHOLD,SHIP,1,0.01,0.01,1,Brand#15,14,6328,8
O,O,N,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,REG AIR,5,0.01,0.08,4,Brand#53,4,6329,7
O,O,N,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,REG AIR,3,0.02,0.04,9,Brand#44,4,6329,18
O,O,N,NONE,3,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,FOB,2,0.05,0,23,Brand#53,4,6329,32
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,AIR,1,0.04,0.01,19,Brand#54,4,6329,37
O,O,N,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,REG AIR,4,0.05,0.02,8,Brand#13,4,6329,19
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,2,0.03,0.1,7,Brand#22,4,6330,11
F,F,R,NONE,0,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,4,0.08,0.02,16,Brand#51,4,6330,8
F,F,A,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,5,0,0.07,8,Brand#34,4,6330,40
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,3,0.03,0.08,9,Brand#35,4,6330,41
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,1,0.05,0.06,9,Brand#22,4,6330,45
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,0,FURNITURE,FOB,1,0,0.08,12,Brand#45,14,6331,23
O,O,N,NONE,3,Manufacturer#3,3-MEDIUM,0,FURNITURE,REG AIR,2,0.04,0.03,7,Brand#34,14,6331,22
F,F,A,NONE,0,Manufacturer#1,5-LOW,1,FURNITURE,TRUCK,2,0.08,0.06,16,Brand#14,3,6332,8
F,F,A,COLLECT COD,2,Manufacturer#2,5-LOW,1,FURNITURE,FOB,1,0,0.06,9,Brand#25,3,6332,45
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,1-URGENT,0,AUTOMOBILE,TRUCK,2,0.05,0.06,14,Brand#43,5,6333,26
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,0,AUTOMOBILE,MAIL,1,0.03,0.05,24,Brand#53,5,6333,50
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,0,AUTOMOBILE,TRUCK,3,0.04,0.07,22,Brand#22,5,6333,38
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,REG AIR,1,0.03,0.02,1,Brand#14,21,6334,45
F,F,A,COLLECT COD,3,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,TRUCK,2,0.02,0.09,23,Brand#33,21,6334,45
F,F,A,COLLECT COD,3,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,RAIL,3,0,0.06,22,Brand#31,21,6334,16
F,F,A,NONE,1,Manufacturer#5,2-HIGH,3,HOUSEHOLD,AIR,1,0,0.03,3,Brand#53,22,6335,5
F,F,A,NONE,3,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,RAIL,1,0.02,0.09,6,Brand#35,21,6336,3
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,FOB,3,0.04,0.05,24,Brand#31,21,6336,49
F,F,A,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,TRUCK,4,0.02,0.01,5,Brand#41,21,6336,4
F,F,R,NONE,0,Manufacturer#2,4-NOT SPECIFIED,2,BUILDING,TRUCK,2,0.08,0.02,14,Brand#21,21,6336,17
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,2,BUILDING,MAIL,5,0.06,0.1,2,Brand#22,21,6336,37
O,P,N,NONE,4,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,TRUCK,3,0.03,0.02,10,Brand#31,2,6337,44
F,P,R,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,TRUCK,4,0.04,0.01,7,Brand#23,2,6337,32
O,P,N,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,SHIP,2,0,0.07,24,Brand#33,2,6337,34
O,P,N,NONE,2,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,SHIP,5,0.03,0.04,18,Brand#54,2,6337,30
F,P,R,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,MAIL,1,0.02,0.09,16,Brand#45,2,6337,37
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,TRUCK,7,0,0.07,21,Brand#55,12,6338,28
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,SHIP,1,0.07,0.08,17,Brand#52,12,6338,1
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,AIR,4,0.06,0.08,2,Brand#35,12,6338,33
O,O,N,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,RAIL,6,0.03,0,17,Brand#14,12,6338,5
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,FOB,3,0.03,0.03,12,Brand#23,12,6338,11
O,O,N,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,MAIL,5,0.02,0.04,4,Brand#41,12,6338,5
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,REG AIR,2,0,0.04,23,Brand#43,12,6338,15
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,3,FURNITURE,AIR,1,0.07,0.1,1,Brand#21,19,6339,21
O,O,N,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,3,FURNITURE,RAIL,3,0,0.07,4,Brand#35,19,6339,24
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,3,FURNITURE,MAIL,2,0.05,0.1,18,Brand#31,19,6339,27
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,FOB,1,0.07,0.06,7,Brand#44,3,6340,35
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,TRUCK,2,0.07,0.05,19,Brand#43,3,6340,44
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,4,AUTOMOBILE,FOB,3,0.02,0.08,17,Brand#15,10,6341,21
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,4,AUTOMOBILE,REG AIR,4,0.03,0,22,Brand#14,10,6341,32
O,O,N,NONE,2,Manufacturer#2,2-HIGH,4,AUTOMOBILE,FOB,1,0.01,0.1,18,Brand#22,10,6341,26
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,4,AUTOMOBILE,RAIL,2,0.03,0,8,Brand#53,10,6341,24
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,2,AUTOMOBILE,FOB,5,0.07,0.06,9,Brand#52,8,6342,21
O,O,N,COLLECT COD,3,Manufacturer#4,2-HIGH,2,AUTOMOBILE,REG AIR,4,0.06,0.1,19,Brand#43,8,6342,26
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,2,AUTOMOBILE,RAIL,1,0.07,0.05,21,Brand#34,8,6342,44
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,2,AUTOMOBILE,AIR,3,0,0.05,0,Brand#21,8,6342,11
O,O,N,COLLECT COD,2,Manufacturer#1,2-HIGH,2,AUTOMOBILE,RAIL,2,0.01,0.04,9,Brand#13,8,6342,18
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,0,BUILDING,AIR,2,0.04,0.09,1,Brand#24,0,6343,48
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,0,BUILDING,TRUCK,1,0.02,0,7,Brand#44,0,6343,31
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,1-URGENT,3,AUTOMOBILE,MAIL,2,0.03,0.1,22,Brand#33,7,6344,49
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,3,AUTOMOBILE,FOB,1,0.02,0.02,8,Brand#44,7,6344,12
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,2,BUILDING,AIR,2,0.08,0.06,9,Brand#54,18,6345,31
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,2,BUILDING,AIR,3,0.01,0.1,23,Brand#32,18,6345,4
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,3-MEDIUM,2,BUILDING,REG AIR,4,0.05,0.09,19,Brand#13,18,6345,29
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,2,BUILDING,SHIP,6,0.08,0.02,8,Brand#45,18,6345,7
F,F,R,NONE,3,Manufacturer#2,3-MEDIUM,2,BUILDING,FOB,1,0.07,0.02,22,Brand#23,18,6345,42
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,2,BUILDING,RAIL,5,0.03,0.05,14,Brand#15,18,6345,42
O,O,N,NONE,2,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,AIR,2,0.04,0.03,21,Brand#41,16,6346,2
O,O,N,NONE,0,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,SHIP,5,0,0,16,Brand#31,16,6346,46
O,O,N,NONE,0,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,RAIL,4,0.06,0.07,0,Brand#41,16,6346,19
O,O,N,NONE,3,Manufacturer#2,3-MEDIUM,0,AUTOMOBILE,MAIL,1,0.01,0.01,22,Brand#22,16,6346,14
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,REG AIR,3,0.05,0.03,20,Brand#42,16,6346,23
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,4,FURNITURE,AIR,6,0.04,0.1,16,Brand#31,11,6347,17
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,2-HIGH,4,FURNITURE,MAIL,1,0.02,0.1,16,Brand#11,11,6347,25
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,4,FURNITURE,MAIL,7,0.05,0.09,1,Brand#51,11,6347,28
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,4,FURNITURE,MAIL,2,0.08,0.06,24,Brand#55,11,6347,44
F,F,R,NONE,0,Manufacturer#1,2-HIGH,4,FURNITURE,SHIP,3,0.01,0.01,5,Brand#15,11,6347,6
F,F,A,COLLECT COD,2,Manufacturer#4,2-HIGH,4,FURNITURE,AIR,5,0.02,0.01,21,Brand#42,11,6347,26
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,4,FURNITURE,TRUCK,4,0.02,0.08,1,Brand#53,11,6347,48
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,4,AUTOMOBILE,SHIP,4,0.02,0.03,16,Brand#42,11,6348,45
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,4,AUTOMOBILE,AIR,3,0.01,0.1,7,Brand#34,11,6348,46
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,4,AUTOMOBILE,RAIL,5,0,0.05,19,Brand#12,11,6348,34
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,4,AUTOMOBILE,SHIP,2,0.06,0,11,Brand#25,11,6348,46
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,4,AUTOMOBILE,RAIL,1,0.03,0.04,11,Brand#41,11,6348,42
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,0,MACHINERY,AIR,2,0.07,0.08,19,Brand#55,14,6349,46
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,0,MACHINERY,FOB,1,0.05,0.02,6,Brand#43,14,6349,22
O,O,N,NONE,2,Manufacturer#1,1-URGENT,3,BUILDING,MAIL,4,0.01,0.07,8,Brand#13,7,6350,12
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,3,BUILDING,REG AIR,7,0.01,0.06,9,Brand#24,7,6350,8
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,3,BUILDING,AIR,3,0.02,0.04,8,Brand#31,7,6350,20
O,O,N,COLLECT COD,1,Manufacturer#1,1-URGENT,3,BUILDING,FOB,2,0.05,0.07,2,Brand#14,7,6350,40
O,O,N,COLLECT COD,2,Manufacturer#5,1-URGENT,3,BUILDING,AIR,6,0.06,0.1,8,Brand#53,7,6350,30
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,3,BUILDING,RAIL,1,0.03,0.06,6,Brand#51,7,6350,14
O,O,N,NONE,1,Manufacturer#2,1-URGENT,3,BUILDING,RAIL,5,0.05,0.1,24,Brand#22,7,6350,41
F,F,R,COLLECT COD,1,Manufacturer#3,2-HIGH,2,FURNITURE,REG AIR,1,0.05,0.03,24,Brand#35,9,6351,11
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,2,FURNITURE,TRUCK,2,0.08,0.04,8,Brand#13,9,6351,30
F,F,R,COLLECT COD,3,Manufacturer#5,2-HIGH,2,FURNITURE,TRUCK,3,0,0.07,19,Brand#54,9,6351,30
F,F,R,COLLECT COD,1,Manufacturer#3,2-HIGH,2,FURNITURE,SHIP,4,0.05,0,1,Brand#34,9,6351,49
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,3,BUILDING,AIR,7,0.05,0.05,7,Brand#23,7,6352,9
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,3,BUILDING,MAIL,6,0.07,0.09,7,Brand#43,7,6352,25
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,3,BUILDING,FOB,3,0.08,0.03,24,Brand#33,7,6352,29
F,F,R,COLLECT COD,3,Manufacturer#1,2-HIGH,3,BUILDING,REG AIR,5,0.08,0.01,22,Brand#15,7,6352,22
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,3,BUILDING,TRUCK,2,0.08,0.03,24,Brand#33,7,6352,17
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,3,BUILDING,REG AIR,4,0.05,0.01,17,Brand#23,7,6352,31
F,F,A,COLLECT COD,1,Manufacturer#3,2-HIGH,3,BUILDING,TRUCK,1,0.03,0.06,1,Brand#35,7,6352,18
O,O,N,COLLECT COD,1,Manufacturer#5,2-HIGH,4,AUTOMOBILE,REG AIR,2,0.03,0.09,1,Brand#54,10,6353,31
O,O,N,NONE,2,Manufacturer#3,2-HIGH,4,AUTOMOBILE,REG AIR,1,0.07,0.01,8,Brand#32,10,6353,47
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,4,AUTOMOBILE,TRUCK,3,0,0.04,18,Brand#42,10,6353,12
O,O,N,COLLECT COD,3,Manufacturer#3,1-URGENT,0,BUILDING,MAIL,4,0.08,0.06,7,Brand#34,0,6354,38
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,0,BUILDING,FOB,1,0.07,0.01,14,Brand#43,0,6354,16
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,0,BUILDING,FOB,2,0.03,0,5,Brand#32,0,6354,16
O,O,N,NONE,0,Manufacturer#3,1-URGENT,0,BUILDING,REG AIR,3,0.08,0.06,15,Brand#31,0,6354,1
O,O,N,NONE,3,Manufacturer#2,1-URGENT,0,BUILDING,AIR,5,0.05,0.09,23,Brand#24,0,6354,43
O,P,N,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,2,AUTOMOBILE,TRUCK,4,0.07,0.1,16,Brand#33,12,6355,38
F,P,N,COLLECT COD,2,Manufacturer#3,1-URGENT,2,AUTOMOBILE,TRUCK,3,0,0.08,21,Brand#34,12,6355,4
F,P,R,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,2,AUTOMOBILE,REG AIR,2,0.04,0.05,3,Brand#24,12,6355,13
F,P,A,TAKE BACK RETURN,4,Manufacturer#2,1-URGENT,2,AUTOMOBILE,TRUCK,1,0.03,0.03,13,Brand#22,12,6355,20
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,1,AUTOMOBILE,MAIL,1,0.02,0,8,Brand#35,24,6356,39
O,O,N,COLLECT COD,1,Manufacturer#2,5-LOW,1,AUTOMOBILE,RAIL,2,0,0.06,17,Brand#22,24,6356,3
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,1,AUTOMOBILE,AIR,3,0.07,0.07,16,Brand#43,24,6356,10
F,F,A,NONE,1,Manufacturer#2,2-HIGH,0,BUILDING,REG AIR,2,0.02,0.1,24,Brand#25,0,6357,19
F,F,R,NONE,2,Manufacturer#5,2-HIGH,0,BUILDING,REG AIR,1,0.08,0.1,9,Brand#51,0,6357,4
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,SHIP,1,0.05,0.07,7,Brand#42,11,6358,4
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,TRUCK,2,0.08,0.04,0,Brand#35,11,6358,11
F,F,R,NONE,2,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,RAIL,3,0.03,0.09,18,Brand#43,11,6358,35
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,2,HOUSEHOLD,RAIL,2,0.04,0,9,Brand#32,21,6359,47
F,F,A,COLLECT COD,3,Manufacturer#2,1-URGENT,2,HOUSEHOLD,SHIP,1,0.08,0.05,7,Brand#21,21,6359,44
F,F,A,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,FOB,1,0.07,0.04,17,Brand#54,6,6360,15
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,4,AUTOMOBILE,MAIL,1,0.04,0.08,19,Brand#43,10,6361,37
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,4,AUTOMOBILE,AIR,3,0.01,0.07,6,Brand#41,10,6361,10
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,4,AUTOMOBILE,SHIP,2,0.03,0.08,14,Brand#22,10,6361,28
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,2,AUTOMOBILE,TRUCK,3,0.05,0.03,2,Brand#31,18,6362,31
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,2,AUTOMOBILE,SHIP,1,0,0,1,Brand#52,18,6362,39
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,2,AUTOMOBILE,MAIL,4,0.03,0.02,22,Brand#11,18,6362,40
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,2,AUTOMOBILE,RAIL,7,0.01,0.1,14,Brand#42,18,6362,42
