o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
O,5-LOW,4,MACHINERY,4,Clerk#000000268,1995-07-11,1734.18,5401,1
F,2-HIGH,2,HOUSEHOLD,18,Clerk#000000844,1994-06-01,7517.13,7709,1
O,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000601,1998-02-16,1786.78,9881,1
F,1-URGENT,2,HOUSEHOLD,12,Clerk#000000021,1994-06-05,9467.38,6215,1
F,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000636,1994-03-17,5034.11,9818,1
F,1-URGENT,3,FURNITURE,19,Clerk#000000832,1992-09-23,2412.87,7078,1
F,2-HIGH,0,HOUSEHOLD,0,Clerk#000000754,1994-09-24,4573.64,8084,1
O,2-HIGH,1,MACHINERY,24,Clerk#000000594,1995-08-12,1728.97,8057,1
F,5-LOW,3,MACHINERY,19,Clerk#000000420,1992-09-14,2603,9563,1
F,4-NOT SPECIFIED,1,FURNITURE,2,Clerk#000000931,1993-06-19,-459.17,6872,1
O,1-URGENT,4,FURNITURE,20,Clerk#000000792,1997-04-18,7823.81,5468,1
F,3-MEDIUM,2,BUILDING,9,Clerk#000000401,1993-08-11,4949.15,7863,1
O,4-NOT SPECIFIED,1,MACHINERY,17,Clerk#000000282,1998-07-11,2883.71,7843,1
O,5-LOW,2,FURNITURE,8,Clerk#000000228,1998-04-30,6687.25,6121,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000505,1994-10-17,5753.66,6463,1
F,2-HIGH,3,AUTOMOBILE,23,Clerk#000000449,1993-04-26,2389.14,5345,1
O,5-LOW,0,HOUSEHOLD,16,Clerk#000000288,1996-09-25,7298.73,6175,1
P,1-URGENT,3,HOUSEHOLD,7,Clerk#000000068,1995-05-30,9305.05,9411,1
O,1-URGENT,0,MACHINERY,0,Clerk#000000169,1998-03-30,4825.26,5532,1
F,3-MEDIUM,4,FURNITURE,11,Clerk#000000805,1992-03-21,-209.94,5208,1
F,2-HIGH,1,BUILDING,2,Clerk#000000839,1994-12-27,5973.1,7588,1
F,1-URGENT,4,FURNITURE,4,Clerk#000000751,1993-08-06,8626.22,8097,1
F,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000350,1994-05-10,-862.51,9931,1
F,2-HIGH,0,BUILDING,0,Clerk#000000992,1994-09-03,8076.84,7589,1
F,5-LOW,3,BUILDING,22,Clerk#000000110,1992-07-16,9454.7,6505,1
F,4-NOT SPECIFIED,4,FURNITURE,20,Clerk#000000263,1994-12-31,6517.61,5371,1
O,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000895,1997-10-28,-415.09,8516,1
O,2-HIGH,4,FURNITURE,10,Clerk#000000974,1998-07-19,5102.35,8743,1
O,2-HIGH,4,MACHINERY,13,Clerk#000000444,1995-06-13,2668.44,7526,1
F,2-HIGH,2,HOUSEHOLD,9,Clerk#000000178,1994-10-16,3069.79,9499,1
F,4-NOT SPECIFIED,1,FURNITURE,1,Clerk#000000903,1992-05-16,8180.23,5597,1
O,4-NOT SPECIFIED,3,BUILDING,7,Clerk#000000205,1995-10-13,8227.37,9434,1
O,5-LOW,3,BUILDING,19,Clerk#000000477,1997-10-15,-484.32,7057,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000408,1993-03-05,1262.37,5776,1
F,1-URGENT,0,MACHINERY,15,Clerk#000000639,1995-01-28,2743.63,8366,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000169,1994-10-01,4509.58,9279,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000789,1992-03-10,151.49,9595,1
O,5-LOW,2,FURNITURE,12,Clerk#000000353,1996-06-01,8526.7,8474,1
P,2-HIGH,4,MACHINERY,20,Clerk#000000008,1995-05-08,2680.86,5936,1
F,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000738,1994-08-07,2926.44,6615,1
O,5-LOW,4,MACHINERY,20,Clerk#000000844,1995-08-26,3475.43,9936,1
O,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000044,1997-11-08,-558.51,5327,1
O,3-MEDIUM,0,HOUSEHOLD,0,Clerk#000000543,1996-08-17,4130.39,6979,1
O,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000000836,1997-04-18,4347.11,6458,1
O,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000385,1995-08-04,3424.02,6862,1
F,1-URGENT,4,MACHINERY,10,Clerk#000000327,1992-08-27,6344.88,8933,1
F,2-HIGH,2,BUILDING,18,Clerk#000000395,1994-10-22,-448.16,7172,1
O,5-LOW,3,AUTOMOBILE,23,Clerk#000000069,1995-12-20,6470.49,7686,1
O,2-HIGH,1,BUILDING,2,Clerk#000000805,1996-10-20,4662.56,6221,1
F,3-MEDIUM,3,MACHINERY,6,Clerk#000000640,1992-11-30,1490.35,6904,1
F,1-URGENT,4,HOUSEHOLD,20,Clerk#000000668,1994-07-28,7942.82,8673,1
O,5-LOW,0,HOUSEHOLD,14,Clerk#000000135,1997-03-21,1037.02,5362,1
O,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000539,1998-03-16,-275.97,6306,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000642,1994-01-10,7411.01,9157,1
F,5-LOW,3,BUILDING,7,Clerk#000000483,1995-02-05,8125,6891,1
O,3-MEDIUM,1,FURNITURE,2,Clerk#000000341,1997-10-27,1481.36,9298,1
O,3-MEDIUM,1,HOUSEHOLD,1,Clerk#000000701,1997-01-28,7815.4,8621,1
O,3-MEDIUM,0,MACHINERY,14,Clerk#000000957,1996-09-08,2461.47,7718,1
O,1-URGENT,4,FURNITURE,11,Clerk#000000806,1996-07-09,-342.64,9956,1
O,1-URGENT,1,BUILDING,3,Clerk#000000517,1995-08-25,281.11,6628,1
F,2-HIGH,2,HOUSEHOLD,21,Clerk#000000074,1994-07-23,5023.46,5550,1
F,5-LOW,1,BUILDING,3,Clerk#000000495,1994-03-14,7733.9,6840,1
O,1-URGENT,2,AUTOMOBILE,21,Clerk#000000148,1998-04-09,1740.05,8004,1
F,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000568,1994-09-20,9979.02,9396,1
P,4-NOT SPECIFIED,3,MACHINERY,23,Clerk#000000598,1995-06-01,1247.96,7826,1
O,1-URGENT,4,HOUSEHOLD,10,Clerk#000000923,1997-09-30,7289.08,7005,1
O,2-HIGH,0,BUILDING,0,Clerk#000000149,1996-09-05,662.67,9680,1
O,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000676,1997-11-27,9524.03,6733,1
F,2-HIGH,1,HOUSEHOLD,17,Clerk#000000738,1993-02-20,1224.24,8608,1
O,2-HIGH,1,AUTOMOBILE,3,Clerk#000000973,1995-09-05,8317.73,8721,1
F,4-NOT SPECIFIED,1,FURNITURE,1,Clerk#000000170,1992-08-05,984.17,6298,1
F,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000278,1992-08-22,5841.34,5233,1
F,1-URGENT,4,HOUSEHOLD,20,Clerk#000000452,1994-05-23,371.62,9356,1
O,3-MEDIUM,1,MACHINERY,1,Clerk#000000040,1996-09-24,-235.79,8400,1
O,5-LOW,3,HOUSEHOLD,22,Clerk#000000170,1995-05-12,-775.45,9102,1
O,1-URGENT,3,AUTOMOBILE,22,Clerk#000000757,1995-11-20,7651.05,7887,1
F,5-LOW,1,MACHINERY,3,Clerk#000000989,1993-07-02,9467.7,9728,1
O,2-HIGH,0,BUILDING,5,Clerk#000000440,1997-05-12,9311.46,5205,1
F,2-HIGH,0,AUTOMOBILE,14,Clerk#000000657,1993-02-13,3521.89,5137,1
P,3-MEDIUM,4,MACHINERY,4,Clerk#000000648,1995-04-24,3328.82,5159,1
O,4-NOT SPECIFIED,3,MACHINERY,22,Clerk#000000942,1995-10-30,1263.58,5932,1
O,1-URGENT,1,BUILDING,17,Clerk#000000436,1995-06-14,6700.63,6408,1
O,3-MEDIUM,0,MACHINERY,0,Clerk#000000210,1995-12-17,2590.88,9860,1
O,5-LOW,0,HOUSEHOLD,15,Clerk#000000482,1997-09-18,8902.29,6980,1
F,4-NOT SPECIFIED,3,MACHINERY,23,Clerk#000000541,1992-08-12,8735.63,9607,1
F,5-LOW,1,MACHINERY,2,Clerk#000000500,1992-05-15,6875.84,5251,1
F,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000361,1993-09-02,1725.15,6144,1
F,2-HIGH,4,BUILDING,20,Clerk#000000774,1992-04-12,8321.07,5166,1
O,1-URGENT,3,AUTOMOBILE,23,Clerk#000000350,1998-03-15,4249.15,8067,1
F,5-LOW,2,HOUSEHOLD,8,Clerk#000000022,1992-05-20,2008.42,6719,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,9,Clerk#000000188,1995-07-06,6607.71,5892,1
O,5-LOW,4,BUILDING,4,Clerk#000000242,1998-01-21,1739.57,6314,1
F,5-LOW,2,AUTOMOBILE,12,Clerk#000000960,1992-06-23,4053.87,5242,1
O,3-MEDIUM,2,MACHINERY,18,Clerk#000000416,1995-07-21,726.09,8220,1
O,1-URGENT,4,FURNITURE,13,Clerk#000000297,1996-06-08,9039.79,7036,1
F,5-LOW,0,AUTOMOBILE,16,Clerk#000001000,1993-12-07,-761.7,9155,1
F,2-HIGH,4,BUILDING,10,Clerk#000000410,1994-02-25,3710.12,7640,1
F,3-MEDIUM,4,AUTOMOBILE,4,Clerk#000000433,1993-06-29,-272.87,8137,1
F,1-URGENT,0,AUTOMOBILE,15,Clerk#000000088,1992-11-29,1130.61,7302,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000205,1993-03-05,8865.61,9702,1
O,4-NOT SPECIFIED,3,FURNITURE,19,Clerk#000000731,1997-11-10,5667.28,6251,1
F,1-URGENT,4,HOUSEHOLD,4,Clerk#000000282,1994-06-22,567.72,5425,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000775,1995-02-12,8911.35,7556,1
O,1-URGENT,1,FURNITURE,1,Clerk#000000769,1996-07-28,-982.32,8217,1
F,4-NOT SPECIFIED,1,MACHINERY,17,Clerk#000000701,1994-01-13,-859.62,8795,1
O,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000052,1997-06-16,9015.5,7233,1
O,3-MEDIUM,4,MACHINERY,13,Clerk#000000997,1998-02-14,774.31,6663,1
O,5-LOW,3,HOUSEHOLD,6,Clerk#000000933,1996-05-09,4254.22,9301,1
F,1-URGENT,2,MACHINERY,8,Clerk#000000691,1993-06-30,3993.54,7933,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000616,1992-04-24,8566.39,8328,1
F,5-LOW,3,FURNITURE,22,Clerk#000000138,1994-10-28,5859.41,6956,1
O,3-MEDIUM,4,MACHINERY,10,Clerk#000000366,1996-02-09,8966.63,8566,1
F,1-URGENT,3,HOUSEHOLD,6,Clerk#000000844,1992-12-06,-373.65,8134,1
O,3-MEDIUM,1,MACHINERY,1,Clerk#000000120,1997-01-05,7809,6145,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,16,Clerk#000000203,1995-02-20,8768.51,9225,1
F,1-URGENT,2,AUTOMOBILE,9,Clerk#000000968,1992-09-25,6385.11,8259,1
O,3-MEDIUM,3,MACHINERY,7,Clerk#000000995,1995-10-31,5462.99,8153,1
F,2-HIGH,4,MACHINERY,20,Clerk#000000565,1992-01-09,6761.85,6227,1
O,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000123,1997-08-08,7942.82,8673,1
F,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000000527,1992-02-10,3886.28,5226,1
F,5-LOW,1,BUILDING,2,Clerk#000000340,1992-02-04,6246.84,5728,1
O,5-LOW,2,FURNITURE,18,Clerk#000000398,1995-07-07,8835.8,5949,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,7,Clerk#000000587,1994-10-14,6737.6,7027,1
O,4-NOT SPECIFIED,0,MACHINERY,16,Clerk#000000176,1996-11-26,294.97,6708,1
O,2-HIGH,4,BUILDING,13,Clerk#000000228,1996-04-16,1863.74,5684,1
F,1-URGENT,2,BUILDING,8,Clerk#000000072,1992-06-01,5523.75,8626,1
F,1-URGENT,3,HOUSEHOLD,19,Clerk#000000615,1995-02-11,6969.39,5250,1
F,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000206,1992-05-04,-656.75,8229,1
O,2-HIGH,4,AUTOMOBILE,11,Clerk#000000204,1996-02-21,3720.64,7357,1
O,2-HIGH,0,BUILDING,5,Clerk#000000549,1998-02-25,1246.95,8913,1
O,3-MEDIUM,4,MACHINERY,13,Clerk#000000797,1995-10-06,6862.5,5294,1
F,5-LOW,1,BUILDING,1,Clerk#000000171,1994-12-23,7930.19,8475,1
F,2-HIGH,2,AUTOMOBILE,21,Clerk#000000173,1994-06-27,5818.05,8525,1
O,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000918,1998-01-09,9329.85,8961,1
F,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000652,1993-02-24,1037.51,5200,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000912,1993-07-19,5764.35,8617,1
O,4-NOT SPECIFIED,3,MACHINERY,19,Clerk#000000684,1997-07-23,2928.22,9239,1
O,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000433,1995-06-12,-114.68,7267,1
F,3-MEDIUM,3,MACHINERY,23,Clerk#000000209,1992-11-01,5080.68,6475,1
O,5-LOW,0,MACHINERY,15,Clerk#000000222,1995-12-03,5121.28,5002,1
O,3-MEDIUM,2,MACHINERY,18,Clerk#000000506,1996-02-06,726.09,8220,1
F,2-HIGH,1,AUTOMOBILE,24,Clerk#000000380,1994-10-14,2065.26,7324,1
F,5-LOW,2,FURNITURE,21,Clerk#000000281,1993-12-12,9618.73,9303,1
F,5-LOW,2,HOUSEHOLD,18,Clerk#000000691,1994-03-06,5670.4,6498,1
F,5-LOW,0,MACHINERY,0,Clerk#000000390,1994-11-28,9006.69,9641,1
O,5-LOW,2,MACHINERY,9,Clerk#000000286,1995-08-14,7451.49,5379,1
F,3-MEDIUM,1,HOUSEHOLD,1,Clerk#000000283,1995-01-12,5867.4,5775,1
F,5-LOW,1,HOUSEHOLD,24,Clerk#000000396,1994-07-07,9201.24,7829,1
F,5-LOW,1,FURNITURE,3,Clerk#000000116,1992-06-06,8794.53,8136,1
O,3-MEDIUM,4,MACHINERY,20,Clerk#000000472,1996-02-03,6807.86,5380,1
O,2-HIGH,2,MACHINERY,18,Clerk#000000856,1997-03-08,9790.84,8755,1
O,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000853,1998-01-31,7889.64,5385,1
O,3-MEDIUM,4,FURNITURE,11,Clerk#000000484,1997-12-16,8259.14,8578,1
F,4-NOT SPECIFIED,1,FURNITURE,1,Clerk#000000455,1992-03-16,2737.28,6452,1
F,1-URGENT,4,FURNITURE,11,Clerk#000000004,1994-08-20,4102.57,6927,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000790,1994-01-06,-764.76,8619,1
O,2-HIGH,0,AUTOMOBILE,5,Clerk#000000530,1996-05-28,3658.38,9214,1
F,5-LOW,1,FURNITURE,17,Clerk#000000715,1993-07-30,2613.15,9550,1
O,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000073,1997-03-04,1585.32,9625,1
F,1-URGENT,2,MACHINERY,12,Clerk#000000758,1993-08-02,4088.47,5506,1
O,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000181,1997-04-11,-178.91,6299,1
O,1-URGENT,3,AUTOMOBILE,7,Clerk#000000924,1997-11-18,6737.6,7027,1
O,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000960,1996-09-16,8282.5,7065,1
O,2-HIGH,4,AUTOMOBILE,13,Clerk#000000117,1998-05-20,4093.74,8433,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000791,1993-03-10,2376.82,5473,1
F,2-HIGH,3,MACHINERY,22,Clerk#000000574,1992-01-05,192.69,5282,1
F,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000516,1992-06-26,1889.53,5298,1
O,5-LOW,4,HOUSEHOLD,13,Clerk#000000851,1996-06-09,4748.57,5416,1
O,2-HIGH,1,AUTOMOBILE,17,Clerk#000000579,1997-02-02,9704.95,9583,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,17,Clerk#000000038,1997-02-13,5356.96,5542,1
O,2-HIGH,3,MACHINERY,23,Clerk#000000587,1998-06-10,313.25,6659,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000458,1992-11-02,60.15,8705,1
O,5-LOW,0,FURNITURE,16,Clerk#000000649,1996-07-17,2987.18,6017,1
O,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000456,1997-01-14,9771.76,9903,1
F,1-URGENT,1,HOUSEHOLD,1,Clerk#000000969,1994-03-16,8397.63,7053,1
F,3-MEDIUM,3,FURNITURE,19,Clerk#000000436,1994-07-14,4425.42,6482,1
F,1-URGENT,4,HOUSEHOLD,10,Clerk#000000159,1992-01-20,3942.2,8356,1
F,2-HIGH,0,MACHINERY,14,Clerk#000000410,1994-10-18,9287.7,5139,1
O,3-MEDIUM,3,MACHINERY,22,Clerk#000000146,1998-04-06,2363.86,7768,1
F,1-URGENT,4,FURNITURE,20,Clerk#000000003,1992-06-23,3503.51,5791,1
O,1-URGENT,3,MACHINERY,22,Clerk#000000935,1995-09-21,1318.89,5201,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000337,1994-02-27,1342.45,5490,1
O,5-LOW,0,MACHINERY,15,Clerk#000000558,1998-03-23,2612.05,9312,1
F,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000189,1993-09-04,9779.1,7467,1
F,1-URGENT,3,FURNITURE,6,Clerk#000000444,1993-03-15,7874.97,7015,1
O,3-MEDIUM,1,MACHINERY,24,Clerk#000000556,1997-01-08,1574.63,7258,1
F,5-LOW,3,AUTOMOBILE,22,Clerk#000000510,1992-05-29,7789.14,8243,1
O,1-URGENT,0,FURNITURE,0,Clerk#000000250,1995-07-01,1295.54,7316,1
F,3-MEDIUM,3,MACHINERY,6,Clerk#000000940,1992-06-12,1490.35,6904,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,1,Clerk#000000015,1996-12-16,1432.68,5692,1
O,5-LOW,1,BUILDING,24,Clerk#000000066,1997-04-17,5859.97,6993,1
F,5-LOW,1,AUTOMOBILE,3,Clerk#000000206,1994-05-04,2415.67,5567,1
O,5-LOW,4,HOUSEHOLD,10,Clerk#000000551,1997-08-07,3669.59,8164,1
O,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000703,1996-04-14,185.68,7509,1
O,2-HIGH,0,FURNITURE,16,Clerk#000000279,1998-02-02,2869.97,6087,1
O,4-NOT SPECIFIED,0,MACHINERY,14,Clerk#000000949,1996-03-19,93.1,7150,1
O,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000305,1996-04-07,3517.13,8879,1
O,1-URGENT,1,FURNITURE,24,Clerk#000000813,1996-03-12,3918.54,9055,1
F,3-MEDIUM,3,BUILDING,22,Clerk#000000431,1993-09-12,6463.51,6753,1
O,3-MEDIUM,2,MACHINERY,9,Clerk#000000487,1997-04-17,4016.54,8439,1
O,2-HIGH,1,HOUSEHOLD,3,Clerk#000000812,1995-10-12,7772.29,7493,1
O,1-URGENT,2,FURNITURE,21,Clerk#000000131,1995-07-15,223.9,9793,1
O,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000657,1996-10-14,5667.39,5757,1
O,2-HIGH,1,FURNITURE,2,Clerk#000000497,1997-07-03,1979.35,8086,1
O,5-LOW,1,HOUSEHOLD,24,Clerk#000000542,1995-10-07,1304.79,7867,1
O,5-LOW,1,MACHINERY,3,Clerk#000000607,1996-09-16,8428.89,8254,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,22,Clerk#000000662,1992-03-14,2795.88,9064,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000745,1995-08-23,-980.85,9560,1
O,1-URGENT,0,MACHINERY,5,Clerk#000000631,1998-04-27,3191.88,7193,1
O,2-HIGH,0,MACHINERY,15,Clerk#000000959,1996-10-12,-334.89,7560,1
O,2-HIGH,3,MACHINERY,19,Clerk#000000897,1998-03-14,6309.11,8218,1
O,5-LOW,3,HOUSEHOLD,22,Clerk#000000842,1998-07-30,4657.29,5754,1
F,5-LOW,1,BUILDING,1,Clerk#000000143,1993-07-23,6222.84,8354,1
F,5-LOW,0,AUTOMOBILE,15,Clerk#000000836,1995-01-17,8487.52,6339,1
O,1-URGENT,1,MACHINERY,2,Clerk#000000645,1995-12-20,-921.59,5244,1
F,4-NOT SPECIFIED,3,MACHINERY,19,Clerk#000000917,1992-03-20,3034.7,9699,1
O,3-MEDIUM,2,BUILDING,8,Clerk#000000507,1995-10-08,5606.2,7383,1
O,2-HIGH,3,AUTOMOBILE,22,Clerk#000000289,1996-02-02,3476.69,9848,1
O,5-LOW,4,AUTOMOBILE,20,Clerk#000000959,1998-07-16,9617.24,5157,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,5,Clerk#000000290,1996-10-27,3335.29,8894,1
O,5-LOW,0,HOUSEHOLD,0,Clerk#000000220,1998-01-04,6498.57,5578,1
O,5-LOW,1,MACHINERY,1,Clerk#000000715,1997-08-28,-235.79,8400,1
F,2-HIGH,3,MACHINERY,23,Clerk#000000054,1994-03-19,1043.72,9128,1
F,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000763,1992-10-31,962.17,7137,1
O,1-URGENT,4,BUILDING,11,Clerk#000000511,1996-11-11,2959.9,5734,1
O,2-HIGH,3,AUTOMOBILE,6,Clerk#000000876,1997-11-24,1463.98,5514,1
P,5-LOW,3,AUTOMOBILE,6,Clerk#000000488,1995-03-22,6827.49,5999,1
O,3-MEDIUM,2,BUILDING,8,Clerk#000000973,1996-06-18,-542.2,5445,1
O,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000957,1996-11-13,8971.91,5565,1
O,4-NOT SPECIFIED,3,BUILDING,19,Clerk#000000461,1996-10-29,4782.47,6207,1
F,2-HIGH,4,BUILDING,20,Clerk#000000435,1994-12-05,6062.94,8825,1
O,1-URGENT,0,AUTOMOBILE,0,Clerk#000000453,1996-10-14,904.43,7725,1
F,3-MEDIUM,2,BUILDING,21,Clerk#000000301,1992-09-01,8927.63,8594,1
F,3-MEDIUM,3,MACHINERY,23,Clerk#000000583,1992-02-12,843.41,5340,1
F,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000557,1994-04-16,2839.12,7632,1
F,1-URGENT,2,AUTOMOBILE,9,Clerk#000000450,1994-04-03,8906.04,7197,1
F,2-HIGH,1,FURNITURE,3,Clerk#000000167,1993-01-01,8956.43,6296,1
O,4-NOT SPECIFIED,4,FURNITURE,20,Clerk#000000210,1995-09-30,4635.15,9218,1
O,1-URGENT,4,HOUSEHOLD,20,Clerk#000000228,1997-04-11,1634.7,7796,1
O,3-MEDIUM,3,AUTOMOBILE,23,Clerk#000000927,1997-06-17,7775.65,8269,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000935,1992-08-21,4314.68,7810,1
O,2-HIGH,3,BUILDING,23,Clerk#000000733,1997-01-14,2012.48,5873,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,7,Clerk#000000101,1997-08-16,11.97,7484,1
O,1-URGENT,0,BUILDING,0,Clerk#000000918,1997-09-02,3835.25,6375,1
O,5-LOW,1,BUILDING,17,Clerk#000000155,1995-12-20,-552.89,5658,1
F,5-LOW,4,MACHINERY,4,Clerk#000000406,1994-07-22,9331.55,5618,1
O,2-HIGH,4,AUTOMOBILE,11,Clerk#000000002,1996-12-26,2159.47,6157,1
O,5-LOW,2,AUTOMOBILE,9,Clerk#000000494,1997-01-17,8473.41,7781,1
F,1-URGENT,0,MACHINERY,5,Clerk#000000180,1993-03-01,575.3,7003,1
O,5-LOW,1,HOUSEHOLD,1,Clerk#000000730,1997-08-21,8550.64,5673,1
O,3-MEDIUM,3,BUILDING,19,Clerk#000000719,1997-02-24,2583.36,7976,1
F,2-HIGH,1,BUILDING,2,Clerk#000000677,1993-09-09,2183.31,7298,1
F,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000400,1994-10-08,5238.23,8359,1
O,3-MEDIUM,4,MACHINERY,13,Clerk#000000545,1998-07-08,5681.51,9110,1
O,3-MEDIUM,4,FURNITURE,13,Clerk#000000020,1996-09-29,5809.45,7877,1
F,1-URGENT,0,HOUSEHOLD,14,Clerk#000000794,1994-02-19,9703.4,8314,1
F,2-HIGH,1,MACHINERY,1,Clerk#000000891,1992-07-22,795.57,9252,1
F,5-LOW,2,BUILDING,9,Clerk#000000792,1994-03-14,-409.87,7213,1
O,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000699,1995-12-20,1316.02,8374,1
F,3-MEDIUM,1,MACHINERY,1,Clerk#000000510,1993-03-16,4177.79,9176,1
O,5-LOW,3,FURNITURE,23,Clerk#000000497,1998-01-16,2374.28,7239,1
O,2-HIGH,4,FURNITURE,11,Clerk#000000331,1998-06-27,1632.15,9515,1
O,2-HIGH,1,MACHINERY,1,Clerk#000000218,1995-06-21,2819.88,8653,1
O,4-NOT SPECIFIED,0,BUILDING,16,Clerk#000000145,1996-01-08,7937.71,8584,1
O,3-MEDIUM,0,MACHINERY,16,Clerk#000000883,1997-02-15,-805.89,7006,1
F,3-MEDIUM,2,MACHINERY,21,Clerk#000000844,1994-09-24,3142.51,6081,1
F,1-URGENT,3,AUTOMOBILE,6,Clerk#000000182,1994-08-22,1045.14,5229,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,24,Clerk#000000353,1992-10-09,3900.37,8418,1
F,4-NOT SPECIFIED,3,FURNITURE,6,Clerk#000000792,1992-07-27,2933.72,6736,1
P,3-MEDIUM,0,MACHINERY,16,Clerk#000000963,1995-05-21,-541.32,9760,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,19,Clerk#000000163,1997-05-15,-960,5849,1
O,5-LOW,2,HOUSEHOLD,21,Clerk#000000145,1996-01-23,1676.59,8837,1
F,5-LOW,2,HOUSEHOLD,12,Clerk#000000423,1995-02-22,979.89,9149,1
O,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000215,1998-02-02,5691.4,8412,1
O,2-HIGH,2,FURNITURE,9,Clerk#000000948,1995-09-15,6334.85,5890,1
F,2-HIGH,1,BUILDING,17,Clerk#000000362,1994-12-28,6256.97,5452,1
O,5-LOW,0,MACHINERY,14,Clerk#000000986,1997-03-29,659.8,9106,1
F,2-HIGH,1,BUILDING,1,Clerk#000000140,1994-02-03,9226.78,8496,1
F,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000697,1992-07-14,9609.77,9029,1
O,5-LOW,2,BUILDING,8,Clerk#000000087,1997-10-10,6172.91,5753,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000203,1994-07-06,3090.32,5584,1
O,5-LOW,3,MACHINERY,22,Clerk#000000521,1996-04-19,7603.71,6633,1
F,3-MEDIUM,4,FURNITURE,4,Clerk#000000138,1994-07-28,7416.07,7230,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,12,Clerk#000000048,1994-03-09,-24.83,5816,1
F,3-MEDIUM,2,HOUSEHOLD,21,Clerk#000000238,1995-01-12,7764.33,7288,1
P,2-HIGH,2,AUTOMOBILE,8,Clerk#000000774,1995-04-09,8238.95,8278,1
F,3-MEDIUM,0,MACHINERY,14,Clerk#000000599,1992-07-03,9728.47,8216,1
O,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000645,1997-04-04,-178.91,6299,1
