o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,s_nationkey,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
F,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,1,MACHINERY,FOB,7,23,1992-02-18,1992-04-15,1992-05-10,1992-05-23,2,46302.62
F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,1,MACHINERY,TRUCK,3,24,1992-02-18,1992-04-04,1992-05-24,1992-06-07,1,17079.276984
F,COLLECT COD,3,Manufacturer#3,2-HIGH,1,MACHINERY,AIR,1,19,1992-02-18,1992-04-08,1992-06-06,1992-07-04,2,44803.3798
F,COLLECT COD,1,Manufacturer#3,2-HIGH,1,MACHINERY,FOB,4,1,1992-02-18,1992-05-15,1992-05-08,1992-06-07,1,42708.98457
F,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,1,MACHINERY,MAIL,5,4,1992-02-18,1992-03-21,1992-06-04,1992-06-11,1,8826.51726
F,COLLECT COD,3,Manufacturer#1,2-HIGH,1,MACHINERY,RAIL,6,23,1992-02-18,1992-04-21,1992-04-29,1992-05-03,2,23396.938656
F,COLLECT COD,0,Manufacturer#1,5-LOW,4,BUILDING,REG AIR,3,14,1993-06-14,1993-09-01,1993-08-31,1993-09-19,1,1512.786392
F,COLLECT COD,3,Manufacturer#3,5-LOW,4,BUILDING,RAIL,7,22,1993-06-14,1993-08-24,1993-07-18,1993-08-15,1,13223.012
F,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,4,BUILDING,REG AIR,6,22,1993-06-14,1993-07-26,1993-09-15,1993-10-01,2,46079.622225
F,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,4,BUILDING,REG AIR,5,12,1993-06-14,1993-09-12,1993-07-09,1993-08-06,2,37564.061472
F,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,4,BUILDING,MAIL,4,11,1993-06-14,1993-07-30,1993-07-01,1993-07-23,2,9920.247552
F,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,4,BUILDING,RAIL,1,18,1993-06-14,1993-08-13,1993-10-12,1993-10-30,2,20571.902604
F,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,4,BUILDING,REG AIR,2,18,1993-06-14,1993-08-07,1993-07-26,1993-08-09,1,40033.78533
O,NONE,2,Manufacturer#4,2-HIGH,3,AUTOMOBILE,FOB,7,9,1998-06-03,1998-07-28,1998-08-23,1998-09-05,0,27639.957072
O,NONE,0,Manufacturer#3,2-HIGH,3,AUTOMOBILE,AIR,6,15,1998-06-03,1998-08-23,1998-07-16,1998-08-01,0,10393.8216
O,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,3,AUTOMOBILE,SHIP,5,9,1998-06-03,1998-07-17,1998-07-30,1998-07-31,0,65188.182528
O,COLLECT COD,2,Manufacturer#3,2-HIGH,3,AUTOMOBILE,FOB,2,18,1998-06-03,1998-07-04,1998-07-30,1998-08-17,0,71600.900352
O,COLLECT COD,4,Manufacturer#1,2-HIGH,3,AUTOMOBILE,MAIL,1,10,1998-06-03,1998-08-01,1998-06-14,1998-06-28,0,38856.69747
O,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,3,AUTOMOBILE,SHIP,4,14,1998-06-03,1998-08-19,1998-06-17,1998-06-19,0,24467.341304
O,COLLECT COD,0,Manufacturer#4,2-HIGH,3,FURNITURE,AIR,4,16,1998-02-09,1998-05-10,1998-03-14,1998-03-19,0,54479.481
O,NONE,3,Manufacturer#1,2-HIGH,3,FURNITURE,TRUCK,2,22,1998-02-09,1998-05-02,1998-06-02,1998-06-19,0,84721.232787
O,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,3,FURNITURE,REG AIR,1,21,1998-02-09,1998-04-29,1998-04-15,1998-05-11,0,5864.184
O,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,3,FURNITURE,SHIP,5,24,1998-02-09,1998-03-23,1998-04-24,1998-05-10,0,1530.732432
O,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,3,FURNITURE,MAIL,3,9,1998-02-09,1998-04-08,1998-05-23,1998-06-19,0,11248.68108
F,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,4,BUILDING,TRUCK,2,20,1994-08-02,1994-09-22,1994-09-15,1994-10-03,2,3653.674992
F,COLLECT COD,0,Manufacturer#5,1-URGENT,4,BUILDING,SHIP,1,14,1994-08-02,1994-10-26,1994-11-07,1994-11-15,2,43265.196
O,COLLECT COD,1,Manufacturer#5,1-URGENT,4,BUILDING,REG AIR,3,17,1995-05-17,1995-06-17,1995-08-17,1995-08-23,0,15314.58657
O,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,4,BUILDING,REG AIR,2,9,1995-05-17,1995-07-04,1995-07-30,1995-08-18,0,27638.539128
O,COLLECT COD,0,Manufacturer#5,1-URGENT,4,BUILDING,AIR,1,16,1995-05-17,1995-08-14,1995-08-30,1995-09-18,0,78701.9454
O,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,FOB,3,9,1996-10-05,1996-11-06,1996-10-28,1996-11-12,0,17972.35088
O,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,2,HOUSEHOLD,SHIP,1,14,1996-10-05,1997-01-02,1996-11-17,1996-12-04,0,5029.57716
O,NONE,2,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,AIR,6,8,1996-10-05,1996-12-19,1996-11-17,1996-12-02,0,26940.64704
O,NONE,1,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,FOB,2,2,1996-10-05,1996-11-21,1996-10-14,1996-11-04,0,29809.19232
O,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,REG AIR,4,5,1996-10-05,1996-12-24,1996-11-26,1996-12-22,0,23294.31048
O,COLLECT COD,3,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,AIR,5,22,1996-10-05,1996-12-16,1996-10-31,1996-11-03,0,12072.66606
O,NONE,3,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,FOB,7,23,1996-10-05,1996-11-06,1996-12-24,1997-01-01,0,57831.3216
F,NONE,2,Manufacturer#3,1-URGENT,4,BUILDING,AIR,1,18,1993-08-31,1993-10-21,1993-09-09,1993-09-15,1,69828.8409
F,NONE,0,Manufacturer#4,1-URGENT,4,BUILDING,FOB,3,5,1993-08-31,1993-09-30,1993-10-10,1993-10-13,2,11078.997
F,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,4,BUILDING,RAIL,4,7,1993-08-31,1993-11-26,1993-09-12,1993-10-12,2,39180.634272
F,COLLECT COD,2,Manufacturer#2,1-URGENT,4,BUILDING,AIR,5,9,1993-08-31,1993-10-20,1993-11-24,1993-12-16,1,61599.458304
F,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,4,BUILDING,SHIP,6,18,1993-08-31,1993-11-14,1993-11-11,1993-12-06,2,35119.470672
F,NONE,2,Manufacturer#4,1-URGENT,4,BUILDING,FOB,2,8,1993-08-31,1993-10-29,1993-09-10,1993-09-14,2,76865.712
O,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,1,MACHINERY,SHIP,4,9,1997-02-18,1997-04-06,1997-04-08,1997-05-07,0,68712.4
O,COLLECT COD,0,Manufacturer#3,5-LOW,1,MACHINERY,AIR,3,16,1997-02-18,1997-04-22,1997-03-14,1997-04-05,0,17280.81432
O,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,1,MACHINERY,SHIP,2,11,1997-02-18,1997-04-11,1997-02-19,1997-03-08,0,31129.8867
O,COLLECT COD,2,Manufacturer#5,5-LOW,1,MACHINERY,FOB,1,9,1997-02-18,1997-04-04,1997-06-19,1997-07-09,0,10412.696448
O,DELIVER IN PERSON,4,Manufacturer#1,1-URGENT,4,HOUSEHOLD,SHIP,1,4,1997-01-05,1997-02-16,1997-01-13,1997-01-23,0,27626.92794
O,NONE,0,Manufacturer#4,1-URGENT,4,HOUSEHOLD,TRUCK,2,14,1997-01-05,1997-03-31,1997-04-11,1997-05-03,0,2956.045744
O,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,4,HOUSEHOLD,FOB,3,16,1997-01-05,1997-03-19,1997-02-02,1997-02-03,0,14804.40675
O,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,0,FURNITURE,MAIL,6,16,1996-11-18,1997-02-09,1997-02-20,1997-03-14,0,22614.214688
O,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,REG AIR,5,9,1996-11-18,1997-01-16,1996-12-09,1996-12-21,0,45256.23167
O,NONE,0,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,MAIL,4,14,1996-11-18,1997-02-13,1997-02-03,1997-02-19,0,28820.837056
O,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,SHIP,1,6,1996-11-18,1997-02-05,1997-01-25,1997-02-07,0,41380.3936
O,NONE,3,Manufacturer#1,4-NOT SPECIFIED,0,FURNITURE,AIR,3,22,1996-11-18,1997-01-06,1997-02-23,1997-03-01,0,1336.44168
O,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,0,FURNITURE,REG AIR,2,16,1996-11-18,1997-02-09,1997-01-05,1997-01-16,0,42618.38976
F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,RAIL,1,12,1993-05-01,1993-06-16,1993-08-13,1993-08-28,1,3551.541448
F,NONE,1,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,SHIP,4,24,1993-05-01,1993-06-13,1993-05-16,1993-06-03,1,43663.971772
F,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,TRUCK,3,7,1993-05-01,1993-06-28,1993-06-30,1993-07-06,2,53119.507518
F,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,AIR,2,16,1993-05-01,1993-06-11,1993-08-04,1993-08-20,2,32070.334464
F,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,REG AIR,5,22,1993-05-01,1993-07-22,1993-08-02,1993-08-14,1,9204.650784
O,COLLECT COD,3,Manufacturer#5,2-HIGH,0,AUTOMOBILE,AIR,1,19,1996-09-10,1996-11-09,1996-09-29,1996-10-16,0,36633.0336
O,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,2,MACHINERY,REG AIR,1,24,1997-04-06,1997-05-28,1997-05-27,1997-06-08,0,39929.102928
O,NONE,2,Manufacturer#5,2-HIGH,3,BUILDING,AIR,2,12,1996-03-02,1996-05-24,1996-05-14,1996-05-15,0,30864.46104
O,NONE,3,Manufacturer#4,2-HIGH,3,BUILDING,AIR,3,22,1996-03-02,1996-04-01,1996-04-23,1996-05-08,0,50241.9564
O,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,3,BUILDING,RAIL,1,8,1996-03-02,1996-04-22,1996-04-07,1996-04-19,0,79692.354
O,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,1,AUTOMOBILE,TRUCK,2,12,1997-01-06,1997-02-17,1997-02-24,1997-03-07,0,27435.500928
O,COLLECT COD,2,Manufacturer#5,1-URGENT,1,AUTOMOBILE,TRUCK,1,18,1997-01-06,1997-03-19,1997-01-11,1997-02-07,0,44766.563314
F,NONE,4,Manufacturer#4,5-LOW,4,FURNITURE,REG AIR,2,10,1993-07-25,1993-10-01,1993-10-12,1993-11-05,2,59686.44682
F,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,4,FURNITURE,MAIL,3,21,1993-07-25,1993-09-12,1993-11-16,1993-11-29,2,24054.83115
F,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,4,FURNITURE,TRUCK,4,14,1993-07-25,1993-09-08,1993-08-31,1993-09-24,2,27707.280984
F,NONE,1,Manufacturer#2,5-LOW,4,FURNITURE,REG AIR,1,24,1993-07-25,1993-09-22,1993-09-20,1993-09-29,1,57446.185615
F,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,4,FURNITURE,REG AIR,6,18,1993-07-25,1993-10-06,1993-11-19,1993-12-04,2,25547.0124
F,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,4,FURNITURE,AIR,5,17,1993-07-25,1993-09-19,1993-09-15,1993-09-16,1,21613.89396
O,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,3,HOUSEHOLD,TRUCK,1,18,1997-09-13,1997-11-05,1998-01-12,1998-01-14,0,5123.159712
O,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,3,HOUSEHOLD,MAIL,3,16,1997-09-13,1997-10-20,1997-11-02,1997-11-20,0,23625.63987
O,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,3,HOUSEHOLD,SHIP,2,6,1997-09-13,1997-12-07,1997-10-09,1997-10-12,0,40985.29344
F,NONE,1,Manufacturer#2,1-URGENT,2,FURNITURE,RAIL,2,1,1992-01-30,1992-04-07,1992-03-25,1992-04-23,2,30393.7375
F,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,2,FURNITURE,MAIL,1,7,1992-01-30,1992-03-10,1992-04-10,1992-04-21,2,54859.542912
O,TAKE BACK RETURN,4,Manufacturer#1,1-URGENT,1,BUILDING,SHIP,3,11,1997-03-31,1997-05-26,1997-05-22,1997-05-31,0,2658.006416
O,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,1,BUILDING,FOB,4,18,1997-03-31,1997-06-09,1997-07-21,1997-08-05,0,3747.363004
O,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,1,BUILDING,SHIP,1,4,1997-03-31,1997-05-04,1997-05-15,1997-05-18,0,8943.85176
O,COLLECT COD,4,Manufacturer#5,1-URGENT,1,BUILDING,FOB,5,20,1997-03-31,1997-05-23,1997-04-12,1997-04-22,0,78781.1808
O,NONE,2,Manufacturer#4,1-URGENT,1,BUILDING,AIR,2,8,1997-03-31,1997-05-20,1997-07-18,1997-08-08,0,27653.022208
O,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,0,HOUSEHOLD,SHIP,1,24,1996-05-30,1996-07-07,1996-08-14,1996-08-30,0,43319.28924
O,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,0,HOUSEHOLD,SHIP,2,3,1996-05-30,1996-07-21,1996-09-02,1996-09-05,0,32923.2744
O,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,0,HOUSEHOLD,AIR,3,23,1996-05-30,1996-07-27,1996-09-22,1996-10-04,0,29681.894396
F,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,4,HOUSEHOLD,AIR,5,19,1992-04-10,1992-06-17,1992-04-19,1992-04-23,2,17570.02752
F,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,4,HOUSEHOLD,TRUCK,2,0,1992-04-10,1992-06-12,1992-05-28,1992-06-03,2,65094.3
F,COLLECT COD,1,Manufacturer#1,1-URGENT,4,HOUSEHOLD,FOB,3,1,1992-04-10,1992-06-24,1992-04-12,1992-04-16,2,26103.95424
F,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,4,HOUSEHOLD,SHIP,1,1,1992-04-10,1992-05-21,1992-08-05,1992-08-12,2,40926.352896
F,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,4,HOUSEHOLD,RAIL,4,11,1992-04-10,1992-05-22,1992-07-22,1992-08-12,1,46737.686232
F,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,SHIP,1,2,1994-07-18,1994-09-01,1994-10-04,1994-10-11,2,17611.75683
O,COLLECT COD,0,Manufacturer#3,1-URGENT,3,FURNITURE,FOB,3,16,1996-09-29,1996-11-18,1997-01-03,1997-01-27,0,11062.510008
O,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,3,FURNITURE,TRUCK,2,17,1996-09-29,1996-11-20,1996-11-18,1996-12-07,0,51434.9654
O,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,3,FURNITURE,FOB,4,2,1996-09-29,1996-11-27,1996-12-17,1997-01-02,0,38036.304
O,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,3,FURNITURE,AIR,1,3,1996-09-29,1996-11-16,1996-11-17,1996-11-24,0,32186.58042
O,NONE,3,Manufacturer#1,1-URGENT,3,FURNITURE,TRUCK,5,23,1996-09-29,1996-10-30,1997-01-19,1997-02-07,0,19420.37292
F,COLLECT COD,3,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,2,7,1992-07-16,1992-09-03,1992-11-02,1992-11-20,2,64069.06
F,NONE,0,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,4,16,1992-07-16,1992-08-30,1992-09-06,1992-10-03,2,60409.318464
F,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,6,18,1992-07-16,1992-09-22,1992-10-30,1992-11-15,1,54806.421852
F,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,1,8,1992-07-16,1992-10-04,1992-11-07,1992-12-03,2,39038.25042
F,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,5,12,1992-07-16,1992-10-09,1992-09-24,1992-10-15,1,90486.319245
F,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,3,8,1992-07-16,1992-10-03,1992-08-14,1992-08-26,1,25699.5921
F,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,7,24,1992-07-16,1992-08-21,1992-09-23,1992-10-22,1,36448.51392
O,NONE,0,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,MAIL,3,16,1997-10-08,1997-12-11,1997-10-25,1997-11-10,0,38189.060712
O,NONE,4,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,REG AIR,2,4,1997-10-08,1997-11-24,1997-12-02,1997-12-10,0,40469.83722
O,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,REG AIR,1,21,1997-10-08,1997-11-07,1997-10-20,1997-11-16,0,47817.2835
O,COLLECT COD,3,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,REG AIR,4,7,1996-04-11,1996-05-19,1996-05-19,1996-06-13,0,17578.538432
O,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,3,HOUSEHOLD,REG AIR,1,20,1996-04-11,1996-05-11,1996-07-02,1996-07-08,0,9886.190314
O,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,TRUCK,3,21,1996-04-11,1996-05-26,1996-05-12,1996-05-25,0,26688.443328
O,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,RAIL,2,6,1996-04-11,1996-07-01,1996-06-30,1996-07-07,0,61016.8356
O,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,RAIL,5,6,1996-04-11,1996-06-28,1996-05-10,1996-05-11,0,41664.43827
F,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,7,1,1994-12-07,1995-01-30,1995-03-21,1995-04-11,2,47868.902536
F,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,MAIL,3,6,1994-12-07,1995-02-28,1995-01-10,1995-01-22,2,15914.229408
F,NONE,3,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,2,22,1994-12-07,1995-03-03,1994-12-27,1995-01-08,1,31347.24432
F,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,1,24,1994-12-07,1995-01-08,1995-02-02,1995-03-01,1,65485.61136
F,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,5,14,1994-12-07,1995-02-02,1995-01-22,1995-02-05,1,3966.858
F,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,4,16,1994-12-07,1995-01-26,1995-02-23,1995-02-28,2,58666.770176
F,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,6,9,1994-12-07,1995-02-22,1994-12-15,1994-12-20,1,67097.32032
F,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,1,7,1992-02-06,1992-04-07,1992-05-17,1992-06-02,2,56292.288768
F,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,RAIL,4,15,1992-02-06,1992-05-04,1992-06-05,1992-07-05,1,44201.3004
F,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,0,HOUSEHOLD,TRUCK,2,1,1992-02-06,1992-03-13,1992-04-25,1992-05-04,1,25351.836192
F,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,0,HOUSEHOLD,RAIL,3,8,1992-02-06,1992-03-29,1992-03-14,1992-03-15,2,32980.821965
O,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,0,AUTOMOBILE,REG AIR,5,14,1995-10-24,1996-01-21,1996-01-26,1996-02-03,0,13562.6465
O,COLLECT COD,2,Manufacturer#4,2-HIGH,0,AUTOMOBILE,SHIP,4,12,1995-10-24,1996-01-09,1995-12-18,1996-01-17,0,17403.15906
O,NONE,1,Manufacturer#4,2-HIGH,0,AUTOMOBILE,FOB,1,3,1995-10-24,1996-01-08,1996-01-21,1996-02-12,0,58931.76
O,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,0,AUTOMOBILE,REG AIR,3,21,1995-10-24,1996-01-06,1996-01-19,1996-02-08,0,46676.824128
O,NONE,4,Manufacturer#2,2-HIGH,0,AUTOMOBILE,SHIP,2,4,1995-10-24,1996-01-15,1996-01-18,1996-02-16,0,15000.84
O,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,0,AUTOMOBILE,TRUCK,6,21,1995-10-24,1996-01-01,1995-11-16,1995-12-13,0,75989.34798
O,NONE,1,Manufacturer#3,2-HIGH,0,AUTOMOBILE,TRUCK,7,24,1995-10-24,1995-12-06,1995-10-29,1995-11-20,0,56884.716288
O,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,1,MACHINERY,AIR,1,2,1997-03-03,1997-05-06,1997-04-13,1997-04-25,0,12222.882
O,COLLECT COD,0,Manufacturer#4,2-HIGH,2,HOUSEHOLD,TRUCK,1,0,1996-06-24,1996-09-14,1996-07-10,1996-07-23,0,16053.5655
O,NONE,2,Manufacturer#5,2-HIGH,2,HOUSEHOLD,RAIL,2,21,1996-06-24,1996-07-27,1996-09-02,1996-09-09,0,4437.468672
O,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,2,MACHINERY,MAIL,2,18,1995-09-05,1995-10-27,1995-10-13,1995-11-12,0,30440.653152
O,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,2,MACHINERY,SHIP,1,12,1995-09-05,1995-11-07,1995-10-11,1995-10-12,0,51107.988488
F,COLLECT COD,3,Manufacturer#2,1-URGENT,3,BUILDING,SHIP,3,23,1993-04-16,1993-05-21,1993-07-21,1993-07-27,1,57132.433872
F,COLLECT COD,2,Manufacturer#5,1-URGENT,3,BUILDING,MAIL,2,12,1993-04-16,1993-06-07,1993-05-19,1993-06-12,1,33654.08088
F,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,3,BUILDING,FOB,4,5,1993-04-16,1993-06-27,1993-05-19,1993-06-04,2,35302.27246
F,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,3,BUILDING,RAIL,5,8,1993-04-16,1993-06-18,1993-08-11,1993-08-25,1,57490.196544
F,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,3,BUILDING,TRUCK,1,24,1993-04-16,1993-06-24,1993-05-28,1993-06-25,1,10004.410976
F,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,3,BUILDING,MAIL,6,16,1993-04-16,1993-06-03,1993-05-27,1993-06-03,1,15777.369432
F,COLLECT COD,1,Manufacturer#3,2-HIGH,4,BUILDING,MAIL,3,17,1992-05-24,1992-06-30,1992-09-02,1992-09-29,1,89681.956
F,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,4,BUILDING,SHIP,1,22,1992-05-24,1992-06-29,1992-07-09,1992-07-13,1,1061.9628
F,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,4,BUILDING,RAIL,2,18,1992-05-24,1992-08-16,1992-07-19,1992-08-14,1,37480.750944
O,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,4,BUILDING,TRUCK,3,1,1995-08-20,1995-10-29,1995-10-22,1995-11-09,0,29743.471422
O,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,4,BUILDING,SHIP,2,8,1995-08-20,1995-09-23,1995-08-25,1995-09-02,0,67365.313092
O,COLLECT COD,0,Manufacturer#2,5-LOW,4,BUILDING,SHIP,4,14,1995-08-20,1995-10-23,1995-09-10,1995-10-08,0,3548.99052
O,COLLECT COD,1,Manufacturer#5,5-LOW,4,BUILDING,MAIL,1,24,1995-08-20,1995-11-13,1995-10-02,1995-10-22,0,39978.588408
O,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,4,BUILDING,TRUCK,6,4,1995-08-20,1995-10-09,1995-08-25,1995-09-16,0,55441.96434
O,COLLECT COD,2,Manufacturer#5,5-LOW,4,BUILDING,AIR,5,18,1995-08-20,1995-11-01,1995-11-14,1995-12-05,0,18612.864
O,NONE,1,Manufacturer#5,1-URGENT,0,AUTOMOBILE,TRUCK,2,1,1996-03-28,1996-06-25,1996-07-21,1996-07-25,0,28421.01216
O,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,0,AUTOMOBILE,AIR,1,18,1996-03-28,1996-06-07,1996-04-25,1996-05-20,0,16589.3952
F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,1,MACHINERY,FOB,7,18,1994-01-20,1994-03-21,1994-04-06,1994-05-05,2,12223.348236
F,NONE,2,Manufacturer#4,1-URGENT,1,MACHINERY,AIR,5,9,1994-01-20,1994-04-16,1994-02-05,1994-03-02,2,49284.4176
F,COLLECT COD,4,Manufacturer#1,1-URGENT,1,MACHINERY,REG AIR,2,10,1994-01-20,1994-04-14,1994-02-15,1994-02-19,2,24845.198
F,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,1,MACHINERY,RAIL,6,24,1994-01-20,1994-02-21,1994-04-08,1994-04-14,1,32311.75536
F,NONE,0,Manufacturer#1,1-URGENT,1,MACHINERY,FOB,4,5,1994-01-20,1994-03-03,1994-01-22,1994-02-21,2,8181.309024
F,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,1,MACHINERY,SHIP,1,17,1994-01-20,1994-03-07,1994-03-22,1994-03-30,1,10822.735872
F,COLLECT COD,1,Manufacturer#2,1-URGENT,1,MACHINERY,TRUCK,3,3,1994-01-20,1994-03-11,1994-05-02,1994-05-06,2,4414.89786
F,COLLECT COD,0,Manufacturer#1,1-URGENT,4,HOUSEHOLD,FOB,3,5,1992-10-31,1992-12-22,1993-02-13,1993-03-13,1,1752.0678
F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,4,HOUSEHOLD,SHIP,4,18,1992-10-31,1993-01-27,1993-02-04,1993-02-14,2,12823.7568
F,COLLECT COD,0,Manufacturer#4,1-URGENT,4,HOUSEHOLD,SHIP,5,14,1992-10-31,1993-01-26,1992-12-10,1993-01-08,1,58652.15165
