l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,A,COLLECT COD,3,Manufacturer#2,3,FURNITURE,2,0.05,0.09,6,Brand#25,7,JUMBO DRUM,1,1,0
F,F,R,NONE,0,Manufacturer#4,0,AUTOMOBILE,2,0.01,0.09,15,Brand#45,5,LG PKG,18,0,0
F,F,R,COLLECT COD,2,Manufacturer#1,3,BUILDING,6,0.01,0.05,21,Brand#13,6,WRAP JAR,10,1,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1,HOUSEHOLD,5,0.08,0.03,16,Brand#33,17,LG PKG,30,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,1,HOUSEHOLD,1,0.07,0.09,20,Brand#31,17,WRAP DRUM,11,0,1
F,F,A,NONE,2,Manufacturer#2,3,AUTOMOBILE,5,0.03,0.03,21,Brand#22,7,WRAP JAR,31,1,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,3,MACHINERY,2,0.03,0.1,8,Brand#21,19,JUMBO PKG,31,0,1
F,F,A,NONE,1,Manufacturer#5,3,FURNITURE,1,0,0.03,2,Brand#51,6,LG CASE,8,0,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,3,AUTOMOBILE,3,0.06,0.05,9,Brand#53,22,WRAP CASE,47,1,0
F,F,R,COLLECT COD,4,Manufacturer#3,2,AUTOMOBILE,3,0.01,0.1,4,Brand#35,9,MED BOX,15,0,1
F,F,A,COLLECT COD,1,Manufacturer#1,2,AUTOMOBILE,4,0.03,0.1,2,Brand#14,18,SM BAG,28,0,0
F,F,R,NONE,0,Manufacturer#3,4,BUILDING,5,0.05,0.08,5,Brand#34,10,LG PKG,26,0,0
F,F,A,NONE,0,Manufacturer#5,1,AUTOMOBILE,3,0.04,0.07,15,Brand#51,24,WRAP JAR,34,0,1
F,F,A,NONE,0,Manufacturer#4,2,FURNITURE,2,0.03,0.02,15,Brand#41,8,MED BOX,35,0,0
F,F,A,COLLECT COD,3,Manufacturer#1,0,HOUSEHOLD,5,0.03,0,22,Brand#14,0,WRAP BAG,33,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,3,AUTOMOBILE,1,0.03,0.02,4,Brand#25,7,LG PKG,25,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,0,BUILDING,3,0.06,0.03,24,Brand#35,0,JUMBO CAN,30,0,0
F,F,A,COLLECT COD,2,Manufacturer#1,3,HOUSEHOLD,1,0.03,0.1,18,Brand#11,19,LG PACK,28,1,0
F,F,A,NONE,1,Manufacturer#2,1,BUILDING,1,0.01,0.04,17,Brand#24,17,WRAP PACK,7,1,1
F,F,R,COLLECT COD,0,Manufacturer#3,1,MACHINERY,6,0.03,0.07,16,Brand#32,1,SM BAG,49,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,2,MACHINERY,2,0.07,0.08,10,Brand#41,12,LG BOX,19,0,0
F,F,A,COLLECT COD,3,Manufacturer#4,0,BUILDING,5,0.01,0.1,7,Brand#45,15,JUMBO PACK,41,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,2,FURNITURE,1,0.06,0.02,10,Brand#12,21,LG JAR,1,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,2,FURNITURE,2,0.01,0.04,6,Brand#54,21,LG CAN,27,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,0,HOUSEHOLD,2,0.05,0.08,9,Brand#53,0,LG JAR,46,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,1,BUILDING,2,0,0.01,10,Brand#12,1,LG JAR,41,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,4,HOUSEHOLD,6,0.04,0.05,0,Brand#33,10,WRAP BAG,46,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,4,HOUSEHOLD,3,0.05,0.01,18,Brand#51,10,MED CASE,20,0,0
F,F,A,NONE,4,Manufacturer#1,0,AUTOMOBILE,2,0.07,0.01,13,Brand#12,14,JUMBO PKG,22,1,1
F,F,R,COLLECT COD,2,Manufacturer#1,1,FURNITURE,6,0.04,0.04,18,Brand#15,17,JUMBO JAR,33,1,1
F,F,A,COLLECT COD,4,Manufacturer#3,4,BUILDING,4,0,0.04,13,Brand#34,4,SM BAG,39,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,4,BUILDING,5,0,0.08,23,Brand#44,4,MED DRUM,20,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,0,MACHINERY,2,0.01,0.04,22,Brand#32,5,MED DRUM,10,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,3,AUTOMOBILE,3,0.04,0.07,24,Brand#32,23,SM CASE,43,0,0
F,F,A,NONE,4,Manufacturer#4,2,HOUSEHOLD,1,0.01,0.08,20,Brand#45,9,WRAP BOX,43,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,0,MACHINERY,6,0.04,0.04,9,Brand#44,5,WRAP PKG,22,0,0
F,F,R,NONE,4,Manufacturer#3,0,MACHINERY,3,0.07,0.06,4,Brand#33,5,SM BOX,32,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,4,HOUSEHOLD,2,0.02,0.04,14,Brand#15,10,LG JAR,23,0,0
F,F,A,NONE,2,Manufacturer#5,0,FURNITURE,2,0.08,0,12,Brand#54,0,MED PACK,30,0,0
F,F,R,COLLECT COD,3,Manufacturer#5,0,BUILDING,1,0.07,0,7,Brand#53,0,SM DRUM,19,1,0
F,F,A,NONE,2,Manufacturer#1,3,AUTOMOBILE,7,0.01,0.1,9,Brand#11,19,MED PKG,26,0,1
F,F,R,COLLECT COD,0,Manufacturer#4,3,AUTOMOBILE,2,0.03,0.01,15,Brand#41,19,SM BAG,11,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,0,MACHINERY,4,0.05,0.08,0,Brand#14,15,SM BAG,14,1,0
F,F,R,COLLECT COD,3,Manufacturer#2,0,FURNITURE,1,0.06,0.02,23,Brand#25,15,JUMBO PACK,38,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,3,AUTOMOBILE,2,0.08,0.02,17,Brand#12,19,WRAP CAN,36,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,1,FURNITURE,2,0.05,0.01,22,Brand#43,1,JUMBO JAR,21,1,1
F,F,A,COLLECT COD,0,Manufacturer#2,2,HOUSEHOLD,2,0.04,0.06,5,Brand#22,8,JUMBO BAG,22,1,0
F,F,A,COLLECT COD,1,Manufacturer#3,3,BUILDING,1,0.02,0.09,24,Brand#32,22,JUMBO CAN,10,1,1
F,F,R,COLLECT COD,4,Manufacturer#3,0,MACHINERY,5,0.01,0.08,4,Brand#32,0,LG PKG,27,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,0,FURNITURE,6,0.08,0.01,21,Brand#53,5,JUMBO CAN,27,1,0
F,F,A,COLLECT COD,1,Manufacturer#4,2,FURNITURE,4,0.08,0.08,2,Brand#42,18,SM JAR,38,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,4,MACHINERY,3,0.07,0.05,3,Brand#24,13,JUMBO DRUM,26,1,0
F,F,R,COLLECT COD,2,Manufacturer#1,4,MACHINERY,1,0.05,0,8,Brand#15,13,LG JAR,15,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,2,FURNITURE,2,0.01,0.08,10,Brand#35,9,MED BOX,22,0,1
F,F,R,NONE,0,Manufacturer#4,4,BUILDING,2,0.06,0.09,5,Brand#44,11,JUMBO DRUM,26,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4,MACHINERY,5,0.04,0.07,22,Brand#13,11,JUMBO CASE,16,1,1
F,F,R,COLLECT COD,0,Manufacturer#1,0,AUTOMOBILE,2,0.08,0.1,14,Brand#11,15,LG DRUM,30,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,2,FURNITURE,3,0.08,0.09,17,Brand#42,8,JUMBO JAR,48,0,1
F,F,R,COLLECT COD,4,Manufacturer#3,2,AUTOMOBILE,2,0.07,0.03,10,Brand#34,21,JUMBO CASE,17,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2,FURNITURE,7,0.04,0.07,1,Brand#23,21,WRAP PKG,5,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,0,HOUSEHOLD,2,0.05,0.05,8,Brand#11,0,LG PACK,19,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,0,HOUSEHOLD,3,0.04,0.08,11,Brand#33,15,SM JAR,26,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,1,MACHINERY,2,0.01,0.01,12,Brand#44,17,MED CAN,10,0,0
F,F,A,COLLECT COD,4,Manufacturer#3,0,FURNITURE,2,0.07,0.05,13,Brand#35,16,JUMBO BOX,41,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,0,FURNITURE,3,0.08,0.09,0,Brand#14,16,JUMBO CASE,12,1,1
F,F,R,COLLECT COD,4,Manufacturer#1,2,BUILDING,3,0.05,0.05,20,Brand#15,18,WRAP BAG,22,0,0
F,F,A,COLLECT COD,3,Manufacturer#3,1,FURNITURE,1,0.02,0.08,19,Brand#32,3,JUMBO BOX,26,1,1
F,F,R,NONE,4,Manufacturer#1,3,FURNITURE,1,0.03,0.07,11,Brand#15,6,LG JAR,15,1,0
F,F,A,COLLECT COD,3,Manufacturer#2,4,HOUSEHOLD,4,0.08,0.06,23,Brand#24,10,MED CAN,9,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,1,HOUSEHOLD,1,0.05,0.07,22,Brand#55,2,MED CAN,43,1,1
F,F,R,COLLECT COD,0,Manufacturer#3,0,BUILDING,4,0.02,0.08,15,Brand#35,14,MED PKG,23,0,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,0,BUILDING,1,0.04,0.09,2,Brand#35,5,SM BAG,14,1,0
F,F,A,NONE,3,Manufacturer#1,0,HOUSEHOLD,1,0.08,0.01,23,Brand#14,14,WRAP PKG,26,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,0,FURNITURE,5,0.05,0.03,12,Brand#53,15,JUMBO CASE,3,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,1,BUILDING,6,0.06,0.04,9,Brand#24,1,JUMBO DRUM,49,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,2,HOUSEHOLD,5,0.05,0.1,20,Brand#41,9,MED BAG,48,1,1
F,F,A,NONE,1,Manufacturer#1,4,BUILDING,3,0.04,0.01,17,Brand#11,13,LG JAR,47,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,2,FURNITURE,6,0.02,0.08,11,Brand#22,9,MED PACK,3,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,3,BUILDING,4,0.08,0.02,0,Brand#31,6,WRAP DRUM,25,0,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3,MACHINERY,2,0.07,0,14,Brand#31,6,JUMBO JAR,44,0,0
F,F,A,NONE,0,Manufacturer#2,2,MACHINERY,5,0.06,0.09,0,Brand#22,9,SM DRUM,18,0,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,2,MACHINERY,6,0.07,0.09,14,Brand#25,9,LG JAR,19,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,2,FURNITURE,1,0.05,0.03,24,Brand#41,9,WRAP CAN,26,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,1,HOUSEHOLD,3,0,0.06,7,Brand#11,24,WRAP PACK,7,0,0
F,F,R,NONE,0,Manufacturer#3,3,HOUSEHOLD,6,0,0.09,14,Brand#35,23,WRAP JAR,17,0,1
F,F,R,COLLECT COD,3,Manufacturer#1,0,BUILDING,5,0.05,0.08,23,Brand#15,14,JUMBO CAN,4,0,0
F,F,R,NONE,1,Manufacturer#1,1,BUILDING,2,0.06,0.02,17,Brand#13,2,WRAP CAN,8,1,0
F,F,R,COLLECT COD,3,Manufacturer#2,2,HOUSEHOLD,5,0.05,0.07,23,Brand#22,9,LG JAR,23,1,0
F,F,R,NONE,2,Manufacturer#2,0,MACHINERY,3,0.04,0.06,18,Brand#21,0,JUMBO BOX,2,0,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,1,FURNITURE,5,0.08,0.08,23,Brand#44,24,SM BOX,44,0,0
F,F,R,NONE,4,Manufacturer#3,2,BUILDING,5,0.03,0.02,20,Brand#31,18,WRAP PKG,47,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,4,HOUSEHOLD,2,0.01,0.04,18,Brand#54,20,LG PKG,40,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,0,HOUSEHOLD,2,0.02,0.03,7,Brand#35,16,WRAP DRUM,36,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,4,BUILDING,7,0,0.06,16,Brand#52,20,LG BOX,28,1,0
F,F,R,COLLECT COD,4,Manufacturer#2,4,BUILDING,5,0.01,0.02,10,Brand#21,20,MED JAR,32,0,0
F,F,A,NONE,0,Manufacturer#2,1,FURNITURE,7,0.01,0.01,5,Brand#23,2,SM DRUM,38,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,1,HOUSEHOLD,2,0.06,0.01,17,Brand#53,2,WRAP CASE,47,0,1
F,F,A,COLLECT COD,4,Manufacturer#4,2,AUTOMOBILE,1,0.07,0.03,20,Brand#42,18,JUMBO BOX,25,0,0
F,F,A,COLLECT COD,1,Manufacturer#4,4,HOUSEHOLD,2,0.04,0.03,3,Brand#44,20,JUMBO BAG,34,0,1
F,F,R,NONE,4,Manufacturer#2,4,HOUSEHOLD,4,0.04,0.04,11,Brand#24,20,SM DRUM,27,0,0
F,F,A,COLLECT COD,1,Manufacturer#1,4,MACHINERY,4,0,0.09,17,Brand#13,13,LG JAR,5,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,2,AUTOMOBILE,2,0.06,0.06,12,Brand#45,18,JUMBO CAN,10,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,2,HOUSEHOLD,1,0,0.06,6,Brand#13,9,JUMBO PKG,28,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,2,HOUSEHOLD,5,0.06,0.08,7,Brand#45,9,MED JAR,37,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,1,FURNITURE,2,0.04,0.1,7,Brand#55,24,MED BOX,24,1,0
F,F,R,NONE,0,Manufacturer#5,3,MACHINERY,3,0.08,0.03,16,Brand#51,19,MED BOX,34,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,0,AUTOMOBILE,2,0.03,0.07,20,Brand#33,15,WRAP CASE,28,0,1
F,F,R,COLLECT COD,2,Manufacturer#1,1,AUTOMOBILE,1,0.07,0.08,12,Brand#11,2,LG DRUM,9,1,1
F,F,A,NONE,3,Manufacturer#2,3,MACHINERY,2,0.07,0.07,22,Brand#23,19,JUMBO PACK,25,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,2,AUTOMOBILE,2,0.06,0.07,10,Brand#14,18,JUMBO JAR,41,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,3,FURNITURE,3,0.03,0.01,21,Brand#33,6,LG JAR,45,1,0
F,F,A,COLLECT COD,3,Manufacturer#4,0,MACHINERY,4,0,0.07,19,Brand#42,16,LG BOX,24,1,1
F,F,R,COLLECT COD,3,Manufacturer#2,4,MACHINERY,1,0.05,0.08,23,Brand#25,20,LG BAG,44,1,1
F,F,R,NONE,1,Manufacturer#5,4,AUTOMOBILE,4,0.03,0,2,Brand#52,20,MED CASE,1,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,1,MACHINERY,1,0,0.03,2,Brand#11,3,JUMBO PACK,46,1,1
F,F,R,COLLECT COD,4,Manufacturer#2,4,FURNITURE,5,0,0.1,4,Brand#25,13,WRAP JAR,35,1,0
F,F,R,COLLECT COD,4,Manufacturer#5,1,AUTOMOBILE,3,0.04,0,13,Brand#52,1,LG CASE,48,0,0
F,F,A,NONE,0,Manufacturer#1,3,BUILDING,7,0.05,0.08,5,Brand#15,23,LG CASE,45,0,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,3,BUILDING,1,0.08,0.01,12,Brand#42,22,JUMBO CASE,6,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,2,MACHINERY,3,0.08,0.03,15,Brand#33,9,MED CAN,35,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,0,AUTOMOBILE,2,0.06,0.03,6,Brand#51,5,MED JAR,8,1,1
F,F,R,NONE,2,Manufacturer#5,1,AUTOMOBILE,4,0.03,0.04,21,Brand#52,3,SM PACK,24,1,1
F,F,R,NONE,4,Manufacturer#2,0,BUILDING,1,0,0.04,11,Brand#21,15,WRAP CASE,16,1,0
F,F,A,COLLECT COD,0,Manufacturer#2,1,HOUSEHOLD,2,0.03,0.09,16,Brand#22,2,MED CASE,1,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,2,AUTOMOBILE,6,0.05,0.04,17,Brand#15,18,WRAP PKG,43,0,1
F,F,R,NONE,2,Manufacturer#4,3,BUILDING,2,0.02,0.05,9,Brand#43,6,MED DRUM,45,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4,AUTOMOBILE,5,0.04,0.06,15,Brand#42,4,SM CAN,7,1,1
F,F,A,NONE,4,Manufacturer#4,2,HOUSEHOLD,3,0,0.02,20,Brand#45,18,MED CAN,45,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,4,AUTOMOBILE,5,0.08,0.01,20,Brand#43,11,MED JAR,48,1,0
F,F,R,COLLECT COD,2,Manufacturer#3,4,FURNITURE,1,0.03,0.06,21,Brand#32,11,WRAP PKG,39,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,4,FURNITURE,3,0.02,0.1,11,Brand#55,4,LG DRUM,35,0,1
F,F,R,COLLECT COD,3,Manufacturer#1,2,BUILDING,2,0.05,0.05,23,Brand#15,8,SM DRUM,6,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,2,BUILDING,1,0.06,0.05,14,Brand#24,8,WRAP CAN,48,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,4,AUTOMOBILE,6,0.04,0.01,18,Brand#55,10,JUMBO CAN,37,1,0
F,F,R,NONE,1,Manufacturer#5,0,HOUSEHOLD,4,0.06,0.04,24,Brand#55,15,JUMBO BOX,8,0,1
F,F,A,COLLECT COD,4,Manufacturer#5,1,BUILDING,1,0.08,0.1,20,Brand#53,3,JUMBO CAN,20,0,1
F,F,A,COLLECT COD,2,Manufacturer#1,0,AUTOMOBILE,5,0.05,0.1,8,Brand#13,15,MED BOX,10,1,1
F,F,A,NONE,2,Manufacturer#3,4,BUILDING,2,0.01,0,21,Brand#32,13,SM BAG,18,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,4,AUTOMOBILE,3,0,0.05,4,Brand#41,10,WRAP BOX,11,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,3,BUILDING,1,0.04,0.05,21,Brand#12,19,MED PKG,42,1,1
F,F,R,COLLECT COD,2,Manufacturer#5,3,BUILDING,2,0.07,0.05,8,Brand#54,19,SM DRUM,9,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,4,AUTOMOBILE,2,0.08,0.04,8,Brand#34,10,WRAP BOX,19,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3,BUILDING,7,0.03,0.04,22,Brand#43,7,JUMBO CASE,5,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,1,AUTOMOBILE,4,0.04,0.05,13,Brand#51,2,MED BOX,48,1,0
F,F,A,COLLECT COD,2,Manufacturer#2,2,MACHINERY,1,0.07,0.1,21,Brand#25,21,JUMBO CAN,26,1,0
F,F,R,COLLECT COD,4,Manufacturer#2,2,MACHINERY,7,0.05,0.01,20,Brand#24,21,MED DRUM,29,0,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,4,AUTOMOBILE,2,0.03,0.04,21,Brand#24,20,SM DRUM,15,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2,MACHINERY,6,0.08,0.09,14,Brand#52,18,MED BOX,8,0,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,1,HOUSEHOLD,2,0.01,0.07,13,Brand#15,1,SM PACK,25,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,1,HOUSEHOLD,4,0.04,0,16,Brand#44,1,JUMBO DRUM,9,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,2,MACHINERY,5,0.06,0.04,15,Brand#24,8,WRAP PACK,48,0,0
F,F,R,NONE,3,Manufacturer#1,2,BUILDING,1,0.02,0.03,23,Brand#13,9,MED BAG,26,1,1
F,F,R,COLLECT COD,4,Manufacturer#1,0,MACHINERY,5,0.06,0.01,11,Brand#14,14,LG CAN,37,0,0
F,F,R,NONE,4,Manufacturer#3,1,MACHINERY,1,0.02,0.08,20,Brand#34,17,JUMBO BOX,12,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,4,BUILDING,4,0.04,0.05,4,Brand#33,20,MED JAR,3,0,0
F,F,A,COLLECT COD,1,Manufacturer#2,0,HOUSEHOLD,2,0.02,0.1,17,Brand#21,16,SM PKG,42,0,0
F,F,A,COLLECT COD,0,Manufacturer#3,3,HOUSEHOLD,2,0.03,0.01,0,Brand#31,7,MED DRUM,15,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,2,FURNITURE,3,0.02,0.03,24,Brand#23,12,WRAP DRUM,1,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,4,BUILDING,4,0.07,0.06,6,Brand#34,10,LG BOX,38,0,0
F,F,A,NONE,3,Manufacturer#2,0,MACHINERY,1,0.03,0.06,7,Brand#24,5,LG DRUM,8,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,0,AUTOMOBILE,1,0.05,0.08,22,Brand#22,0,JUMBO PACK,40,0,0
F,F,A,COLLECT COD,1,Manufacturer#5,2,MACHINERY,1,0.06,0.03,17,Brand#51,18,LG JAR,33,0,1
F,F,R,COLLECT COD,3,Manufacturer#3,3,BUILDING,1,0.03,0.09,22,Brand#33,23,SM BAG,1,0,0
F,F,R,NONE,2,Manufacturer#3,0,HOUSEHOLD,3,0.06,0.08,18,Brand#31,14,SM CASE,8,0,1
F,F,R,COLLECT COD,3,Manufacturer#3,4,MACHINERY,4,0.06,0.06,22,Brand#32,20,JUMBO PKG,2,0,0
F,F,R,NONE,2,Manufacturer#1,2,BUILDING,1,0.01,0.09,21,Brand#15,12,SM DRUM,36,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,2,MACHINERY,2,0.06,0,21,Brand#45,8,LG CASE,23,0,0
F,F,A,NONE,1,Manufacturer#4,2,BUILDING,6,0.07,0.03,1,Brand#43,18,JUMBO BOX,17,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,1,BUILDING,4,0.01,0.06,2,Brand#15,17,LG DRUM,36,0,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,0,MACHINERY,3,0.08,0.1,7,Brand#35,0,MED BAG,43,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,3,HOUSEHOLD,5,0.01,0.1,24,Brand#22,7,SM PKG,28,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,2,AUTOMOBILE,3,0.01,0,21,Brand#43,9,MED BOX,48,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,3,MACHINERY,6,0.05,0.06,11,Brand#51,7,JUMBO JAR,18,0,1
F,F,R,COLLECT COD,4,Manufacturer#2,2,HOUSEHOLD,3,0.06,0.09,10,Brand#21,21,MED PKG,31,0,0
F,F,R,COLLECT COD,3,Manufacturer#5,2,MACHINERY,4,0.01,0.07,7,Brand#54,18,JUMBO BOX,44,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,2,HOUSEHOLD,4,0.01,0.1,23,Brand#41,12,MED CAN,38,1,0
F,F,A,COLLECT COD,3,Manufacturer#5,1,HOUSEHOLD,5,0.05,0.06,22,Brand#53,2,MED JAR,46,1,0
F,F,R,COLLECT COD,3,Manufacturer#5,2,FURNITURE,1,0.04,0.01,19,Brand#51,12,MED PACK,42,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,3,BUILDING,4,0,0.07,9,Brand#34,19,JUMBO BOX,39,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,0,BUILDING,5,0.03,0.08,22,Brand#22,5,MED CAN,34,0,0
F,F,R,NONE,4,Manufacturer#2,3,FURNITURE,3,0.06,0.06,4,Brand#25,19,SM PACK,2,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,0,BUILDING,3,0,0.05,3,Brand#23,14,LG CAN,9,1,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,3,MACHINERY,1,0,0.04,2,Brand#44,6,SM JAR,13,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,2,BUILDING,6,0.04,0.08,12,Brand#15,12,SM JAR,32,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,0,AUTOMOBILE,1,0.03,0.07,22,Brand#41,16,LG BOX,50,0,1
F,F,A,COLLECT COD,2,Manufacturer#3,3,FURNITURE,5,0.05,0.09,12,Brand#34,23,SM JAR,22,1,1
F,F,R,NONE,4,Manufacturer#2,4,MACHINERY,4,0.08,0.03,11,Brand#24,11,MED CAN,8,0,1
F,F,R,COLLECT COD,3,Manufacturer#1,2,FURNITURE,3,0.05,0.01,22,Brand#12,18,MED CAN,8,0,0
F,F,A,NONE,2,Manufacturer#4,3,BUILDING,5,0.03,0.02,8,Brand#41,19,LG BOX,40,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,3,AUTOMOBILE,1,0.07,0.05,24,Brand#32,6,SM JAR,30,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,2,AUTOMOBILE,7,0.08,0.02,0,Brand#21,18,LG BAG,9,1,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,0,AUTOMOBILE,5,0.08,0.06,7,Brand#31,16,WRAP JAR,41,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,3,AUTOMOBILE,2,0.02,0.08,24,Brand#55,22,MED JAR,32,0,0
F,F,R,COLLECT COD,2,Manufacturer#5,4,FURNITURE,2,0.01,0.01,21,Brand#53,13,MED JAR,38,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,1,AUTOMOBILE,1,0.04,0.1,22,Brand#31,17,JUMBO BAG,23,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,4,AUTOMOBILE,1,0.08,0.05,9,Brand#33,4,WRAP CAN,6,0,1
F,F,A,NONE,3,Manufacturer#1,3,FURNITURE,1,0.07,0.07,7,Brand#15,23,SM CAN,44,0,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,0,BUILDING,1,0.01,0.08,7,Brand#42,14,WRAP CASE,30,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,4,FURNITURE,6,0.01,0.08,17,Brand#53,13,WRAP BOX,25,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,4,FURNITURE,3,0.05,0.06,16,Brand#42,13,SM PKG,37,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,3,MACHINERY,3,0.01,0.09,16,Brand#31,6,JUMBO CASE,38,0,0
