l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,N,NONE,0,Manufacturer#5,2-HIGH,2,MAIL,3,0.06,15,Brand#53,8,SM CASE,32,795,43827.96
O,P,N,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,0,MAIL,5,0.02,24,Brand#21,16,MED CASE,9,796,33524.8368
F,P,R,NONE,3,Manufacturer#4,5-LOW,0,SHIP,2,0.06,6,Brand#42,16,MED BOX,15,796,25569.027
F,P,R,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,0,MAIL,7,0.08,14,Brand#15,16,JUMBO BAG,11,796,14141.808
F,P,N,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,0,SHIP,4,0.02,9,Brand#44,16,WRAP CAN,21,796,59172.924
F,P,R,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,0,AIR,1,0.04,14,Brand#15,16,MED CASE,8,796,30727.1356
F,P,A,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,0,REG AIR,3,0.01,23,Brand#53,16,LG PACK,46,796,45397.079
F,F,R,COLLECT COD,0,Manufacturer#3,2-HIGH,1,SHIP,3,0.01,14,Brand#32,2,LG PKG,40,797,70524.7314
F,F,A,COLLECT COD,2,Manufacturer#5,2-HIGH,4,RAIL,4,0.03,9,Brand#52,20,WRAP PKG,10,798,47790.9504
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,4,RAIL,1,0.01,0,Brand#14,20,LG CAN,41,798,52186.2432
F,F,N,COLLECT COD,2,Manufacturer#5,2-HIGH,0,TRUCK,1,0.01,18,Brand#52,5,SM CASE,45,799,28677.4448
F,F,R,COLLECT COD,1,Manufacturer#3,5-LOW,3,FOB,7,0.03,2,Brand#33,7,MED PKG,38,800,12635.5752
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,3,FOB,4,0.05,2,Brand#35,7,JUMBO JAR,26,800,28628.64
F,F,R,NONE,3,Manufacturer#3,5-LOW,3,TRUCK,2,0,23,Brand#35,7,LG PACK,25,800,37010.4644
F,F,N,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,3,MAIL,6,0.08,19,Brand#55,7,LG BOX,12,800,44280.369
F,F,N,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,3,FOB,3,0.02,19,Brand#55,7,WRAP JAR,4,800,15200.874
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,3,MAIL,5,0.03,14,Brand#51,7,LG CAN,22,800,51241.68
F,P,R,COLLECT COD,2,Manufacturer#4,3-MEDIUM,2,SHIP,4,0.08,9,Brand#41,18,WRAP CAN,45,801,17236.7712
F,P,A,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,2,MAIL,3,0.05,9,Brand#12,18,JUMBO JAR,12,801,25015.7754
F,P,A,NONE,1,Manufacturer#2,3-MEDIUM,2,RAIL,1,0.01,1,Brand#23,18,MED PKG,11,801,15434.4751
F,P,N,DELIVER IN PERSON,4,Manufacturer#5,3-MEDIUM,2,RAIL,7,0.05,20,Brand#54,18,SM JAR,38,801,49057.65
F,P,A,DELIVER IN PERSON,0,Manufacturer#3,3-MEDIUM,2,FOB,6,0.03,5,Brand#35,18,WRAP BAG,10,801,20590.245
O,P,N,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,2,RAIL,2,0.05,5,Brand#51,18,MED PACK,22,801,2529.1448
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,1,SHIP,4,0.03,15,Brand#42,3,SM BAG,35,802,36461.7315
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,3,AIR,6,0.05,12,Brand#42,6,SM DRUM,29,803,60419.436
F,F,A,NONE,3,Manufacturer#3,5-LOW,3,MAIL,5,0.06,6,Brand#34,6,JUMBO JAR,16,803,33547.3875
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,3,FOB,4,0.07,11,Brand#42,6,WRAP CASE,26,803,9632.844
F,F,R,COLLECT COD,0,Manufacturer#5,5-LOW,1,FOB,1,0,16,Brand#54,24,WRAP BOX,23,804,13609.4625
F,F,R,NONE,3,Manufacturer#3,1-URGENT,3,SHIP,5,0.01,22,Brand#31,23,JUMBO BAG,30,805,62230.896
F,F,R,NONE,4,Manufacturer#4,1-URGENT,3,FOB,1,0.04,20,Brand#42,23,LG DRUM,49,805,2407.4376
F,F,A,NONE,0,Manufacturer#4,1-URGENT,3,SHIP,2,0.06,0,Brand#45,23,LG CAN,10,805,18834.2949
F,F,R,NONE,1,Manufacturer#2,1-URGENT,3,TRUCK,3,0.01,2,Brand#22,23,JUMBO BOX,19,805,38745.3492
F,F,N,COLLECT COD,1,Manufacturer#2,1-URGENT,3,FOB,7,0.08,1,Brand#22,23,JUMBO CASE,22,805,37660.356
F,F,R,NONE,4,Manufacturer#4,5-LOW,1,AIR,2,0.03,13,Brand#41,3,SM PACK,46,802,20970.5421
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,1,RAIL,1,0.07,12,Brand#32,3,WRAP JAR,25,802,85154.5152
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,1,FOB,3,0.05,0,Brand#55,3,SM BOX,28,802,43383.795
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,1,AIR,5,0.03,3,Brand#51,3,WRAP JAR,22,802,9264.4734
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,0,FOB,3,0.02,2,Brand#14,0,SM BOX,21,806,59029.7186
F,F,R,NONE,3,Manufacturer#4,5-LOW,0,RAIL,4,0.06,23,Brand#41,14,SM CASE,2,807,45999.288
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,0,TRUCK,2,0.02,18,Brand#21,14,JUMBO JAR,31,807,39188.55
F,F,R,COLLECT COD,4,Manufacturer#5,5-LOW,0,REG AIR,1,0.04,11,Brand#52,14,JUMBO PACK,41,807,42234.3141
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,0,AIR,5,0.02,2,Brand#22,14,LG CASE,30,807,63976.1744
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,0,TRUCK,6,0.07,8,Brand#42,14,WRAP DRUM,35,807,49235.472
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,0,TRUCK,3,0.03,21,Brand#34,14,LG DRUM,14,807,35852.43
F,P,A,COLLECT COD,1,Manufacturer#2,2-HIGH,1,FOB,4,0,24,Brand#23,17,SM CAN,45,808,6393.54
F,P,R,NONE,4,Manufacturer#5,2-HIGH,1,RAIL,1,0.05,20,Brand#54,17,JUMBO CAN,25,808,37825.8432
O,P,N,COLLECT COD,3,Manufacturer#2,2-HIGH,1,TRUCK,3,0,22,Brand#21,17,SM BAG,21,808,39865.175
O,P,N,COLLECT COD,4,Manufacturer#1,2-HIGH,1,MAIL,2,0.05,4,Brand#11,17,MED CASE,11,808,61768.7264
F,F,A,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,4,SHIP,1,0.06,2,Brand#42,20,SM CAN,45,809,57025.57
F,F,A,COLLECT COD,4,Manufacturer#3,1-URGENT,0,RAIL,3,0.02,4,Brand#32,5,MED PKG,11,810,43854.7164
F,F,R,NONE,3,Manufacturer#3,1-URGENT,0,REG AIR,1,0.02,7,Brand#34,5,WRAP BOX,21,810,63946.4652
F,F,N,COLLECT COD,4,Manufacturer#4,1-URGENT,0,RAIL,2,0.01,13,Brand#44,5,MED PKG,13,810,38405.84
F,F,N,COLLECT COD,3,Manufacturer#2,1-URGENT,0,TRUCK,4,0.07,6,Brand#24,5,WRAP PACK,21,810,48099.2512
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,1,RAIL,5,0.02,12,Brand#13,24,WRAP DRUM,28,811,33937.6995
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,1,AIR,1,0.01,8,Brand#33,24,SM BOX,41,811,40327.833
F,F,A,NONE,1,Manufacturer#4,1-URGENT,1,REG AIR,3,0.06,17,Brand#45,24,MED JAR,23,811,53965.912
F,F,A,NONE,2,Manufacturer#3,1-URGENT,1,TRUCK,2,0.05,21,Brand#33,24,JUMBO BOX,46,811,49114.398
F,F,R,NONE,3,Manufacturer#1,1-URGENT,0,MAIL,6,0.04,19,Brand#13,5,JUMBO PACK,35,812,51240.735
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,0,MAIL,3,0.07,17,Brand#25,5,SM DRUM,13,812,27136.62
F,F,N,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,0,RAIL,4,0.07,24,Brand#52,5,WRAP JAR,26,812,48241.1754
F,F,R,NONE,4,Manufacturer#4,1-URGENT,0,SHIP,5,0.03,20,Brand#43,5,JUMBO DRUM,14,812,7659.33
F,F,A,NONE,3,Manufacturer#1,5-LOW,0,SHIP,3,0.07,19,Brand#15,14,WRAP PACK,19,813,1558.9233
F,F,A,NONE,3,Manufacturer#1,5-LOW,1,FOB,3,0.07,6,Brand#15,3,LG CAN,4,814,48047.472
F,F,A,NONE,1,Manufacturer#1,5-LOW,1,REG AIR,4,0.02,17,Brand#15,3,SM CASE,34,814,33476.7264
F,F,A,NONE,3,Manufacturer#5,3-MEDIUM,3,AIR,6,0.08,6,Brand#54,23,LG PKG,34,815,73768.275
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,3,TRUCK,4,0,6,Brand#31,23,SM BAG,47,815,39474.3195
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,3,FOB,2,0.02,9,Brand#55,23,WRAP BAG,47,815,78825.186
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,3,RAIL,7,0.02,14,Brand#32,23,LG BAG,45,815,69535.032
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,3,FOB,3,0.06,6,Brand#45,23,MED CAN,33,815,48561.5088
F,F,R,NONE,0,Manufacturer#4,3-MEDIUM,3,REG AIR,5,0.01,5,Brand#42,23,SM CASE,36,815,42961.1364
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,0,REG AIR,2,0.05,18,Brand#53,14,JUMBO BAG,36,816,20135.1168
F,F,A,NONE,0,Manufacturer#2,1-URGENT,2,AIR,2,0.03,16,Brand#25,8,LG BAG,13,817,57009.18
F,F,N,NONE,2,Manufacturer#2,1-URGENT,2,REG AIR,4,0.06,12,Brand#25,8,LG JAR,5,817,40228.434
F,F,A,COLLECT COD,1,Manufacturer#3,1-URGENT,2,FOB,6,0.07,2,Brand#33,8,MED DRUM,5,817,49491.9
F,F,R,COLLECT COD,4,Manufacturer#2,1-URGENT,2,REG AIR,7,0.01,11,Brand#22,8,WRAP BAG,46,817,37202.139
F,F,R,NONE,3,Manufacturer#3,1-URGENT,2,RAIL,5,0.04,6,Brand#35,8,LG PKG,48,817,34532.96
F,F,A,COLLECT COD,1,Manufacturer#1,1-URGENT,1,MAIL,2,0.05,2,Brand#11,1,LG JAR,39,818,52325.4368
F,F,A,COLLECT COD,1,Manufacturer#1,1-URGENT,1,MAIL,3,0.01,3,Brand#13,1,MED BAG,31,818,58489.56
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,4,REG AIR,6,0.06,5,Brand#34,4,JUMBO JAR,44,819,52223.328
F,F,R,COLLECT COD,1,Manufacturer#3,5-LOW,2,TRUCK,4,0.04,24,Brand#31,9,JUMBO DRUM,46,820,9492.808
F,F,A,COLLECT COD,4,Manufacturer#3,1-URGENT,1,TRUCK,2,0.04,11,Brand#32,2,SM CASE,43,821,10801.629
F,F,A,COLLECT COD,2,Manufacturer#2,1-URGENT,1,AIR,3,0.07,12,Brand#24,2,JUMBO PACK,1,821,28572.6969
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,5-LOW,2,FOB,1,0.03,20,Brand#51,9,WRAP BAG,44,820,25493.13
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,2,FOB,2,0,22,Brand#23,9,MED PKG,23,820,5915.088
F,F,A,COLLECT COD,2,Manufacturer#4,5-LOW,2,AIR,5,0.04,18,Brand#45,9,MED CAN,31,820,35722.6168
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,2,MAIL,3,0.04,12,Brand#54,9,MED PACK,49,820,45628.6644
F,P,N,NONE,1,Manufacturer#3,3-MEDIUM,2,AIR,3,0.01,17,Brand#33,12,WRAP PACK,21,822,45773.964
F,P,R,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,2,REG AIR,6,0.05,6,Brand#41,12,JUMBO BAG,49,822,27241.8048
F,P,R,NONE,4,Manufacturer#3,3-MEDIUM,2,AIR,2,0.02,4,Brand#35,12,MED PKG,46,822,50411.3632
O,P,N,COLLECT COD,0,Manufacturer#2,3-MEDIUM,2,TRUCK,1,0.06,5,Brand#24,12,WRAP JAR,27,822,3859.11
O,P,N,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,2,AIR,4,0.06,15,Brand#41,12,LG JAR,16,822,22313.4192
F,F,A,NONE,4,Manufacturer#2,5-LOW,4,TRUCK,1,0.04,13,Brand#22,13,LG PKG,5,823,39736.242
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,2,FOB,4,0.06,21,Brand#51,8,MED CASE,17,824,1712.5836
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,2,TRUCK,3,0.08,23,Brand#12,8,JUMBO DRUM,12,824,39639.5496
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,4,MAIL,3,0.03,18,Brand#21,13,WRAP PKG,38,823,52548.8964
F,F,R,NONE,1,Manufacturer#1,5-LOW,4,RAIL,6,0.05,17,Brand#15,13,SM DRUM,17,823,78348.856
F,F,A,COLLECT COD,1,Manufacturer#5,5-LOW,4,REG AIR,5,0.06,17,Brand#54,13,LG PACK,44,823,44482.5625
F,F,A,COLLECT COD,0,Manufacturer#1,5-LOW,4,AIR,4,0.06,15,Brand#14,13,WRAP BAG,5,823,2915.1
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,5-LOW,4,RAIL,2,0.04,0,Brand#32,13,LG CAN,50,823,53725.0428
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,1,SHIP,2,0,13,Brand#21,2,SM BOX,3,825,1013.7761
F,F,N,COLLECT COD,3,Manufacturer#2,5-LOW,3,TRUCK,4,0,7,Brand#21,6,MED BOX,3,826,15155.829
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,4,MAIL,5,0.04,4,Brand#55,11,WRAP BOX,42,827,5792.9004
F,F,R,NONE,0,Manufacturer#2,4-NOT SPECIFIED,4,FOB,6,0,15,Brand#21,11,WRAP PACK,29,827,9984.429
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,4,TRUCK,4,0,17,Brand#11,11,WRAP PACK,11,827,8521.12
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,0,RAIL,1,0.03,5,Brand#23,16,SM DRUM,7,828,27234.6624
F,F,N,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,3,TRUCK,1,0.04,23,Brand#33,6,JUMBO PACK,35,826,24044.6016
F,F,R,NONE,0,Manufacturer#5,5-LOW,3,MAIL,2,0.05,15,Brand#53,6,SM BAG,24,826,48696.2883
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,3,SHIP,5,0.05,22,Brand#51,6,LG PKG,25,826,18205.46
F,F,A,NONE,1,Manufacturer#4,1-URGENT,0,AIR,6,0.07,2,Brand#44,16,WRAP BAG,13,829,30529.6068
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,3,SHIP,3,0.06,3,Brand#43,23,MED BOX,21,830,9065.76
F,F,A,NONE,2,Manufacturer#2,4-NOT SPECIFIED,3,MAIL,2,0.06,21,Brand#23,23,SM PKG,2,830,42844.4
F,F,R,COLLECT COD,3,Manufacturer#1,4-NOT SPECIFIED,3,MAIL,4,0.05,22,Brand#15,23,SM BOX,7,830,22738.6368
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,3,MAIL,6,0.08,4,Brand#11,23,WRAP DRUM,20,830,35351.1972
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,3,TRUCK,1,0.07,18,Brand#42,23,LG PACK,33,830,50317.6796
F,F,A,NONE,2,Manufacturer#1,2-HIGH,2,TRUCK,4,0.02,8,Brand#14,12,JUMBO BOX,50,831,21751.3576
F,F,A,NONE,3,Manufacturer#4,2-HIGH,1,FOB,5,0.04,22,Brand#41,3,SM DRUM,32,832,65655.936
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,0,TRUCK,4,0.02,6,Brand#15,16,SM JAR,29,829,61843.3299
F,F,R,NONE,2,Manufacturer#2,1-URGENT,0,AIR,3,0.06,12,Brand#25,16,LG PKG,25,829,51340.583
F,P,A,NONE,4,Manufacturer#5,2-HIGH,1,FOB,3,0.04,20,Brand#54,24,SM PKG,32,833,45992.3732
O,P,N,NONE,3,Manufacturer#4,2-HIGH,1,RAIL,2,0.02,22,Brand#43,24,JUMBO CASE,27,833,27564.6585
F,F,R,NONE,4,Manufacturer#3,1-URGENT,1,RAIL,7,0.06,4,Brand#34,1,MED DRUM,19,834,34025.932
F,F,A,NONE,4,Manufacturer#3,1-URGENT,1,FOB,6,0.02,10,Brand#33,1,MED CASE,25,834,14293.29
F,F,R,NONE,0,Manufacturer#3,1-URGENT,1,AIR,2,0.07,15,Brand#34,1,LG CAN,33,834,61833.798
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,1,RAIL,5,0.04,17,Brand#21,1,MED CAN,32,834,41669.9086
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,1,FOB,1,0,8,Brand#51,1,JUMBO DRUM,42,834,59944.9928
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,1,REG AIR,3,0.04,9,Brand#25,3,LG BOX,19,832,24660.74
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,1,AIR,6,0.05,1,Brand#31,3,MED JAR,47,832,66996.3294
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,2-HIGH,1,REG AIR,5,0.02,11,Brand#22,24,JUMBO BAG,18,835,70652.8251
F,F,R,NONE,0,Manufacturer#3,3-MEDIUM,0,REG AIR,2,0,14,Brand#31,16,SM CASE,8,836,69040.15
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,3,AIR,1,0,17,Brand#32,19,MED CAN,22,837,52757.6504
F,F,A,NONE,4,Manufacturer#4,5-LOW,3,MAIL,2,0.07,20,Brand#44,19,JUMBO DRUM,27,837,15357.0432
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,4,MAIL,3,0.04,23,Brand#54,10,LG CASE,42,838,50609.4862
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,0,MAIL,2,0.06,24,Brand#11,15,SM PKG,50,839,77796.639
F,F,R,COLLECT COD,4,Manufacturer#4,4-NOT SPECIFIED,0,REG AIR,3,0.02,10,Brand#43,15,LG BAG,11,839,45061.4528
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,0,TRUCK,1,0.03,0,Brand#55,15,MED PACK,29,839,29664.32
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,0,TRUCK,4,0.05,18,Brand#23,15,WRAP PACK,22,839,55699.2
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,3,REG AIR,4,0.03,12,Brand#32,19,MED BAG,31,840,16837.2
F,F,A,COLLECT COD,2,Manufacturer#5,5-LOW,3,RAIL,1,0.06,21,Brand#51,19,LG BAG,10,840,35366.4
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,1,MAIL,2,0.07,18,Brand#12,3,MED BAG,7,841,46708.0596
F,F,R,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,1,SHIP,1,0,15,Brand#13,3,LG CASE,16,841,14974.848
F,F,R,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,1,SHIP,3,0.07,22,Brand#52,3,LG CASE,43,841,87861.1536
F,F,R,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,1,SHIP,4,0.02,7,Brand#54,3,WRAP BAG,9,841,50980.644
F,F,N,NONE,3,Manufacturer#5,1-URGENT,2,TRUCK,2,0.06,22,Brand#54,12,SM JAR,26,842,53703.3532
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,2,TRUCK,1,0.01,22,Brand#25,12,LG PKG,6,842,26399.0275
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,0,SHIP,4,0.06,23,Brand#55,16,MED PKG,39,836,60832.5897
F,F,R,COLLECT COD,1,Manufacturer#5,2-HIGH,1,RAIL,1,0.04,1,Brand#55,17,WRAP PKG,15,843,20466.5472
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,3,TRUCK,1,0.05,8,Brand#12,7,MED CAN,30,844,8572.128
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,4,SHIP,1,0.01,20,Brand#14,11,LG PKG,30,845,26493.7365
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,4,SHIP,3,0,0,Brand#32,11,SM CASE,50,845,52434.1454
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,4,FOB,2,0.02,0,Brand#45,11,SM BAG,44,845,38557.764
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,3,TRUCK,3,0,10,Brand#41,23,WRAP PACK,22,846,10787.52
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,3,TRUCK,1,0.07,18,Brand#11,23,JUMBO DRUM,43,846,5363.662
F,F,R,COLLECT COD,4,Manufacturer#4,1-URGENT,3,TRUCK,1,0.02,11,Brand#45,19,LG CAN,18,847,24923.664
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,0,SHIP,4,0.07,15,Brand#14,0,MED BOX,35,848,30768.8112
F,F,R,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,1,AIR,3,0.02,16,Brand#43,24,JUMBO PKG,46,849,54185.644
F,F,A,NONE,1,Manufacturer#2,4-NOT SPECIFIED,1,REG AIR,6,0.08,1,Brand#24,24,WRAP PACK,12,849,25577.0064
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,1,REG AIR,4,0.02,17,Brand#41,24,JUMBO CASE,14,849,1720.4552
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,1,MAIL,2,0.05,17,Brand#15,24,JUMBO JAR,3,849,51358.4577
F,F,N,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,1,SHIP,1,0.02,7,Brand#15,24,WRAP DRUM,28,849,41624.0315
F,F,R,COLLECT COD,0,Manufacturer#1,5-LOW,2,MAIL,2,0.04,16,Brand#12,12,MED JAR,42,850,5463.2544
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,2,MAIL,1,0.02,11,Brand#43,12,MED PACK,29,850,33404.8704
F,F,R,COLLECT COD,0,Manufacturer#3,3-MEDIUM,3,AIR,2,0.06,15,Brand#35,23,LG BOX,24,846,14935.833
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,3-MEDIUM,1,SHIP,1,0,13,Brand#45,2,JUMBO BOX,48,851,12622.32
F,F,R,NONE,3,Manufacturer#3,4-NOT SPECIFIED,1,FOB,1,0.06,23,Brand#33,2,WRAP BAG,14,852,48372.597
F,F,A,NONE,4,Manufacturer#1,4-NOT SPECIFIED,1,RAIL,2,0.05,4,Brand#12,2,SM BAG,22,852,8224.4845
F,F,A,COLLECT COD,0,Manufacturer#3,5-LOW,0,SHIP,1,0.05,16,Brand#32,15,SM BOX,20,853,12309.759
F,F,A,NONE,0,Manufacturer#2,5-LOW,3,AIR,4,0.05,0,Brand#23,6,SM JAR,44,854,41783.04
F,F,R,COLLECT COD,1,Manufacturer#3,5-LOW,3,MAIL,6,0.02,24,Brand#31,6,JUMBO BAG,30,854,44359.029
F,F,N,NONE,2,Manufacturer#3,1-URGENT,1,TRUCK,4,0.05,9,Brand#35,1,JUMBO BOX,5,855,55191.444
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,1,TRUCK,3,0.02,15,Brand#35,1,SM BAG,18,855,7080.8256
F,F,A,NONE,0,Manufacturer#4,1-URGENT,1,MAIL,1,0.04,14,Brand#45,1,LG CAN,16,855,65581.16
F,F,A,COLLECT COD,3,Manufacturer#5,3-MEDIUM,2,TRUCK,2,0.01,22,Brand#55,8,SM CASE,40,856,27555.491
F,F,A,NONE,4,Manufacturer#1,1-URGENT,2,RAIL,3,0.06,4,Brand#12,12,SM BAG,12,857,65452.8204
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,2,RAIL,7,0.08,4,Brand#33,12,MED CAN,29,857,38573.92
F,F,N,TAKE BACK RETURN,4,Manufacturer#5,1-URGENT,2,SHIP,4,0.01,4,Brand#52,12,MED CAN,32,857,44661.1571
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,2,FOB,5,0.06,2,Brand#44,12,LG CASE,41,857,48918.672
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,2,REG AIR,2,0.01,19,Brand#42,12,SM PACK,25,857,6680.8665
F,F,A,COLLECT COD,1,Manufacturer#3,5-LOW,2,RAIL,6,0.08,1,Brand#35,18,WRAP PKG,21,858,6570.7686
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,2,REG AIR,4,0.04,20,Brand#23,18,WRAP PACK,8,858,34762.472
F,F,R,NONE,3,Manufacturer#4,5-LOW,2,SHIP,2,0.02,23,Brand#42,18,LG BOX,46,858,20916.304
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,0,RAIL,4,0.08,20,Brand#53,5,JUMBO PKG,35,859,26986.905
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,3-MEDIUM,0,AIR,2,0,13,Brand#13,5,LG JAR,41,859,37118.8608
F,F,A,COLLECT COD,0,Manufacturer#3,3-MEDIUM,0,SHIP,5,0.06,5,Brand#33,5,SM BOX,10,859,22988.1504
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,3,FOB,4,0.03,15,Brand#32,23,JUMBO JAR,14,860,48993.9516
F,F,A,NONE,3,Manufacturer#4,5-LOW,3,MAIL,1,0.01,7,Brand#41,23,JUMBO BAG,29,860,73650.1275
F,F,A,COLLECT COD,1,Manufacturer#5,3-MEDIUM,2,TRUCK,5,0.04,1,Brand#51,8,JUMBO BOX,48,856,54891.0681
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,2,MAIL,4,0.02,1,Brand#21,8,SM CASE,24,856,16031.675
F,F,R,COLLECT COD,3,Manufacturer#1,3-MEDIUM,2,TRUCK,6,0.08,7,Brand#13,8,JUMBO BAG,47,856,67564.98
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,2,REG AIR,1,0.06,6,Brand#41,8,WRAP JAR,40,856,66589.11
