o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
F,5-LOW,2,AUTOMOBILE,21,Clerk#000000849,1994-04-09,3779.88,6611,1
F,1-URGENT,3,MACHINERY,23,Clerk#000000267,1992-10-14,-652.17,8514,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000739,1994-12-01,-605.63,5316,1
F,2-HIGH,0,BUILDING,15,Clerk#000000580,1993-04-04,8408.61,6889,1
O,3-MEDIUM,0,MACHINERY,15,Clerk#000000771,1996-12-22,-773.2,8691,1
O,5-LOW,3,MACHINERY,19,Clerk#000000758,1998-05-13,64.78,9679,1
O,5-LOW,1,AUTOMOBILE,3,Clerk#000000541,1997-01-25,6709.16,8991,1
O,3-MEDIUM,2,MACHINERY,9,Clerk#000000688,1997-10-10,6228.62,5624,1
F,2-HIGH,2,AUTOMOBILE,21,Clerk#000000037,1992-04-19,-155.38,5477,1
F,5-LOW,3,HOUSEHOLD,6,Clerk#000000578,1993-04-08,8665.71,6491,1
O,5-LOW,4,AUTOMOBILE,13,Clerk#000000375,1997-10-05,4093.74,8433,1
F,2-HIGH,1,BUILDING,2,Clerk#000000322,1994-09-18,-934.21,6744,1
F,1-URGENT,2,HOUSEHOLD,21,Clerk#000000739,1992-11-13,3195.96,7627,1
F,4-NOT SPECIFIED,1,FURNITURE,1,Clerk#000000227,1992-06-21,4157,5933,1
O,5-LOW,4,MACHINERY,4,Clerk#000000941,1995-06-13,1142.86,7777,1
P,2-HIGH,0,FURNITURE,0,Clerk#000000820,1995-03-22,6407.46,8257,1
O,1-URGENT,2,BUILDING,8,Clerk#000000528,1998-02-03,5606.2,7383,1
O,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000661,1996-03-05,8227.15,6421,1
O,1-URGENT,0,HOUSEHOLD,15,Clerk#000000071,1996-08-18,1585.32,9625,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,1,Clerk#000000127,1993-01-04,2649.61,7844,1
O,2-HIGH,2,BUILDING,18,Clerk#000000251,1995-07-07,6948.01,7994,1
F,2-HIGH,2,HOUSEHOLD,9,Clerk#000000023,1994-11-23,665.31,9812,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,19,Clerk#000000935,1996-03-28,8242.08,9937,1
P,1-URGENT,0,HOUSEHOLD,5,Clerk#000000129,1995-04-22,7907.55,5412,1
F,5-LOW,2,FURNITURE,9,Clerk#000000171,1993-11-17,7470.7,5136,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,7,Clerk#000000098,1996-05-31,4855.83,9568,1
O,5-LOW,0,BUILDING,16,Clerk#000000227,1996-12-22,303.74,9676,1
O,5-LOW,1,AUTOMOBILE,3,Clerk#000000622,1998-03-06,6695.1,6163,1
F,5-LOW,3,MACHINERY,6,Clerk#000000412,1993-09-24,1720.94,5311,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000145,1995-06-18,2725.21,9267,1
O,5-LOW,1,FURNITURE,2,Clerk#000000718,1998-01-12,1481.36,9298,1
F,1-URGENT,0,AUTOMOBILE,15,Clerk#000000650,1994-07-09,1563.9,9200,1
O,3-MEDIUM,2,MACHINERY,18,Clerk#000000379,1997-08-23,-669.37,5312,1
O,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000834,1996-03-13,9483.24,9394,1
P,2-HIGH,1,FURNITURE,2,Clerk#000000704,1995-02-22,1481.36,9298,1
F,3-MEDIUM,2,BUILDING,21,Clerk#000000262,1993-12-03,2796.09,8959,1
F,3-MEDIUM,3,AUTOMOBILE,6,Clerk#000000536,1992-06-16,3288.76,8050,1
F,1-URGENT,2,BUILDING,18,Clerk#000000642,1994-03-06,9672.95,7337,1
P,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000717,1995-03-26,1758.16,8554,1
O,1-URGENT,1,AUTOMOBILE,1,Clerk#000000802,1998-05-13,-377.89,7517,1
O,5-LOW,1,MACHINERY,1,Clerk#000000049,1997-08-29,3256.57,5292,1
O,1-URGENT,1,BUILDING,1,Clerk#000000879,1997-03-13,5135.25,7317,1
F,5-LOW,0,BUILDING,0,Clerk#000000922,1993-09-19,5794.53,6025,1
F,1-URGENT,1,HOUSEHOLD,3,Clerk#000000956,1994-03-24,-628.12,5710,1
F,3-MEDIUM,2,MACHINERY,18,Clerk#000000209,1992-08-08,1422.57,8469,1
F,2-HIGH,4,BUILDING,13,Clerk#000000442,1992-11-08,-793.8,7068,1
O,1-URGENT,0,AUTOMOBILE,14,Clerk#000000037,1996-08-06,7643.43,8112,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000043,1997-09-26,3509.35,7965,1
O,5-LOW,3,FURNITURE,19,Clerk#000000398,1995-06-10,580.15,7140,1
O,5-LOW,1,HOUSEHOLD,24,Clerk#000000178,1996-10-06,-812.01,6180,1
O,4-NOT SPECIFIED,2,MACHINERY,18,Clerk#000000135,1997-01-25,613.67,6856,1
O,3-MEDIUM,2,BUILDING,21,Clerk#000000158,1997-01-16,3328.83,6188,1
F,2-HIGH,1,BUILDING,3,Clerk#000000957,1994-12-05,-821,7336,1
F,2-HIGH,1,MACHINERY,1,Clerk#000000062,1994-10-28,7960.63,7870,1
F,5-LOW,2,MACHINERY,8,Clerk#000000609,1993-06-08,4086.56,7495,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000180,1993-06-06,9792.55,7301,1
O,4-NOT SPECIFIED,0,MACHINERY,5,Clerk#000000194,1997-05-02,575.3,7003,1
O,2-HIGH,3,FURNITURE,23,Clerk#000000115,1997-11-20,835.48,9603,1
F,5-LOW,0,AUTOMOBILE,16,Clerk#000000257,1992-05-23,-260.19,9178,1
F,4-NOT SPECIFIED,3,MACHINERY,19,Clerk#000000352,1993-10-01,3385.51,9069,1
O,2-HIGH,1,AUTOMOBILE,3,Clerk#000000494,1998-05-05,2165.5,8393,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,6,Clerk#000000314,1994-03-20,7106.46,6080,1
F,1-URGENT,4,MACHINERY,11,Clerk#000000791,1993-03-05,-635.21,5368,1
O,1-URGENT,2,HOUSEHOLD,8,Clerk#000000538,1997-07-25,4206.76,6875,1
F,1-URGENT,1,FURNITURE,3,Clerk#000000306,1993-02-14,5805.85,8936,1
F,5-LOW,1,AUTOMOBILE,3,Clerk#000000812,1993-04-23,5599.71,9531,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000366,1997-07-08,6444.82,6537,1
F,3-MEDIUM,4,AUTOMOBILE,11,Clerk#000000996,1992-06-14,-307.91,8726,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000612,1992-04-07,9305.05,9411,1
O,3-MEDIUM,4,MACHINERY,4,Clerk#000000967,1997-09-04,9541.19,9787,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,0,Clerk#000000750,1992-07-01,955.51,8468,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000232,1993-02-18,6474.27,9316,1
O,1-URGENT,0,AUTOMOBILE,15,Clerk#000000220,1996-07-23,1815.68,8637,1
O,2-HIGH,3,BUILDING,22,Clerk#000000363,1997-06-16,6463.51,6753,1
O,1-URGENT,4,BUILDING,20,Clerk#000000551,1996-08-05,73.39,6231,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000707,1992-07-13,591.04,5066,1
F,3-MEDIUM,2,HOUSEHOLD,18,Clerk#000000591,1995-01-17,4723.37,6619,1
O,1-URGENT,3,AUTOMOBILE,23,Clerk#000000147,1998-01-12,-808.13,5835,1
F,2-HIGH,2,HOUSEHOLD,18,Clerk#000000780,1994-10-06,-295.64,9230,1
O,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000031,1998-05-22,3310.29,6553,1
O,2-HIGH,1,MACHINERY,3,Clerk#000000543,1996-01-03,6821.01,6038,1
F,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000782,1994-08-27,-201.77,8717,1
O,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000170,1996-09-12,3595.64,8490,1
F,5-LOW,1,AUTOMOBILE,17,Clerk#000000233,1993-10-17,3151.45,5402,1
O,2-HIGH,0,BUILDING,15,Clerk#000000708,1997-12-14,6199.92,7261,1
F,2-HIGH,0,MACHINERY,0,Clerk#000000399,1995-05-06,2844.87,7569,1
F,3-MEDIUM,2,MACHINERY,18,Clerk#000000644,1992-12-06,726.09,8220,1
O,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000211,1997-03-09,4013.48,5693,1
F,5-LOW,0,AUTOMOBILE,5,Clerk#000000624,1993-11-21,6326.67,6885,1
O,1-URGENT,1,FURNITURE,17,Clerk#000000622,1995-11-30,2613.15,9550,1
P,3-MEDIUM,3,MACHINERY,22,Clerk#000000271,1995-04-16,7040.39,9464,1
F,5-LOW,3,FURNITURE,22,Clerk#000000371,1993-11-28,4390.89,5670,1
F,3-MEDIUM,2,FURNITURE,8,Clerk#000000931,1992-06-04,5641.5,6032,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000764,1992-10-10,1012.11,8533,1
F,2-HIGH,2,MACHINERY,8,Clerk#000000798,1995-01-18,4713.07,9058,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000436,1992-10-04,7861.35,9656,1
O,3-MEDIUM,3,BUILDING,6,Clerk#000000276,1997-01-09,6581.42,7907,1
F,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000152,1994-07-14,740.46,6302,1
O,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000409,1997-07-11,-852.83,6075,1
O,3-MEDIUM,0,HOUSEHOLD,5,Clerk#000000858,1997-03-07,2143.45,9169,1
F,3-MEDIUM,2,MACHINERY,9,Clerk#000000966,1993-12-18,4910.48,9544,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000008,1992-07-29,4243.25,9718,1
F,2-HIGH,1,HOUSEHOLD,2,Clerk#000000089,1992-08-25,4089.7,8679,1
O,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000455,1998-03-29,453.34,5454,1
F,5-LOW,2,FURNITURE,18,Clerk#000000814,1992-06-22,2389.16,5071,1
F,2-HIGH,3,HOUSEHOLD,23,Clerk#000000352,1993-06-09,5800.23,7375,1
O,3-MEDIUM,2,FURNITURE,21,Clerk#000000327,1997-05-03,7638.82,6845,1
O,5-LOW,3,BUILDING,19,Clerk#000000045,1998-06-24,8132.21,7367,1
O,2-HIGH,2,HOUSEHOLD,18,Clerk#000000600,1997-12-19,316.16,8858,1
O,3-MEDIUM,4,MACHINERY,4,Clerk#000000392,1998-02-28,4756.31,8406,1
O,4-NOT SPECIFIED,1,FURNITURE,3,Clerk#000000063,1996-08-27,8490.96,9655,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,9,Clerk#000000304,1996-05-18,7891.99,7730,1
F,2-HIGH,4,AUTOMOBILE,4,Clerk#000000948,1992-10-01,-559.02,5433,1
O,5-LOW,4,FURNITURE,11,Clerk#000000367,1997-11-11,686.21,8340,1
F,3-MEDIUM,3,FURNITURE,6,Clerk#000000772,1993-01-11,7334.28,5819,1
F,5-LOW,3,BUILDING,23,Clerk#000000969,1993-03-09,9465.15,7912,1
O,5-LOW,3,FURNITURE,6,Clerk#000000265,1996-11-30,2601.03,5204,1
F,4-NOT SPECIFIED,3,MACHINERY,7,Clerk#000000645,1993-12-23,5462.99,8153,1
F,5-LOW,4,AUTOMOBILE,13,Clerk#000000061,1992-05-30,6310.7,8457,1
F,4-NOT SPECIFIED,1,BUILDING,17,Clerk#000000312,1994-08-26,-552.89,5658,1
F,2-HIGH,2,FURNITURE,18,Clerk#000000477,1992-06-15,4625.25,8805,1
O,2-HIGH,4,BUILDING,4,Clerk#000000731,1997-02-12,9198.57,5733,1
O,2-HIGH,2,AUTOMOBILE,9,Clerk#000000295,1998-07-20,8817.45,7854,1
O,1-URGENT,3,AUTOMOBILE,7,Clerk#000000519,1995-11-09,2473.76,8445,1
O,3-MEDIUM,1,HOUSEHOLD,1,Clerk#000000200,1995-08-04,9727.53,6201,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000298,1994-09-14,4374.76,7145,1
O,1-URGENT,2,FURNITURE,21,Clerk#000000690,1996-05-28,3643.72,5191,1
F,2-HIGH,4,MACHINERY,10,Clerk#000000709,1994-02-06,4552.28,5453,1
O,2-HIGH,3,HOUSEHOLD,7,Clerk#000000980,1996-09-26,7650.12,7885,1
O,3-MEDIUM,3,MACHINERY,7,Clerk#000000672,1998-01-24,4748.58,5396,1
O,4-NOT SPECIFIED,1,HOUSEHOLD,24,Clerk#000000400,1998-05-24,1252.97,9794,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000406,1994-11-02,3714.25,5363,1
F,3-MEDIUM,3,FURNITURE,6,Clerk#000000277,1993-08-16,2943.15,8613,1
F,5-LOW,1,AUTOMOBILE,24,Clerk#000000498,1993-12-06,1045.77,9014,1
F,1-URGENT,4,AUTOMOBILE,4,Clerk#000001000,1994-03-30,6518.9,9408,1
F,3-MEDIUM,4,MACHINERY,20,Clerk#000000490,1992-07-30,9420.47,8333,1
F,1-URGENT,2,FURNITURE,9,Clerk#000000998,1992-05-03,3517.27,8441,1
O,2-HIGH,4,AUTOMOBILE,20,Clerk#000000099,1998-02-04,9415.19,6162,1
O,1-URGENT,4,BUILDING,13,Clerk#000000732,1998-03-02,-241.55,9614,1
O,1-URGENT,2,MACHINERY,9,Clerk#000000744,1997-02-22,2206.85,6065,1
F,5-LOW,0,AUTOMOBILE,0,Clerk#000000667,1992-07-04,352.08,6647,1
F,2-HIGH,2,AUTOMOBILE,12,Clerk#000000442,1992-10-09,7478.23,8920,1
F,5-LOW,3,BUILDING,22,Clerk#000000194,1995-01-04,8183.22,6577,1
F,3-MEDIUM,2,AUTOMOBILE,8,Clerk#000000329,1993-09-04,9238.01,5238,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000882,1992-04-09,92.75,7360,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000345,1994-02-05,-201.24,5497,1
O,2-HIGH,0,AUTOMOBILE,16,Clerk#000000673,1995-07-16,5005.03,5956,1
F,2-HIGH,0,AUTOMOBILE,5,Clerk#000000484,1992-02-18,2263.55,6759,1
O,5-LOW,1,HOUSEHOLD,2,Clerk#000000671,1995-10-20,8028.85,5243,1
F,1-URGENT,2,HOUSEHOLD,18,Clerk#000000590,1992-02-23,1345.48,5013,1
F,2-HIGH,1,BUILDING,3,Clerk#000000394,1992-04-28,3929.06,5716,1
F,5-LOW,2,FURNITURE,21,Clerk#000000171,1992-05-12,4956.27,9240,1
O,3-MEDIUM,0,BUILDING,5,Clerk#000000281,1998-01-04,1841.03,5142,1
F,1-URGENT,0,BUILDING,15,Clerk#000000519,1992-06-09,1609.84,8348,1
F,2-HIGH,2,FURNITURE,18,Clerk#000000281,1994-05-18,9134.01,6013,1
F,5-LOW,0,BUILDING,0,Clerk#000000396,1993-09-29,5373.45,9429,1
F,5-LOW,2,HOUSEHOLD,18,Clerk#000000548,1992-07-10,5875.37,8821,1
O,5-LOW,0,MACHINERY,5,Clerk#000000554,1995-09-14,5467.34,8372,1
F,5-LOW,1,MACHINERY,3,Clerk#000000799,1994-06-21,9467.7,9728,1
O,5-LOW,2,MACHINERY,12,Clerk#000000698,1997-01-19,-730.48,5415,1
O,4-NOT SPECIFIED,2,AUTOMOBILE,9,Clerk#000000774,1996-08-12,740.46,6302,1
O,5-LOW,3,HOUSEHOLD,22,Clerk#000000403,1997-04-12,5976.59,5772,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,16,Clerk#000000356,1994-01-18,3482.32,6407,1
O,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000167,1996-02-01,3364.12,7592,1
O,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000573,1997-09-10,1836.89,8580,1
O,2-HIGH,1,FURNITURE,24,Clerk#000000478,1996-09-20,4823.12,5423,1
F,1-URGENT,3,HOUSEHOLD,19,Clerk#000000698,1993-12-02,6669.87,5049,1
O,3-MEDIUM,1,MACHINERY,17,Clerk#000000920,1996-02-07,7379.41,6226,1
F,1-URGENT,3,MACHINERY,7,Clerk#000000325,1993-07-24,6039.64,7676,1
O,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000846,1997-03-07,6201.74,6327,1
F,3-MEDIUM,2,FURNITURE,12,Clerk#000000682,1993-12-10,8976.58,6418,1
O,1-URGENT,1,AUTOMOBILE,2,Clerk#000000565,1996-08-03,9831.62,9272,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000479,1992-06-05,8963.37,5089,1
O,4-NOT SPECIFIED,3,BUILDING,6,Clerk#000000814,1996-04-21,6194.18,8524,1
O,5-LOW,4,BUILDING,20,Clerk#000000731,1996-04-27,-296.05,8812,1
O,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000615,1998-01-05,-921.59,5244,1
F,1-URGENT,2,MACHINERY,21,Clerk#000000251,1993-08-07,5853.72,9125,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000767,1994-12-01,3340.35,8005,1
O,3-MEDIUM,0,AUTOMOBILE,14,Clerk#000000885,1997-01-22,-859.68,6732,1
F,2-HIGH,2,AUTOMOBILE,12,Clerk#000000958,1994-01-09,320.7,9293,1
F,2-HIGH,1,AUTOMOBILE,3,Clerk#000000216,1994-11-27,1382.87,6425,1
F,4-NOT SPECIFIED,3,MACHINERY,22,Clerk#000000130,1993-06-14,9814.8,5346,1
O,2-HIGH,1,MACHINERY,1,Clerk#000000565,1996-10-04,9828.74,6954,1
O,3-MEDIUM,1,MACHINERY,2,Clerk#000000253,1996-03-31,6388.42,8849,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000255,1996-06-17,6910.68,6977,1
F,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000315,1992-08-31,4223.57,9650,1
F,1-URGENT,1,FURNITURE,3,Clerk#000000030,1992-05-29,2841.36,9526,1
F,1-URGENT,2,HOUSEHOLD,8,Clerk#000000158,1992-02-24,6559.81,9397,1
F,2-HIGH,4,HOUSEHOLD,20,Clerk#000000546,1994-08-03,427.79,5253,1
F,2-HIGH,3,HOUSEHOLD,7,Clerk#000000964,1994-01-09,20.82,5677,1
O,2-HIGH,4,HOUSEHOLD,20,Clerk#000000655,1995-11-24,1587.14,9938,1
F,5-LOW,0,AUTOMOBILE,15,Clerk#000000571,1993-05-05,5212.43,6887,1
O,1-URGENT,0,AUTOMOBILE,15,Clerk#000000998,1997-12-22,7572.33,6384,1
O,3-MEDIUM,1,BUILDING,1,Clerk#000000976,1998-06-27,1740.47,7919,1
F,1-URGENT,1,HOUSEHOLD,17,Clerk#000000460,1992-04-08,5163.22,6362,1
O,5-LOW,0,BUILDING,5,Clerk#000000155,1997-10-10,2806.05,6350,1
F,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000107,1994-05-18,9311.46,5205,1
F,2-HIGH,1,MACHINERY,3,Clerk#000000139,1994-04-19,6821.01,6038,1
O,5-LOW,3,AUTOMOBILE,6,Clerk#000000671,1997-12-20,5744.59,6210,1
O,2-HIGH,4,MACHINERY,20,Clerk#000000835,1995-08-06,3546.09,5153,1
F,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000354,1992-03-25,1922.74,6610,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000399,1992-06-28,9180.5,8892,1
P,5-LOW,4,AUTOMOBILE,13,Clerk#000000186,1995-05-05,8282.5,7065,1
O,2-HIGH,4,FURNITURE,10,Clerk#000000679,1997-05-12,8239.61,7652,1
O,3-MEDIUM,2,FURNITURE,12,Clerk#000000403,1997-07-18,4048.26,9154,1
F,3-MEDIUM,3,HOUSEHOLD,23,Clerk#000000956,1995-02-01,3109.73,5277,1
O,1-URGENT,2,AUTOMOBILE,18,Clerk#000000375,1996-11-09,9518.54,8857,1
F,1-URGENT,2,MACHINERY,9,Clerk#000000624,1993-06-30,-871.67,8471,1
O,2-HIGH,3,BUILDING,22,Clerk#000000505,1995-10-11,3907.29,9232,1
P,3-MEDIUM,0,FURNITURE,16,Clerk#000000852,1995-06-05,3666.02,6414,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000418,1994-01-09,2737.28,6452,1
O,2-HIGH,0,BUILDING,0,Clerk#000000155,1997-05-14,5640.41,9413,1
O,3-MEDIUM,1,FURNITURE,2,Clerk#000000310,1996-12-28,6670.94,9032,1
P,1-URGENT,0,AUTOMOBILE,14,Clerk#000000516,1995-04-13,1917.06,7719,1
F,1-URGENT,0,FURNITURE,5,Clerk#000000520,1993-07-05,8930.52,5781,1
F,5-LOW,0,BUILDING,16,Clerk#000000941,1993-12-11,7115.8,9086,1
O,4-NOT SPECIFIED,2,AUTOMOBILE,12,Clerk#000000564,1995-05-09,9938.28,6214,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,18,Clerk#000000871,1992-12-01,4846.14,6354,1
F,1-URGENT,0,AUTOMOBILE,0,Clerk#000000595,1995-01-21,8458.37,7672,1
O,2-HIGH,2,BUILDING,18,Clerk#000000170,1995-11-22,381.32,9832,1
F,2-HIGH,0,HOUSEHOLD,5,Clerk#000000577,1993-05-23,1704.12,6846,1
O,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000602,1997-08-16,2523.5,5470,1
F,3-MEDIUM,1,HOUSEHOLD,3,Clerk#000000981,1992-12-07,5211.72,9651,1
F,3-MEDIUM,3,HOUSEHOLD,7,Clerk#000000552,1993-07-08,2045.36,9273,1
O,2-HIGH,1,FURNITURE,17,Clerk#000000287,1996-06-17,-949.66,5619,1
F,1-URGENT,1,FURNITURE,2,Clerk#000000965,1994-03-28,6017.64,6865,1
O,1-URGENT,2,MACHINERY,18,Clerk#000000427,1996-02-10,5653.73,7970,1
O,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000423,1997-07-15,3791.08,6326,1
F,1-URGENT,3,MACHINERY,19,Clerk#000000296,1992-02-13,3687.33,6587,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000943,1993-03-26,1343.51,9268,1
F,2-HIGH,4,FURNITURE,13,Clerk#000000452,1994-05-10,3635.35,7786,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000036,1993-10-15,9963.16,9344,1
F,2-HIGH,0,FURNITURE,5,Clerk#000000801,1992-05-15,3361.13,9063,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000122,1998-03-13,9334.82,9187,1
F,1-URGENT,3,FURNITURE,6,Clerk#000000518,1994-07-30,5988.22,8470,1
O,5-LOW,3,FURNITURE,19,Clerk#000000723,1997-05-15,7814.06,5044,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,5,Clerk#000000549,1993-10-31,82.97,7705,1
F,3-MEDIUM,2,HOUSEHOLD,9,Clerk#000000633,1992-10-12,229.53,7494,1
F,4-NOT SPECIFIED,1,FURNITURE,17,Clerk#000000952,1994-07-17,2279.39,5898,1
F,3-MEDIUM,1,MACHINERY,17,Clerk#000000129,1992-01-18,3107.95,7564,1
O,2-HIGH,0,AUTOMOBILE,16,Clerk#000000410,1997-03-25,1723.42,8171,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,20,Clerk#000000364,1994-06-16,8349.84,6777,1
O,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000859,1995-06-10,3934.96,9136,1
O,2-HIGH,3,MACHINERY,23,Clerk#000000067,1997-05-03,3404.99,8108,1
O,5-LOW,2,HOUSEHOLD,8,Clerk#000000912,1995-12-08,7128.52,9475,1
O,4-NOT SPECIFIED,1,MACHINERY,17,Clerk#000000097,1996-01-31,4749.32,5087,1
F,2-HIGH,2,BUILDING,8,Clerk#000000397,1992-05-20,7113.49,4986,1
F,3-MEDIUM,4,FURNITURE,10,Clerk#000000808,1994-05-26,1237.93,7903,1
O,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000137,1995-06-12,-50.36,6357,1
F,4-NOT SPECIFIED,2,MACHINERY,18,Clerk#000000600,1993-06-08,2394.19,5723,1
O,4-NOT SPECIFIED,0,MACHINERY,5,Clerk#000000869,1998-04-19,-80.98,6049,1
F,4-NOT SPECIFIED,1,FURNITURE,2,Clerk#000000863,1992-10-06,9479.46,9427,1
O,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000077,1998-07-11,8580.24,6308,1
O,1-URGENT,4,MACHINERY,13,Clerk#000000246,1996-05-01,8266.15,6988,1
O,2-HIGH,4,MACHINERY,20,Clerk#000000873,1996-06-30,9252.08,7692,1
O,1-URGENT,0,FURNITURE,16,Clerk#000000295,1996-04-08,632.51,6363,1
O,5-LOW,0,AUTOMOBILE,0,Clerk#000000087,1995-10-21,4693.71,6174,1
F,3-MEDIUM,4,MACHINERY,4,Clerk#000000528,1992-11-01,8310.76,8769,1
F,3-MEDIUM,0,BUILDING,16,Clerk#000000752,1994-04-02,9985.51,7752,1
F,1-URGENT,2,AUTOMOBILE,9,Clerk#000000031,1994-09-25,4970.93,5420,1
O,2-HIGH,1,HOUSEHOLD,17,Clerk#000000162,1996-09-24,2971.37,9441,1
O,2-HIGH,0,FURNITURE,5,Clerk#000000233,1996-10-22,9849.87,6952,1
F,2-HIGH,0,AUTOMOBILE,14,Clerk#000000177,1993-12-30,9224.18,6360,1
O,2-HIGH,2,HOUSEHOLD,12,Clerk#000000075,1996-09-08,9467.38,6215,1
O,2-HIGH,4,AUTOMOBILE,11,Clerk#000000356,1996-05-01,9792.55,7301,1
F,3-MEDIUM,3,BUILDING,19,Clerk#000000776,1993-09-02,-181.69,9210,1
O,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000462,1998-07-23,1982.44,7981,1
F,4-NOT SPECIFIED,1,BUILDING,3,Clerk#000000770,1993-01-05,1995.61,9254,1
O,1-URGENT,0,BUILDING,15,Clerk#000000810,1996-11-10,8422.39,6217,1
F,3-MEDIUM,3,AUTOMOBILE,23,Clerk#000000128,1992-04-26,435.89,5237,1
O,2-HIGH,2,FURNITURE,8,Clerk#000000379,1996-01-22,5535.1,6073,1
F,4-NOT SPECIFIED,2,MACHINERY,18,Clerk#000000172,1994-07-07,2394.19,5723,1
O,2-HIGH,1,MACHINERY,2,Clerk#000000899,1996-08-17,-553.87,5261,1
F,1-URGENT,2,BUILDING,18,Clerk#000000514,1992-04-26,8368.64,5004,1
F,1-URGENT,1,FURNITURE,24,Clerk#000000201,1993-04-28,5252.61,5160,1
F,5-LOW,3,MACHINERY,22,Clerk#000000331,1994-01-13,1263.58,5932,1
O,1-URGENT,0,MACHINERY,16,Clerk#000000207,1996-10-24,6482.09,5971,1
F,2-HIGH,1,BUILDING,3,Clerk#000000274,1994-07-21,7905.17,6530,1
F,1-URGENT,4,FURNITURE,10,Clerk#000000717,1993-09-06,8434.13,6014,1
O,4-NOT SPECIFIED,1,FURNITURE,2,Clerk#000000999,1997-09-25,4862.95,5444,1
O,3-MEDIUM,4,BUILDING,20,Clerk#000000500,1998-03-01,7944.27,5644,1
O,3-MEDIUM,1,MACHINERY,17,Clerk#000000175,1997-08-13,20.89,6879,1
F,5-LOW,0,BUILDING,15,Clerk#000000835,1994-06-15,-57.4,6258,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,22,Clerk#000000230,1995-12-02,5413.1,6119,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000561,1992-07-12,2502.09,9244,1
F,3-MEDIUM,0,HOUSEHOLD,14,Clerk#000000996,1994-03-10,7280.47,6050,1
F,1-URGENT,1,AUTOMOBILE,2,Clerk#000000100,1993-06-11,4798.59,8931,1
