o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,s_nationkey,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
O,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,4,FURNITURE,RAIL,3,1,1998-06-18,1998-08-27,1998-06-20,1998-07-12,0,82768.473216
O,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,4,AUTOMOBILE,RAIL,5,9,1996-01-05,1996-02-25,1996-01-09,1996-01-17,0,983.593247
O,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,4,AUTOMOBILE,AIR,3,10,1996-01-05,1996-02-20,1996-03-15,1996-03-28,0,54775.90944
O,COLLECT COD,2,Manufacturer#3,2-HIGH,4,AUTOMOBILE,RAIL,4,18,1996-01-05,1996-02-26,1996-01-06,1996-01-07,0,4554.8811
O,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,4,AUTOMOBILE,RAIL,2,7,1996-01-05,1996-03-12,1996-03-02,1996-03-10,0,43227.44712
O,COLLECT COD,1,Manufacturer#4,2-HIGH,4,AUTOMOBILE,REG AIR,1,3,1996-01-05,1996-02-21,1996-03-22,1996-03-31,0,14380.245
F,DELIVER IN PERSON,4,Manufacturer#2,2-HIGH,1,MACHINERY,AIR,1,4,1994-10-18,1994-11-29,1994-12-03,1994-12-18,1,25643.541
O,NONE,3,Manufacturer#4,2-HIGH,1,FURNITURE,FOB,3,19,1995-11-29,1996-01-02,1995-12-21,1995-12-25,0,43810.131674
O,NONE,0,Manufacturer#4,2-HIGH,1,FURNITURE,REG AIR,4,16,1995-11-29,1996-01-07,1996-02-02,1996-02-13,0,44015.55795
O,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,1,FURNITURE,MAIL,1,8,1995-11-29,1996-02-03,1996-03-15,1996-03-24,0,9790.38
O,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,1,FURNITURE,RAIL,2,13,1995-11-29,1996-01-21,1996-03-14,1996-04-03,0,89653.113792
O,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,1,FURNITURE,TRUCK,5,19,1995-11-29,1996-02-04,1996-03-19,1996-04-06,0,45114.524316
O,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,3,BUILDING,REG AIR,3,24,1995-07-28,1995-09-03,1995-08-29,1995-09-20,0,17399.151
O,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,3,BUILDING,AIR,2,19,1995-07-28,1995-10-16,1995-11-11,1995-12-10,0,43783.71816
O,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,3,BUILDING,MAIL,1,18,1995-07-28,1995-09-10,1995-08-01,1995-08-09,0,76646.7108
F,COLLECT COD,3,Manufacturer#3,5-LOW,4,MACHINERY,MAIL,3,7,1992-03-22,1992-06-18,1992-07-18,1992-07-20,1,96972.75126
F,NONE,4,Manufacturer#4,5-LOW,4,MACHINERY,TRUCK,2,13,1992-03-22,1992-05-11,1992-06-09,1992-06-17,1,27982.760256
F,COLLECT COD,4,Manufacturer#2,5-LOW,4,MACHINERY,TRUCK,1,4,1992-03-22,1992-06-16,1992-05-27,1992-06-22,1,45395.55072
F,COLLECT COD,0,Manufacturer#2,5-LOW,4,MACHINERY,FOB,4,0,1992-03-22,1992-04-28,1992-04-24,1992-05-21,2,20140.4112
F,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,4,MACHINERY,REG AIR,5,0,1992-03-22,1992-05-23,1992-06-19,1992-07-08,1,32803.42656
F,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,4,MACHINERY,SHIP,7,21,1992-03-22,1992-05-14,1992-06-22,1992-07-10,1,33419.61504
F,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,4,MACHINERY,TRUCK,6,4,1992-03-22,1992-05-06,1992-05-05,1992-06-03,1,30986.6436
F,COLLECT COD,2,Manufacturer#2,1-URGENT,1,BUILDING,AIR,1,8,1993-08-29,1993-10-01,1993-10-28,1993-11-21,1,66212.78499
F,NONE,0,Manufacturer#2,1-URGENT,1,BUILDING,TRUCK,4,16,1993-08-29,1993-11-22,1993-11-18,1993-11-20,1,67974.4116
F,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,1,BUILDING,AIR,3,11,1993-08-29,1993-11-26,1993-09-17,1993-10-17,2,41657.3195
F,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,1,BUILDING,REG AIR,5,12,1993-08-29,1993-10-23,1993-12-14,1994-01-12,2,12983.530014
F,COLLECT COD,4,Manufacturer#2,1-URGENT,1,BUILDING,AIR,2,11,1993-08-29,1993-09-30,1993-11-17,1993-12-14,1,47251.59894
O,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,1,FURNITURE,REG AIR,1,21,1997-07-29,1997-10-23,1997-08-30,1997-09-29,0,35753.81696
O,NONE,2,Manufacturer#2,3-MEDIUM,1,FURNITURE,SHIP,2,21,1997-07-29,1997-10-13,1997-09-29,1997-10-09,0,22717.677528
O,NONE,0,Manufacturer#5,2-HIGH,0,AUTOMOBILE,SHIP,3,14,1998-03-01,1998-04-24,1998-03-07,1998-03-19,0,10023.561184
O,COLLECT COD,4,Manufacturer#1,2-HIGH,0,AUTOMOBILE,SHIP,4,4,1998-03-01,1998-04-13,1998-03-20,1998-03-28,0,19191.7908
O,COLLECT COD,2,Manufacturer#2,2-HIGH,0,AUTOMOBILE,AIR,6,18,1998-03-01,1998-05-01,1998-03-26,1998-04-05,0,28705.656
O,NONE,4,Manufacturer#1,2-HIGH,0,AUTOMOBILE,RAIL,1,4,1998-03-01,1998-05-07,1998-03-19,1998-04-12,0,21876.82128
O,COLLECT COD,0,Manufacturer#2,2-HIGH,0,AUTOMOBILE,RAIL,2,5,1998-03-01,1998-05-19,1998-06-03,1998-06-11,0,31842.74268
O,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,0,AUTOMOBILE,REG AIR,7,14,1998-03-01,1998-04-01,1998-03-16,1998-03-21,0,42614.772536
O,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,0,AUTOMOBILE,TRUCK,5,5,1998-03-01,1998-04-30,1998-05-06,1998-05-27,0,3724.564872
F,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,2,MACHINERY,AIR,2,24,1993-10-16,1994-01-11,1993-10-31,1993-11-11,2,40758.63584
F,COLLECT COD,2,Manufacturer#1,2-HIGH,2,MACHINERY,MAIL,1,8,1993-10-16,1993-12-19,1994-01-22,1994-02-20,1,65850.11412
O,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,AIR,1,17,1995-10-20,1995-12-03,1995-11-25,1995-12-17,0,60460.69575
O,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,3,9,1995-10-20,1996-01-12,1995-12-22,1996-01-08,0,38625.5436
O,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,4,3,1995-10-20,1995-12-30,1995-11-23,1995-12-20,0,4774.3332
O,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,SHIP,2,21,1995-10-20,1995-12-14,1995-11-02,1995-11-23,0,1603.53963
O,COLLECT COD,0,Manufacturer#1,3-MEDIUM,4,AUTOMOBILE,MAIL,4,15,1995-12-03,1996-02-02,1996-02-12,1996-03-09,0,69947.539347
O,NONE,2,Manufacturer#4,3-MEDIUM,4,AUTOMOBILE,AIR,6,8,1995-12-03,1996-03-01,1996-01-15,1996-01-21,0,16214.935104
O,NONE,3,Manufacturer#1,3-MEDIUM,4,AUTOMOBILE,MAIL,2,22,1995-12-03,1996-02-28,1996-02-24,1996-03-06,0,81499.824084
O,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,4,AUTOMOBILE,FOB,5,3,1995-12-03,1996-01-02,1996-01-23,1996-02-02,0,73940.902152
O,COLLECT COD,0,Manufacturer#4,3-MEDIUM,4,AUTOMOBILE,FOB,3,16,1995-12-03,1996-02-11,1996-03-06,1996-03-30,0,64430.676288
O,COLLECT COD,1,Manufacturer#5,3-MEDIUM,4,AUTOMOBILE,MAIL,1,17,1995-12-03,1996-01-14,1996-03-14,1996-04-11,0,37638.91089
O,TAKE BACK RETURN,2,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,TRUCK,3,21,1996-02-22,1996-05-14,1996-03-21,1996-04-10,0,14523.52356
O,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,TRUCK,1,14,1996-02-22,1996-05-13,1996-06-02,1996-06-29,0,9747.8208
O,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,REG AIR,2,22,1996-02-22,1996-04-23,1996-04-21,1996-05-13,0,34014.350448
O,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,SHIP,4,24,1996-02-22,1996-04-09,1996-06-22,1996-07-08,0,65155.15496
O,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,2,FURNITURE,AIR,1,24,1997-01-29,1997-04-01,1997-03-16,1997-04-02,0,59954.121864
O,NONE,2,Manufacturer#1,1-URGENT,3,FURNITURE,REG AIR,2,21,1998-05-14,1998-08-02,1998-07-15,1998-08-09,0,27195.441
O,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,3,FURNITURE,RAIL,1,14,1998-05-14,1998-06-27,1998-06-04,1998-06-17,0,34124.45296
O,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,3,FURNITURE,SHIP,5,8,1998-05-14,1998-06-18,1998-05-18,1998-05-21,0,48490.467102
O,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,3,FURNITURE,SHIP,7,15,1998-05-14,1998-07-10,1998-08-26,1998-09-10,0,31912.41753
O,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,3,FURNITURE,FOB,4,24,1998-05-14,1998-07-04,1998-08-07,1998-08-23,0,81828.4896
O,COLLECT COD,4,Manufacturer#2,3-MEDIUM,3,FURNITURE,RAIL,2,4,1996-09-10,1996-11-03,1996-12-07,1996-12-09,0,22622.354104
O,NONE,0,Manufacturer#3,3-MEDIUM,3,FURNITURE,MAIL,1,16,1996-09-10,1996-11-06,1996-11-22,1996-11-26,0,57133.90224
O,NONE,2,Manufacturer#2,3-MEDIUM,3,FURNITURE,TRUCK,4,18,1996-09-10,1996-10-16,1996-12-15,1997-01-12,0,1221.2408
O,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,3,FURNITURE,FOB,3,16,1996-09-10,1996-11-14,1996-10-31,1996-11-28,0,12517.1865
F,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,3,AUTOMOBILE,RAIL,3,10,1994-06-10,1994-08-13,1994-06-26,1994-07-15,1,50802.3846
F,COLLECT COD,1,Manufacturer#4,2-HIGH,3,AUTOMOBILE,RAIL,2,2,1994-06-10,1994-08-14,1994-08-27,1994-09-05,2,58178.32704
F,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,3,AUTOMOBILE,REG AIR,6,17,1994-06-10,1994-07-30,1994-08-01,1994-08-20,1,35281.409814
F,NONE,2,Manufacturer#3,2-HIGH,3,AUTOMOBILE,MAIL,4,18,1994-06-10,1994-08-11,1994-07-11,1994-07-31,1,58098.0195
F,COLLECT COD,2,Manufacturer#4,2-HIGH,3,AUTOMOBILE,RAIL,5,21,1994-06-10,1994-07-17,1994-09-10,1994-09-25,1,35231.6116
F,NONE,1,Manufacturer#3,2-HIGH,3,AUTOMOBILE,RAIL,1,1,1994-06-10,1994-08-04,1994-09-16,1994-09-19,1,8388.0192
O,NONE,4,Manufacturer#2,2-HIGH,0,AUTOMOBILE,RAIL,6,4,1996-02-14,1996-05-11,1996-05-18,1996-06-11,0,46194.787485
O,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,0,AUTOMOBILE,SHIP,1,17,1996-02-14,1996-03-25,1996-02-29,1996-03-26,0,32931.67248
O,COLLECT COD,0,Manufacturer#3,2-HIGH,0,AUTOMOBILE,MAIL,2,5,1996-02-14,1996-04-26,1996-04-07,1996-05-01,0,18270.725418
O,NONE,3,Manufacturer#4,2-HIGH,0,AUTOMOBILE,REG AIR,4,7,1996-02-14,1996-03-28,1996-03-17,1996-04-14,0,57915.0936
O,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,0,AUTOMOBILE,MAIL,5,24,1996-02-14,1996-04-16,1996-04-18,1996-05-09,0,28674.77184
O,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,0,AUTOMOBILE,SHIP,3,12,1996-02-14,1996-05-03,1996-05-04,1996-05-10,0,61048.44
F,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,MAIL,3,9,1992-08-20,1992-11-03,1992-11-13,1992-12-08,2,56566.70025
F,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,AIR,4,7,1992-08-20,1992-09-26,1992-11-22,1992-12-19,1,43926.6765
F,NONE,0,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,AIR,7,0,1992-08-20,1992-09-25,1992-10-26,1992-11-19,1,58074.52144
F,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,AIR,6,21,1992-08-20,1992-10-10,1992-12-17,1993-01-04,1,47226.20544
F,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,AIR,2,23,1992-08-20,1992-10-26,1992-12-05,1993-01-03,2,65991.284634
F,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,MAIL,5,24,1992-08-20,1992-10-14,1992-09-03,1992-10-03,1,13037.66324
F,NONE,0,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,AIR,1,0,1992-08-20,1992-09-23,1992-11-25,1992-11-30,1,44798.612308
F,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,0,BUILDING,REG AIR,5,14,1993-03-22,1993-05-09,1993-05-18,1993-05-31,2,40636.407266
F,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,0,BUILDING,TRUCK,4,0,1993-03-22,1993-05-26,1993-06-22,1993-07-05,2,16915.802904
F,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,0,BUILDING,REG AIR,7,12,1993-03-22,1993-05-05,1993-03-28,1993-04-24,1,19703.96568
F,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,0,BUILDING,MAIL,6,6,1993-03-22,1993-05-26,1993-07-10,1993-08-01,1,41018.376672
F,NONE,2,Manufacturer#3,2-HIGH,0,BUILDING,REG AIR,3,8,1993-03-22,1993-04-22,1993-04-24,1993-05-01,2,35944.699392
F,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,BUILDING,SHIP,1,7,1993-03-22,1993-04-22,1993-06-20,1993-07-02,2,72023.53788
F,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,0,BUILDING,REG AIR,2,9,1993-03-22,1993-06-13,1993-03-29,1993-04-09,1,21120.69024
F,COLLECT COD,3,Manufacturer#4,2-HIGH,0,BUILDING,SHIP,1,19,1994-11-04,1994-12-21,1994-11-11,1994-11-28,1,5519.13336
F,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,0,BUILDING,SHIP,2,2,1994-11-04,1994-12-28,1995-02-24,1995-03-20,2,21219.637824
F,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,0,BUILDING,TRUCK,3,7,1994-11-04,1995-01-16,1994-11-10,1994-11-11,1,37399.2066
F,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,0,BUILDING,FOB,4,4,1994-11-04,1994-12-08,1994-11-19,1994-12-16,2,2862.6102
F,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,0,BUILDING,SHIP,5,17,1994-11-04,1995-01-18,1995-02-27,1995-03-06,1,50402.62656
O,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,3,BUILDING,REG AIR,2,15,1996-12-31,1997-02-04,1997-03-03,1997-04-02,0,1789.750704
O,COLLECT COD,1,Manufacturer#1,1-URGENT,3,BUILDING,AIR,4,24,1996-12-31,1997-03-18,1997-03-09,1997-04-01,0,5537.7504
O,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,3,BUILDING,MAIL,5,23,1996-12-31,1997-03-04,1997-03-19,1997-03-23,0,59687.316
O,NONE,3,Manufacturer#3,1-URGENT,3,BUILDING,FOB,1,23,1996-12-31,1997-02-13,1997-01-20,1997-02-04,0,26006.07828
O,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,3,BUILDING,AIR,3,4,1996-12-31,1997-03-25,1997-03-02,1997-03-10,0,46779.092352
O,NONE,2,Manufacturer#2,3-MEDIUM,0,HOUSEHOLD,TRUCK,2,18,1995-12-17,1996-03-15,1996-03-05,1996-03-26,0,15616.9
O,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,0,HOUSEHOLD,RAIL,1,2,1995-12-17,1996-02-29,1996-02-06,1996-02-16,0,87692.9872
F,COLLECT COD,3,Manufacturer#4,3-MEDIUM,2,FURNITURE,FOB,3,7,1992-09-10,1992-11-10,1992-09-20,1992-10-20,2,6333.02775
F,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,2,FURNITURE,AIR,1,19,1992-09-10,1992-12-06,1992-10-01,1992-10-18,1,17223.057324
F,COLLECT COD,1,Manufacturer#1,3-MEDIUM,2,FURNITURE,TRUCK,5,17,1992-09-10,1992-11-14,1992-12-07,1993-01-06,2,31510.100897
F,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,2,FURNITURE,RAIL,4,14,1992-09-10,1992-10-20,1992-10-18,1992-11-11,1,54450.94224
F,NONE,1,Manufacturer#3,3-MEDIUM,2,FURNITURE,TRUCK,2,17,1992-09-10,1992-10-18,1992-11-16,1992-12-11,2,28378.5502
O,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,4,BUILDING,SHIP,4,11,1997-03-29,1997-06-22,1997-04-10,1997-04-15,0,38682.216144
O,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,4,BUILDING,REG AIR,3,18,1997-03-29,1997-06-10,1997-07-05,1997-07-06,0,65224.63116
O,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,4,BUILDING,MAIL,1,17,1997-03-29,1997-06-14,1997-05-16,1997-06-05,0,52652.94192
O,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,4,BUILDING,FOB,2,12,1997-03-29,1997-05-13,1997-06-20,1997-06-28,0,34916.790852
O,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,4,BUILDING,AIR,5,23,1997-03-29,1997-05-11,1997-04-27,1997-05-25,0,3297.011076
F,NONE,2,Manufacturer#4,2-HIGH,4,AUTOMOBILE,FOB,1,8,1994-01-25,1994-03-14,1994-05-13,1994-06-09,2,14492.613408
F,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,3,BUILDING,TRUCK,1,8,1992-11-17,1993-01-09,1993-01-09,1993-01-15,2,53190.164808
F,COLLECT COD,0,Manufacturer#4,2-HIGH,3,BUILDING,FOB,2,16,1992-11-17,1993-01-23,1993-01-03,1993-01-19,1,56322.699264
F,COLLECT COD,2,Manufacturer#5,2-HIGH,3,BUILDING,REG AIR,3,21,1992-11-17,1992-12-30,1993-02-10,1993-02-25,2,55548
F,NONE,4,Manufacturer#5,5-LOW,3,BUILDING,RAIL,2,13,1992-04-01,1992-05-01,1992-05-01,1992-05-25,2,869.514555
F,COLLECT COD,1,Manufacturer#2,5-LOW,3,BUILDING,REG AIR,5,24,1992-04-01,1992-05-07,1992-04-15,1992-04-19,2,43066.6032
F,COLLECT COD,3,Manufacturer#4,5-LOW,3,BUILDING,SHIP,3,7,1992-04-01,1992-06-07,1992-05-19,1992-05-26,1,2826.96478
F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,3,BUILDING,RAIL,4,11,1992-04-01,1992-05-15,1992-04-22,1992-05-09,2,37525.53276
F,NONE,3,Manufacturer#4,5-LOW,3,BUILDING,REG AIR,1,7,1992-04-01,1992-05-16,1992-04-06,1992-04-15,1,17168.4345
O,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,2,AUTOMOBILE,REG AIR,1,17,1997-04-26,1997-07-17,1997-06-21,1997-07-16,0,76554.9066
F,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,TRUCK,3,15,1994-03-28,1994-05-06,1994-07-18,1994-08-04,1,22590.394368
F,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,SHIP,4,24,1994-03-28,1994-06-18,1994-07-01,1994-07-22,2,36238.451504
F,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,MAIL,7,16,1994-03-28,1994-05-17,1994-07-18,1994-08-14,2,22211.4312
F,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,TRUCK,2,2,1994-03-28,1994-06-25,1994-07-09,1994-08-04,1,67747.3155
F,NONE,4,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,REG AIR,5,13,1994-03-28,1994-05-24,1994-06-06,1994-06-22,1,12285.312
F,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,RAIL,6,3,1994-03-28,1994-06-23,1994-06-22,1994-06-24,2,35277.897168
F,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,RAIL,1,4,1994-03-28,1994-06-25,1994-05-23,1994-05-25,1,8179.14868
F,COLLECT COD,0,Manufacturer#2,1-URGENT,1,FURNITURE,MAIL,1,14,1994-11-08,1995-01-16,1995-02-14,1995-03-08,2,62831.50146
F,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,5,6,1994-07-22,1994-10-09,1994-08-10,1994-09-03,1,43197.04956
F,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,4,16,1994-07-22,1994-10-17,1994-09-17,1994-10-09,1,49982.275818
F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,3,18,1994-07-22,1994-09-21,1994-07-24,1994-08-05,1,13944.416864
F,NONE,3,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,2,7,1994-07-22,1994-10-06,1994-09-24,1994-09-25,1,37358.600552
F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,1,21,1994-07-22,1994-09-13,1994-08-15,1994-09-03,2,15477.556292
F,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,6,23,1994-07-22,1994-10-20,1994-10-03,1994-10-25,2,51899.12832
F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,7,18,1994-07-22,1994-09-03,1994-11-01,1994-11-03,1,14465.941308
F,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,2,HOUSEHOLD,AIR,1,8,1995-01-05,1995-03-17,1995-01-23,1995-01-29,2,57243.6375
F,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,3,FURNITURE,RAIL,1,9,1992-02-14,1992-05-08,1992-04-28,1992-05-12,2,28862.481544
F,NONE,3,Manufacturer#5,5-LOW,3,FURNITURE,TRUCK,2,22,1992-02-14,1992-04-05,1992-06-07,1992-06-23,1,77177.896488
F,NONE,1,Manufacturer#4,5-LOW,3,FURNITURE,SHIP,3,17,1992-02-14,1992-05-14,1992-03-26,1992-03-30,1,32647.5765
O,COLLECT COD,2,Manufacturer#4,2-HIGH,2,MACHINERY,MAIL,3,9,1995-12-03,1996-01-27,1996-03-08,1996-03-13,0,35495.753904
O,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,2,MACHINERY,MAIL,6,17,1995-12-03,1996-02-13,1996-01-20,1996-02-04,0,5133.62124
O,COLLECT COD,1,Manufacturer#5,2-HIGH,2,MACHINERY,TRUCK,2,24,1995-12-03,1996-02-10,1996-04-02,1996-04-22,0,27306.900225
O,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,2,MACHINERY,TRUCK,5,0,1995-12-03,1996-02-23,1995-12-17,1996-01-02,0,45660.863457
O,NONE,3,Manufacturer#1,2-HIGH,2,MACHINERY,AIR,1,7,1995-12-03,1996-01-28,1996-01-27,1996-02-26,0,65393.87904
O,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,2,MACHINERY,RAIL,4,24,1995-12-03,1996-03-01,1996-03-31,1996-04-18,0,62018.175744
O,COLLECT COD,2,Manufacturer#2,2-HIGH,3,AUTOMOBILE,AIR,2,9,1996-03-03,1996-05-20,1996-04-12,1996-05-01,0,42190.660512
O,COLLECT COD,2,Manufacturer#2,2-HIGH,3,AUTOMOBILE,SHIP,1,8,1996-03-03,1996-05-23,1996-06-21,1996-07-17,0,39023.498573
F,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,0,FURNITURE,MAIL,3,12,1992-07-22,1992-09-20,1992-10-27,1992-11-13,2,14297.406768
F,COLLECT COD,4,Manufacturer#3,3-MEDIUM,0,FURNITURE,RAIL,1,13,1992-07-22,1992-10-19,1992-10-29,1992-11-07,1,72202.802028
F,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,0,FURNITURE,FOB,2,8,1992-07-22,1992-09-17,1992-10-10,1992-10-21,2,83249.999232
F,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,2,BUILDING,SHIP,1,7,1992-07-02,1992-08-23,1992-10-09,1992-11-06,2,16085.664936
F,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,2,BUILDING,RAIL,7,18,1992-07-02,1992-09-23,1992-08-01,1992-08-25,2,27172.198781
F,COLLECT COD,0,Manufacturer#3,3-MEDIUM,2,BUILDING,TRUCK,5,14,1992-07-02,1992-08-21,1992-10-30,1992-11-29,1,27563.0616
F,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,2,BUILDING,RAIL,4,14,1992-07-02,1992-09-10,1992-08-19,1992-08-30,2,48550.299252
F,COLLECT COD,2,Manufacturer#1,3-MEDIUM,2,BUILDING,REG AIR,3,9,1992-07-02,1992-08-04,1992-07-27,1992-08-06,2,36135.141735
F,COLLECT COD,1,Manufacturer#1,3-MEDIUM,2,BUILDING,AIR,2,3,1992-07-02,1992-08-28,1992-07-07,1992-07-20,1,45375.876
F,COLLECT COD,0,Manufacturer#1,3-MEDIUM,2,BUILDING,AIR,6,5,1992-07-02,1992-09-12,1992-08-12,1992-08-27,2,21431.85
F,NONE,1,Manufacturer#5,1-URGENT,3,HOUSEHOLD,RAIL,1,24,1993-08-18,1993-10-06,1993-08-25,1993-09-19,1,44593.49076
O,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,2,BUILDING,RAIL,5,24,1996-05-25,1996-07-13,1996-09-20,1996-10-08,0,23492.357929
O,DELIVER IN PERSON,0,Manufacturer#4,1-URGENT,2,BUILDING,FOB,7,14,1996-05-25,1996-08-04,1996-07-28,1996-08-20,0,56940.08607
O,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,2,BUILDING,MAIL,4,18,1996-05-25,1996-07-07,1996-06-05,1996-07-05,0,23472.1941
O,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,2,BUILDING,REG AIR,3,5,1996-05-25,1996-07-14,1996-09-07,1996-09-11,0,23286.120312
O,NONE,2,Manufacturer#3,1-URGENT,2,BUILDING,RAIL,2,21,1996-05-25,1996-07-31,1996-07-29,1996-08-18,0,28804.85559
