o_orderstatus,sn_regionkey,p_mfgr,o_orderpriority,o_orderdate,l_shipinstruct,l_commitdate,cn_regionkey,l_shipdate,c_mktsegment,l_receiptdate,l_shipmode,p_retailprice,l_linenumber,l_tax,groupcol,aggcol
F,3,Manufacturer#5,2-HIGH,1995-03-16,TAKE BACK RETURN,1995-05-04,2,1995-05-19,FURNITURE,1995-05-21,REG AIR,989.08,3,0,1,16557.1992
F,2,Manufacturer#4,2-HIGH,1995-03-16,NONE,1995-05-21,2,1995-05-24,FURNITURE,1995-06-18,FOB,984.08,6,0.04,3,21649.76
O,1,Manufacturer#1,4-NOT SPECIFIED,1998-03-23,NONE,1998-05-16,0,1998-06-21,MACHINERY,1998-07-04,RAIL,1421.52,5,0.07,0,6610.068
O,1,Manufacturer#1,4-NOT SPECIFIED,1998-03-23,NONE,1998-04-23,0,1998-06-20,MACHINERY,1998-07-18,FOB,1406.5,4,0.05,0,11392.65
O,0,Manufacturer#5,4-NOT SPECIFIED,1998-03-23,TAKE BACK RETURN,1998-05-24,0,1998-05-08,MACHINERY,1998-05-12,AIR,1226.32,6,0,0,38359.2896
O,2,Manufacturer#5,4-NOT SPECIFIED,1998-03-23,DELIVER IN PERSON,1998-06-16,0,1998-06-05,MACHINERY,1998-06-22,SHIP,1054.15,2,0.05,0,33743.3415
O,1,Manufacturer#5,4-NOT SPECIFIED,1998-03-23,COLLECT COD,1998-05-20,0,1998-03-28,MACHINERY,1998-04-16,RAIL,1771.87,7,0.04,0,15787.3617
O,3,Manufacturer#3,4-NOT SPECIFIED,1998-03-23,COLLECT COD,1998-06-03,0,1998-04-21,MACHINERY,1998-05-18,RAIL,1517.61,3,0.04,0,18939.7728
O,1,Manufacturer#4,4-NOT SPECIFIED,1998-03-23,DELIVER IN PERSON,1998-05-21,0,1998-06-24,MACHINERY,1998-07-14,AIR,1675.77,1,0.02,0,54127.371
F,1,Manufacturer#1,4-NOT SPECIFIED,1994-03-15,TAKE BACK RETURN,1994-06-02,1,1994-04-01,AUTOMOBILE,1994-04-25,MAIL,1555.65,7,0.07,2,62506.017
F,2,Manufacturer#2,4-NOT SPECIFIED,1994-03-15,NONE,1994-05-13,1,1994-07-10,AUTOMOBILE,1994-07-27,AIR,1640.73,5,0.03,2,10451.4501
F,2,Manufacturer#1,4-NOT SPECIFIED,1994-03-15,TAKE BACK RETURN,1994-05-09,1,1994-05-31,AUTOMOBILE,1994-06-26,REG AIR,1840.94,6,0.04,2,46907.1512
F,2,Manufacturer#3,4-NOT SPECIFIED,1994-03-15,DELIVER IN PERSON,1994-05-04,1,1994-06-02,AUTOMOBILE,1994-06-08,AIR,1872.97,1,0.02,2,83571.9214
F,4,Manufacturer#4,4-NOT SPECIFIED,1994-03-15,DELIVER IN PERSON,1994-06-03,1,1994-04-21,AUTOMOBILE,1994-05-19,REG AIR,1388.48,4,0.03,2,22743.3024
F,1,Manufacturer#1,4-NOT SPECIFIED,1994-03-15,NONE,1994-05-25,1,1994-07-04,AUTOMOBILE,1994-08-01,REG AIR,1662.76,2,0.07,1,24691.986
F,2,Manufacturer#5,4-NOT SPECIFIED,1994-03-15,TAKE BACK RETURN,1994-05-31,1,1994-05-23,AUTOMOBILE,1994-06-01,SHIP,1550.65,3,0.02,1,37603.2625
O,4,Manufacturer#1,1-URGENT,1997-03-25,TAKE BACK RETURN,1997-05-15,3,1997-07-15,BUILDING,1997-08-10,SHIP,934.03,3,0.02,0,8499.673
O,0,Manufacturer#2,1-URGENT,1997-03-25,DELIVER IN PERSON,1997-06-06,3,1997-05-27,BUILDING,1997-06-11,MAIL,1617.71,2,0.02,0,30121.7602
O,1,Manufacturer#1,1-URGENT,1997-03-25,COLLECT COD,1997-05-27,3,1997-07-12,BUILDING,1997-07-31,REG AIR,1348.44,1,0.04,0,22235.7756
F,2,Manufacturer#4,1-URGENT,1992-09-18,TAKE BACK RETURN,1992-10-20,2,1992-10-06,FURNITURE,1992-10-13,TRUCK,1311.41,1,0.02,2,23605.38
O,2,Manufacturer#3,5-LOW,1997-07-02,COLLECT COD,1997-09-18,4,1997-10-21,AUTOMOBILE,1997-11-05,AIR,1126.22,1,0,0,30903.4768
O,3,Manufacturer#3,5-LOW,1997-07-02,COLLECT COD,1997-08-14,4,1997-08-17,AUTOMOBILE,1997-09-09,MAIL,1462.56,2,0.08,0,32176.32
O,2,Manufacturer#3,5-LOW,1997-07-02,DELIVER IN PERSON,1997-09-06,4,1997-07-23,AUTOMOBILE,1997-07-27,SHIP,1251.35,4,0.05,0,41669.955
O,0,Manufacturer#1,5-LOW,1997-07-02,NONE,1997-09-07,4,1997-08-20,AUTOMOBILE,1997-08-26,RAIL,1025.12,3,0.04,0,4715.552
O,3,Manufacturer#3,4-NOT SPECIFIED,1997-03-26,TAKE BACK RETURN,1997-06-17,4,1997-05-25,FURNITURE,1997-05-26,AIR,1122.22,1,0,0,4129.7696
F,0,Manufacturer#3,4-NOT SPECIFIED,1993-12-31,TAKE BACK RETURN,1994-03-16,2,1994-01-30,AUTOMOBILE,1994-01-31,MAIL,1858.95,1,0.06,1,89229.6
P,4,Manufacturer#2,3-MEDIUM,1995-03-27,COLLECT COD,1995-05-07,3,1995-04-30,HOUSEHOLD,1995-05-26,TRUCK,1433.53,7,0.01,1,61183.0604
P,3,Manufacturer#3,3-MEDIUM,1995-03-27,DELIVER IN PERSON,1995-05-15,3,1995-06-02,HOUSEHOLD,1995-06-05,FOB,1644.74,5,0.04,2,40296.13
P,1,Manufacturer#2,3-MEDIUM,1995-03-27,NONE,1995-04-27,3,1995-04-25,HOUSEHOLD,1995-05-07,SHIP,1091.19,1,0.07,1,16880.7093
P,4,Manufacturer#4,3-MEDIUM,1995-03-27,COLLECT COD,1995-06-17,3,1995-07-17,HOUSEHOLD,1995-08-10,REG AIR,1750.84,3,0.01,0,31515.12
P,1,Manufacturer#1,3-MEDIUM,1995-03-27,TAKE BACK RETURN,1995-06-21,3,1995-06-24,HOUSEHOLD,1995-07-21,FOB,1883.98,2,0.02,0,58403.38
P,2,Manufacturer#3,3-MEDIUM,1995-03-27,TAKE BACK RETURN,1995-06-07,3,1995-06-14,HOUSEHOLD,1995-06-16,REG AIR,1574.67,4,0,2,60687.7818
P,0,Manufacturer#1,3-MEDIUM,1995-03-27,DELIVER IN PERSON,1995-05-21,3,1995-04-24,HOUSEHOLD,1995-05-21,MAIL,1503.6,6,0.04,2,15381.828
F,0,Manufacturer#4,1-URGENT,1995-01-27,COLLECT COD,1995-03-05,3,1995-02-17,HOUSEHOLD,1995-03-17,RAIL,1313.41,3,0.04,1,8274.483
F,0,Manufacturer#5,1-URGENT,1995-01-27,COLLECT COD,1995-03-15,3,1995-03-26,HOUSEHOLD,1995-04-02,FOB,1293.39,5,0.03,2,8329.4316
F,1,Manufacturer#1,1-URGENT,1995-01-27,DELIVER IN PERSON,1995-02-27,3,1995-01-31,HOUSEHOLD,1995-02-28,TRUCK,1471.57,4,0.01,1,4326.4158
F,2,Manufacturer#2,1-URGENT,1995-01-27,COLLECT COD,1995-04-23,3,1995-05-25,HOUSEHOLD,1995-06-10,TRUCK,1501.6,2,0.03,1,37299.744
F,1,Manufacturer#1,1-URGENT,1995-01-27,NONE,1995-04-26,3,1995-04-12,HOUSEHOLD,1995-04-16,SHIP,1341.44,1,0.02,1,25487.36
F,3,Manufacturer#2,1-URGENT,1992-12-04,TAKE BACK RETURN,1993-03-01,2,1993-02-06,FURNITURE,1993-02-15,FOB,1170.27,2,0,1,28753.5339
F,3,Manufacturer#3,1-URGENT,1992-12-04,NONE,1993-02-01,2,1993-02-06,FURNITURE,1993-03-07,REG AIR,952.05,1,0.08,2,38538.984
O,1,Manufacturer#3,5-LOW,1997-09-24,COLLECT COD,1997-11-05,4,1998-01-18,HOUSEHOLD,1998-01-27,AIR,1364.46,1,0.03,0,63515.613
O,1,Manufacturer#3,5-LOW,1997-09-24,NONE,1997-12-19,4,1997-11-28,HOUSEHOLD,1997-12-01,MAIL,1858.95,2,0,0,52440.9795
F,2,Manufacturer#5,5-LOW,1993-10-01,DELIVER IN PERSON,1993-11-15,2,1994-01-26,MACHINERY,1994-02-06,MAIL,1751.85,1,0,2,54938.016
F,3,Manufacturer#1,5-LOW,1993-10-01,TAKE BACK RETURN,1993-11-29,2,1993-12-10,MACHINERY,1993-12-18,RAIL,1610.71,2,0,1,1610.71
F,3,Manufacturer#4,2-HIGH,1992-11-16,DELIVER IN PERSON,1993-02-03,3,1993-01-11,BUILDING,1993-02-08,MAIL,1209.3,5,0.08,1,7872.543
F,2,Manufacturer#3,2-HIGH,1992-11-16,COLLECT COD,1992-12-18,3,1993-02-11,BUILDING,1993-02-28,REG AIR,1875.97,4,0.01,1,38832.579
F,3,Manufacturer#3,2-HIGH,1992-11-16,TAKE BACK RETURN,1993-01-12,3,1992-12-11,BUILDING,1992-12-22,FOB,1517.61,1,0.02,2,1381.0251
F,2,Manufacturer#3,2-HIGH,1992-11-16,NONE,1992-12-24,3,1993-03-10,BUILDING,1993-03-19,REG AIR,1260.36,2,0.01,2,10208.916
F,1,Manufacturer#1,2-HIGH,1992-11-16,NONE,1993-01-03,3,1992-11-25,BUILDING,1992-12-23,RAIL,1256.35,3,0.02,1,11935.325
F,3,Manufacturer#2,2-HIGH,1992-11-16,TAKE BACK RETURN,1993-02-08,3,1992-12-03,BUILDING,1992-12-19,AIR,1508.6,6,0.06,2,4208.994
O,1,Manufacturer#2,4-NOT SPECIFIED,1995-05-28,DELIVER IN PERSON,1995-08-08,3,1995-07-16,AUTOMOBILE,1995-07-30,FOB,1707.8,2,0.03,0,59773
O,1,Manufacturer#4,4-NOT SPECIFIED,1995-05-28,COLLECT COD,1995-08-25,3,1995-09-20,AUTOMOBILE,1995-09-21,REG AIR,1407.5,1,0.03,0,47292
O,2,Manufacturer#1,2-HIGH,1998-02-02,COLLECT COD,1998-03-04,2,1998-04-02,AUTOMOBILE,1998-04-29,MAIL,1036.13,1,0.01,0,45693.333
O,0,Manufacturer#4,2-HIGH,1998-02-02,NONE,1998-04-24,2,1998-05-10,AUTOMOBILE,1998-05-14,TRUCK,1872.97,2,0.07,0,37459.4
O,2,Manufacturer#3,5-LOW,1995-11-08,COLLECT COD,1995-12-25,4,1996-01-26,HOUSEHOLD,1996-02-03,REG AIR,1198.29,3,0.08,0,11623.413
O,0,Manufacturer#1,5-LOW,1995-11-08,TAKE BACK RETURN,1995-12-16,4,1996-01-05,HOUSEHOLD,1996-01-17,SHIP,1275.37,6,0.03,0,49905.2281
O,0,Manufacturer#3,5-LOW,1995-11-08,COLLECT COD,1995-12-24,4,1995-12-26,HOUSEHOLD,1996-01-23,AIR,1591.69,7,0.01,0,30242.11
O,1,Manufacturer#5,5-LOW,1995-11-08,COLLECT COD,1996-01-27,4,1996-02-10,HOUSEHOLD,1996-02-22,REG AIR,1648.74,4,0.03,0,62866.4562
O,3,Manufacturer#2,5-LOW,1995-11-08,NONE,1996-02-05,4,1996-02-21,HOUSEHOLD,1996-03-14,RAIL,1669.76,2,0.08,0,57272.768
O,2,Manufacturer#2,5-LOW,1995-11-08,COLLECT COD,1996-01-17,4,1995-12-18,HOUSEHOLD,1996-01-09,MAIL,1572.67,5,0.02,0,65391.6186
O,1,Manufacturer#2,5-LOW,1995-11-08,TAKE BACK RETURN,1996-02-02,4,1995-12-06,HOUSEHOLD,1995-12-16,SHIP,1234.33,1,0.05,0,35548.704
O,1,Manufacturer#3,1-URGENT,1996-02-25,COLLECT COD,1996-05-05,4,1996-03-10,BUILDING,1996-03-27,RAIL,1257.35,3,0.01,0,7166.895
O,1,Manufacturer#3,1-URGENT,1996-02-25,NONE,1996-05-21,4,1996-05-14,BUILDING,1996-05-18,SHIP,1567.66,4,0.02,0,7289.619
O,3,Manufacturer#4,1-URGENT,1996-02-25,TAKE BACK RETURN,1996-05-20,4,1996-03-14,BUILDING,1996-04-11,SHIP,1098.19,1,0,0,38436.65
O,1,Manufacturer#1,1-URGENT,1996-02-25,DELIVER IN PERSON,1996-04-08,4,1996-02-27,BUILDING,1996-03-18,AIR,978.07,2,0.04,0,12587.7609
O,4,Manufacturer#2,3-MEDIUM,1998-07-24,DELIVER IN PERSON,1998-10-03,3,1998-08-13,BUILDING,1998-09-05,FOB,1670.77,1,0.05,0,41268.019
O,4,Manufacturer#5,3-MEDIUM,1996-07-19,TAKE BACK RETURN,1996-08-18,4,1996-11-02,BUILDING,1996-12-01,FOB,964.06,2,0.03,0,36248.656
O,3,Manufacturer#2,3-MEDIUM,1996-07-19,TAKE BACK RETURN,1996-09-04,4,1996-10-02,BUILDING,1996-10-08,TRUCK,1450.54,1,0,0,16884.2856
O,3,Manufacturer#3,3-MEDIUM,1996-07-19,TAKE BACK RETURN,1996-10-04,4,1996-10-05,BUILDING,1996-10-10,RAIL,1686.78,4,0.02,0,29484.9144
O,1,Manufacturer#5,3-MEDIUM,1996-07-19,NONE,1996-09-04,4,1996-09-01,BUILDING,1996-09-03,SHIP,1112.21,3,0.06,0,45544.9995
F,0,Manufacturer#3,1-URGENT,1995-01-06,DELIVER IN PERSON,1995-03-18,3,1995-01-20,FURNITURE,1995-02-15,FOB,1476.57,2,0.01,2,39823.0929
F,2,Manufacturer#2,1-URGENT,1995-01-06,TAKE BACK RETURN,1995-03-02,3,1995-03-05,FURNITURE,1995-03-23,SHIP,1134.23,1,0.08,1,19610.8367
F,1,Manufacturer#4,1-URGENT,1995-01-06,TAKE BACK RETURN,1995-03-18,3,1995-01-26,FURNITURE,1995-02-23,RAIL,1718.81,4,0.02,2,63939.732
F,2,Manufacturer#2,1-URGENT,1995-01-06,DELIVER IN PERSON,1995-03-23,3,1995-02-11,FURNITURE,1995-02-13,SHIP,1712.81,3,0.06,1,23636.778
F,4,Manufacturer#1,1-URGENT,1995-01-06,NONE,1995-03-12,3,1995-02-21,FURNITURE,1995-03-14,FOB,1488.58,5,0.08,2,5716.1472
F,4,Manufacturer#3,4-NOT SPECIFIED,1994-06-30,NONE,1994-08-29,0,1994-07-07,FURNITURE,1994-07-14,AIR,1037.13,1,0.03,1,36807.7437
F,3,Manufacturer#1,3-MEDIUM,1992-11-07,NONE,1993-02-01,2,1993-02-04,MACHINERY,1993-02-21,MAIL,982.08,3,0.02,1,22587.84
F,1,Manufacturer#1,3-MEDIUM,1992-11-07,DELIVER IN PERSON,1993-02-01,2,1992-11-08,MACHINERY,1992-11-18,AIR,1421.52,1,0,1,22715.8896
F,4,Manufacturer#4,3-MEDIUM,1992-11-07,TAKE BACK RETURN,1992-12-11,2,1992-12-28,MACHINERY,1993-01-25,TRUCK,1015.11,4,0.02,1,18322.7355
F,3,Manufacturer#1,3-MEDIUM,1992-11-07,DELIVER IN PERSON,1992-12-17,2,1993-02-24,MACHINERY,1993-03-06,TRUCK,1584.68,2,0.06,2,56002.5912
F,3,Manufacturer#4,1-URGENT,1992-08-22,DELIVER IN PERSON,1992-10-22,2,1992-09-10,AUTOMOBILE,1992-09-26,AIR,1495.59,1,0.02,2,58417.7454
F,2,Manufacturer#4,1-URGENT,1992-08-22,COLLECT COD,1992-10-22,2,1992-10-07,AUTOMOBILE,1992-10-16,SHIP,916.01,3,0.02,1,31098.5395
F,3,Manufacturer#4,1-URGENT,1992-08-22,TAKE BACK RETURN,1992-10-01,2,1992-09-07,AUTOMOBILE,1992-09-08,SHIP,1616.71,2,0.01,1,11316.97
O,1,Manufacturer#2,1-URGENT,1996-11-08,COLLECT COD,1996-12-24,4,1997-01-23,FURNITURE,1997-02-22,SHIP,924.02,1,0.07,0,9249.4402
F,2,Manufacturer#5,4-NOT SPECIFIED,1993-07-30,TAKE BACK RETURN,1993-09-04,3,1993-11-08,FURNITURE,1993-12-06,RAIL,1731.83,2,0,1,48837.606
F,4,Manufacturer#5,4-NOT SPECIFIED,1993-07-30,TAKE BACK RETURN,1993-09-08,3,1993-09-04,FURNITURE,1993-09-30,RAIL,1454.55,6,0.08,1,50851.068
F,4,Manufacturer#2,4-NOT SPECIFIED,1993-07-30,COLLECT COD,1993-10-01,3,1993-11-20,FURNITURE,1993-12-02,FOB,1308.4,7,0.08,1,27384.812
F,0,Manufacturer#1,4-NOT SPECIFIED,1993-07-30,COLLECT COD,1993-10-18,3,1993-09-28,FURNITURE,1993-10-06,RAIL,1524.62,4,0.05,2,7241.945
F,1,Manufacturer#5,4-NOT SPECIFIED,1993-07-30,DELIVER IN PERSON,1993-10-25,3,1993-09-07,FURNITURE,1993-09-16,REG AIR,1136.23,1,0.08,1,49630.5264
F,0,Manufacturer#4,4-NOT SPECIFIED,1993-07-30,COLLECT COD,1993-10-06,3,1993-09-10,FURNITURE,1993-09-25,MAIL,1365.46,3,0.05,2,59042.4904
F,3,Manufacturer#5,4-NOT SPECIFIED,1993-07-30,DELIVER IN PERSON,1993-10-14,3,1993-08-27,FURNITURE,1993-09-12,AIR,1761.86,5,0.02,2,41861.7936
F,3,Manufacturer#1,2-HIGH,1994-08-07,DELIVER IN PERSON,1994-09-16,3,1994-10-24,AUTOMOBILE,1994-11-22,FOB,1085.18,2,0.06,2,47433.2178
F,1,Manufacturer#3,2-HIGH,1994-08-07,NONE,1994-10-08,3,1994-10-29,AUTOMOBILE,1994-11-18,FOB,1548.64,3,0.07,2,57377.112
F,1,Manufacturer#1,2-HIGH,1994-08-07,DELIVER IN PERSON,1994-09-13,3,1994-08-28,AUTOMOBILE,1994-09-06,AIR,1340.43,1,0.06,1,46861.4328
P,1,Manufacturer#4,5-LOW,1995-04-27,TAKE BACK RETURN,1995-07-09,2,1995-06-01,AUTOMOBILE,1995-06-08,REG AIR,957.05,3,0.01,1,947.4795
P,0,Manufacturer#3,5-LOW,1995-04-27,NONE,1995-07-05,2,1995-05-07,AUTOMOBILE,1995-05-29,FOB,957.05,2,0.04,2,30625.6
P,3,Manufacturer#5,5-LOW,1995-04-27,TAKE BACK RETURN,1995-06-13,2,1995-07-11,AUTOMOBILE,1995-07-27,FOB,1727.82,1,0.06,0,10159.5816
F,3,Manufacturer#1,5-LOW,1994-04-13,COLLECT COD,1994-06-20,2,1994-06-17,BUILDING,1994-06-29,MAIL,1716.81,1,0.07,2,33168.7692
O,2,Manufacturer#5,4-NOT SPECIFIED,1997-09-28,COLLECT COD,1997-12-27,0,1997-12-13,AUTOMOBILE,1997-12-14,SHIP,1053.15,1,0.05,0,24517.332
O,2,Manufacturer#2,4-NOT SPECIFIED,1997-09-28,COLLECT COD,1997-11-27,0,1997-10-22,AUTOMOBILE,1997-10-27,RAIL,1397.49,2,0.03,0,48604.7022
O,3,Manufacturer#2,4-NOT SPECIFIED,1997-09-28,DELIVER IN PERSON,1997-12-23,0,1998-01-11,AUTOMOBILE,1998-01-19,MAIL,964.06,5,0.03,0,17353.08
O,3,Manufacturer#1,4-NOT SPECIFIED,1997-09-28,DELIVER IN PERSON,1997-12-27,0,1997-10-07,AUTOMOBILE,1997-10-22,SHIP,1205.3,3,0.03,0,23864.94
O,0,Manufacturer#3,4-NOT SPECIFIED,1997-09-28,DELIVER IN PERSON,1997-11-17,0,1997-11-07,AUTOMOBILE,1997-11-18,FOB,1621.72,4,0.08,0,68598.756
O,1,Manufacturer#4,4-NOT SPECIFIED,1997-09-28,NONE,1997-11-25,0,1997-12-22,AUTOMOBILE,1997-12-26,FOB,1249.34,6,0.02,0,12493.4
F,1,Manufacturer#4,1-URGENT,1992-09-15,COLLECT COD,1992-10-16,1,1992-10-09,FURNITURE,1992-10-10,MAIL,1409.5,1,0.08,2,25117.29
F,4,Manufacturer#5,1-URGENT,1992-09-15,NONE,1992-11-26,1,1992-10-30,FURNITURE,1992-11-29,TRUCK,1871.97,4,0.06,2,48746.0988
F,3,Manufacturer#2,1-URGENT,1992-09-15,NONE,1992-11-09,1,1992-11-24,FURNITURE,1992-12-14,FOB,991.09,5,0.07,2,29494.8384
F,1,Manufacturer#2,1-URGENT,1992-09-15,DELIVER IN PERSON,1992-11-18,1,1992-10-14,FURNITURE,1992-11-07,FOB,1250.34,6,0.08,2,46562.6616
F,2,Manufacturer#3,1-URGENT,1992-09-15,DELIVER IN PERSON,1992-11-23,1,1992-12-17,FURNITURE,1992-12-25,MAIL,1222.32,7,0.07,1,10450.836
F,2,Manufacturer#3,1-URGENT,1992-09-15,COLLECT COD,1992-11-23,1,1992-10-05,FURNITURE,1992-11-01,TRUCK,1096.19,2,0.03,2,35450.7846
F,0,Manufacturer#5,1-URGENT,1992-09-15,TAKE BACK RETURN,1992-10-29,1,1992-10-06,FURNITURE,1992-10-23,RAIL,1764.86,3,0.07,1,34097.0952
F,4,Manufacturer#2,3-MEDIUM,1994-04-23,TAKE BACK RETURN,1994-07-07,3,1994-06-06,BUILDING,1994-06-20,MAIL,1267.36,5,0.06,2,46714.8896
F,2,Manufacturer#2,3-MEDIUM,1994-04-23,NONE,1994-06-09,3,1994-04-27,BUILDING,1994-05-02,SHIP,972.07,3,0.04,1,12636.91
F,4,Manufacturer#5,3-MEDIUM,1994-04-23,NONE,1994-07-13,3,1994-08-03,BUILDING,1994-08-10,SHIP,1371.47,1,0.02,1,19132.0065
F,3,Manufacturer#3,3-MEDIUM,1994-04-23,NONE,1994-06-11,3,1994-05-11,BUILDING,1994-05-28,REG AIR,1441.54,2,0.06,1,20541.945
F,4,Manufacturer#1,3-MEDIUM,1994-04-23,COLLECT COD,1994-07-05,3,1994-06-10,BUILDING,1994-06-25,SHIP,1821.92,6,0.08,1,67046.656
F,1,Manufacturer#5,3-MEDIUM,1994-04-23,TAKE BACK RETURN,1994-06-27,3,1994-05-29,BUILDING,1994-06-13,RAIL,1583.68,4,0.07,1,34239.1616
O,2,Manufacturer#5,4-NOT SPECIFIED,1997-09-16,DELIVER IN PERSON,1997-12-10,3,1997-11-01,HOUSEHOLD,1997-11-10,RAIL,1764.86,2,0,0,31132.1304
O,4,Manufacturer#5,4-NOT SPECIFIED,1997-09-16,TAKE BACK RETURN,1997-11-20,3,1997-11-21,HOUSEHOLD,1997-12-20,FOB,1160.26,3,0.01,0,45319.7556
O,3,Manufacturer#4,4-NOT SPECIFIED,1997-09-16,NONE,1997-11-12,3,1997-12-12,HOUSEHOLD,1997-12-13,RAIL,1834.93,1,0.07,0,11688.5041
O,1,Manufacturer#4,3-MEDIUM,1997-10-16,COLLECT COD,1998-01-12,2,1997-12-16,FURNITURE,1998-01-10,TRUCK,937.03,1,0.07,0,19790.0736
O,1,Manufacturer#1,3-MEDIUM,1997-10-16,DELIVER IN PERSON,1998-01-07,2,1997-10-26,FURNITURE,1997-11-23,FOB,1055.15,3,0.08,0,47481.75
O,0,Manufacturer#2,3-MEDIUM,1997-10-16,TAKE BACK RETURN,1997-12-06,2,1997-10-27,FURNITURE,1997-11-06,REG AIR,1006.1,4,0.02,0,41964.431
O,3,Manufacturer#3,3-MEDIUM,1997-10-16,COLLECT COD,1997-12-18,2,1997-12-15,FURNITURE,1998-01-08,RAIL,965.06,2,0,0,916.807
O,0,Manufacturer#3,3-MEDIUM,1997-10-16,NONE,1997-12-15,2,1997-11-29,FURNITURE,1997-12-24,RAIL,1640.74,5,0.04,0,69846.3018
O,2,Manufacturer#1,5-LOW,1996-02-02,COLLECT COD,1996-04-08,0,1996-04-21,FURNITURE,1996-05-16,AIR,1460.55,3,0.06,0,48052.095
O,3,Manufacturer#2,5-LOW,1996-02-02,TAKE BACK RETURN,1996-04-14,0,1996-05-06,FURNITURE,1996-05-10,SHIP,1239.33,1,0.06,0,25654.131
O,1,Manufacturer#4,5-LOW,1996-02-02,TAKE BACK RETURN,1996-03-30,0,1996-04-03,FURNITURE,1996-05-03,RAIL,957.05,4,0.07,0,37037.835
O,4,Manufacturer#2,5-LOW,1996-02-02,TAKE BACK RETURN,1996-04-25,0,1996-04-26,FURNITURE,1996-05-19,REG AIR,1707.8,2,0.06,0,9529.524
O,3,Manufacturer#3,1-URGENT,1997-11-07,COLLECT COD,1998-01-25,0,1998-01-12,MACHINERY,1998-02-10,TRUCK,1752.85,2,0,0,36441.7515
O,3,Manufacturer#1,1-URGENT,1997-11-07,NONE,1997-12-07,0,1998-02-21,MACHINERY,1998-03-09,TRUCK,907,3,0.03,0,4172.2
O,0,Manufacturer#5,1-URGENT,1997-11-07,NONE,1997-12-09,0,1998-03-02,MACHINERY,1998-03-15,TRUCK,1065.16,1,0.06,0,11248.0896
F,2,Manufacturer#3,3-MEDIUM,1993-12-22,COLLECT COD,1994-01-21,4,1994-02-22,MACHINERY,1994-03-24,AIR,1260.36,1,0.04,1,1209.9456
O,0,Manufacturer#4,2-HIGH,1996-06-13,DELIVER IN PERSON,1996-08-09,3,1996-08-07,BUILDING,1996-08-11,AIR,1533.63,1,0.06,0,53554.3596
O,2,Manufacturer#3,2-HIGH,1996-06-13,COLLECT COD,1996-08-01,3,1996-10-06,BUILDING,1996-10-10,TRUCK,1189.28,5,0.01,0,16649.92
O,1,Manufacturer#2,2-HIGH,1996-06-13,TAKE BACK RETURN,1996-08-09,3,1996-08-13,BUILDING,1996-09-09,TRUCK,1022.12,4,0.08,0,40884.8
O,4,Manufacturer#3,2-HIGH,1996-06-13,NONE,1996-07-17,3,1996-10-06,BUILDING,1996-10-15,TRUCK,1413.51,2,0.08,0,31803.975
O,4,Manufacturer#1,2-HIGH,1996-06-13,DELIVER IN PERSON,1996-08-28,3,1996-08-16,BUILDING,1996-09-01,REG AIR,1692.79,3,0,0,42692.1638
F,4,Manufacturer#5,5-LOW,1992-02-20,TAKE BACK RETURN,1992-04-24,3,1992-02-23,HOUSEHOLD,1992-02-26,MAIL,1768.86,6,0.07,2,21014.0568
F,3,Manufacturer#3,5-LOW,1992-02-20,NONE,1992-04-19,3,1992-06-03,HOUSEHOLD,1992-06-24,TRUCK,1706.8,3,0.07,2,74587.16
F,3,Manufacturer#5,5-LOW,1992-02-20,COLLECT COD,1992-05-07,3,1992-02-25,HOUSEHOLD,1992-03-04,MAIL,977.07,1,0.08,1,23117.4762
F,1,Manufacturer#1,5-LOW,1992-02-20,TAKE BACK RETURN,1992-05-15,3,1992-04-26,HOUSEHOLD,1992-05-07,RAIL,1148.24,5,0.08,2,23630.7792
F,2,Manufacturer#2,5-LOW,1992-02-20,NONE,1992-03-29,3,1992-02-29,HOUSEHOLD,1992-03-18,SHIP,1686.78,7,0.05,1,23142.6216
F,2,Manufacturer#4,5-LOW,1992-02-20,TAKE BACK RETURN,1992-05-01,3,1992-04-07,HOUSEHOLD,1992-04-24,RAIL,1693.79,2,0.05,1,68462.9918
F,4,Manufacturer#5,5-LOW,1992-02-20,TAKE BACK RETURN,1992-04-23,3,1992-03-20,HOUSEHOLD,1992-04-13,MAIL,1648.74,4,0.08,2,20790.6114
F,2,Manufacturer#1,3-MEDIUM,1993-07-23,NONE,1993-09-11,4,1993-09-23,HOUSEHOLD,1993-09-27,TRUCK,1018.11,1,0.05,1,20097.4914
F,2,Manufacturer#1,3-MEDIUM,1993-07-23,TAKE BACK RETURN,1993-10-20,4,1993-10-06,HOUSEHOLD,1993-10-19,TRUCK,1520.61,4,0.08,2,27370.98
F,3,Manufacturer#3,3-MEDIUM,1993-07-23,TAKE BACK RETURN,1993-08-28,4,1993-09-29,HOUSEHOLD,1993-10-06,MAIL,1619.71,3,0.05,2,74603.8426
F,1,Manufacturer#4,3-MEDIUM,1993-07-23,TAKE BACK RETURN,1993-08-23,4,1993-11-03,HOUSEHOLD,1993-11-27,AIR,1390.49,2,0.07,1,5172.6228
O,3,Manufacturer#4,2-HIGH,1995-11-29,NONE,1996-01-14,0,1996-02-03,AUTOMOBILE,1996-02-12,SHIP,1577.67,2,0.07,0,60961.1688
