l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,p_container,p_size,l_quantity,groupcol,aggcol
F,F,A,TAKE BACK RETURN,Manufacturer#5,1-URGENT,2,FURNITURE,TRUCK,4,0.02,8,Brand#51,JUMBO BOX,39,12,3,20898.6096
F,F,R,DELIVER IN PERSON,Manufacturer#2,1-URGENT,2,FURNITURE,MAIL,2,0.07,9,Brand#21,SM PKG,10,24,4,29671.92
O,O,N,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,3,FURNITURE,MAIL,4,0.03,12,Brand#23,JUMBO BAG,35,23,0,23986.1664
O,O,N,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,FOB,7,0.06,18,Brand#14,LG JAR,9,7,2,12431.6577
O,O,N,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,AIR,1,0.05,21,Brand#12,LG PKG,1,44,1,44535.6912
O,O,N,DELIVER IN PERSON,Manufacturer#3,1-URGENT,3,MACHINERY,MAIL,2,0,21,Brand#32,SM CASE,9,21,1,39334.4721
O,O,N,COLLECT COD,Manufacturer#4,1-URGENT,3,MACHINERY,SHIP,5,0.04,18,Brand#45,WRAP BAG,8,32,2,56413.1904
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,3,MACHINERY,AIR,3,0.05,9,Brand#11,WRAP BAG,38,27,4,48191.76
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,3,HOUSEHOLD,SHIP,2,0.01,9,Brand#13,WRAP CASE,24,37,4,34723.131
O,O,N,COLLECT COD,Manufacturer#2,2-HIGH,0,HOUSEHOLD,REG AIR,3,0.08,9,Brand#21,MED JAR,8,1,4,1078.2912
O,O,N,COLLECT COD,Manufacturer#5,2-HIGH,0,HOUSEHOLD,MAIL,2,0.02,21,Brand#53,LG BAG,2,9,1,8631.45
O,O,N,DELIVER IN PERSON,Manufacturer#2,1-URGENT,0,BUILDING,MAIL,1,0.07,8,Brand#21,JUMBO DRUM,13,39,3,62717.928
F,F,A,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,4,0.06,18,Brand#32,WRAP CAN,9,10,2,15025.96
F,F,R,NONE,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,2,0.08,21,Brand#45,WRAP PKG,29,30,1,34395.552
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,1,MACHINERY,TRUCK,2,0.08,18,Brand#53,SM CASE,32,28,2,27332.7096
F,F,R,DELIVER IN PERSON,Manufacturer#5,2-HIGH,4,FURNITURE,AIR,1,0.08,9,Brand#53,WRAP DRUM,46,42,4,48932.1504
O,O,N,COLLECT COD,Manufacturer#2,2-HIGH,2,MACHINERY,AIR,4,0.02,18,Brand#23,LG DRUM,26,18,2,31638.4704
F,F,R,NONE,Manufacturer#5,4-NOT SPECIFIED,3,MACHINERY,MAIL,3,0.01,21,Brand#51,MED CAN,10,3,1,4808.349
F,F,R,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,3,MACHINERY,FOB,2,0.08,8,Brand#54,LG BAG,10,28,3,35201.1576
O,O,N,NONE,Manufacturer#4,1-URGENT,2,AUTOMOBILE,FOB,2,0.01,21,Brand#45,SM CASE,26,46,1,80802.358
O,O,N,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,TRUCK,1,0.05,18,Brand#53,LG PACK,46,45,2,43439.3685
O,O,N,NONE,Manufacturer#4,3-MEDIUM,0,FURNITURE,TRUCK,4,0.07,12,Brand#41,SM PACK,35,26,0,22460.6044
F,F,A,NONE,Manufacturer#5,3-MEDIUM,3,BUILDING,AIR,6,0.05,9,Brand#52,SM BAG,9,38,4,65974.9768
F,F,R,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,3,BUILDING,RAIL,2,0.04,18,Brand#11,JUMBO BOX,48,15,2,18258.075
F,F,R,COLLECT COD,Manufacturer#4,3-MEDIUM,3,BUILDING,AIR,1,0.06,8,Brand#42,LG DRUM,48,27,3,39050.4294
O,O,N,COLLECT COD,Manufacturer#5,3-MEDIUM,4,BUILDING,MAIL,2,0.03,9,Brand#51,WRAP JAR,42,16,4,26476
O,O,N,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,0,HOUSEHOLD,TRUCK,1,0.06,21,Brand#14,MED BOX,1,36,1,52579.8
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,0,HOUSEHOLD,RAIL,7,0.04,18,Brand#35,SM BAG,16,31,2,34575.5307
O,O,N,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,0,HOUSEHOLD,FOB,6,0.02,18,Brand#43,JUMBO BAG,41,6,2,9662.7168
F,F,R,NONE,Manufacturer#1,5-LOW,1,BUILDING,MAIL,1,0.01,8,Brand#14,JUMBO JAR,21,1,3,1595.583
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,SHIP,2,0.05,9,Brand#44,SM CASE,16,34,4,33258.7728
O,O,N,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,TRUCK,3,0.01,21,Brand#42,SM PACK,30,16,1,26016.6144
F,F,A,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,4,BUILDING,SHIP,3,0.01,8,Brand#51,WRAP CASE,1,47,3,68959.8899
F,F,A,NONE,Manufacturer#4,3-MEDIUM,4,BUILDING,TRUCK,2,0.07,18,Brand#45,SM PKG,31,46,2,49281.0052
F,F,R,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,FOB,4,0.08,9,Brand#54,SM CASE,6,19,4,23383.566
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,0,BUILDING,FOB,7,0.05,12,Brand#45,LG PKG,16,24,0,27401.22
F,F,A,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,1,MACHINERY,TRUCK,2,0.08,12,Brand#25,SM BAG,36,21,0,24425.184
O,O,N,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,TRUCK,1,0,9,Brand#21,MED PACK,48,41,4,51429.7112
F,F,R,NONE,Manufacturer#2,2-HIGH,4,AUTOMOBILE,FOB,4,0.01,21,Brand#24,LG CAN,2,34,1,45591.5792
F,F,A,COLLECT COD,Manufacturer#3,2-HIGH,4,AUTOMOBILE,AIR,5,0,12,Brand#34,LG CASE,20,36,0,47262.474
F,F,R,COLLECT COD,Manufacturer#5,2-HIGH,4,AUTOMOBILE,TRUCK,3,0.01,9,Brand#54,LG CAN,29,42,4,71336.412
O,O,N,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,1,MACHINERY,RAIL,1,0,18,Brand#12,JUMBO PACK,30,27,2,35978.094
F,F,A,COLLECT COD,Manufacturer#4,1-URGENT,1,BUILDING,SHIP,1,0.04,18,Brand#42,LG BOX,19,23,2,32702.6282
F,F,A,DELIVER IN PERSON,Manufacturer#5,1-URGENT,1,BUILDING,AIR,3,0.08,12,Brand#53,WRAP DRUM,10,9,0,9158.5035
F,F,A,COLLECT COD,Manufacturer#2,1-URGENT,1,BUILDING,TRUCK,5,0.06,9,Brand#25,WRAP PKG,37,46,4,65170.1872
F,F,A,COLLECT COD,Manufacturer#2,1-URGENT,1,BUILDING,MAIL,7,0.06,9,Brand#23,JUMBO BAG,44,32,4,51270.32
O,O,N,DELIVER IN PERSON,Manufacturer#3,5-LOW,4,HOUSEHOLD,REG AIR,1,0.06,8,Brand#35,LG CAN,42,6,3,6208.326
O,O,N,DELIVER IN PERSON,Manufacturer#3,5-LOW,4,HOUSEHOLD,FOB,3,0.06,9,Brand#33,LG DRUM,28,12,4,12713.6196
O,O,N,COLLECT COD,Manufacturer#2,5-LOW,4,HOUSEHOLD,RAIL,7,0.01,18,Brand#22,JUMBO CASE,22,14,2,24180.3926
O,O,N,TAKE BACK RETURN,Manufacturer#4,5-LOW,4,HOUSEHOLD,AIR,2,0.05,18,Brand#43,LG PACK,44,4,2,4983.358
F,F,R,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,4,HOUSEHOLD,TRUCK,1,0.02,21,Brand#24,JUMBO PACK,41,12,1,13586.9064
F,F,R,COLLECT COD,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,AIR,5,0,9,Brand#42,WRAP BOX,11,32,4,59646.72
F,F,R,NONE,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,RAIL,6,0.08,9,Brand#52,WRAP BAG,4,28,4,40839.428
O,O,N,NONE,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,MAIL,1,0.01,18,Brand#22,WRAP DRUM,37,49,2,66926.601
O,O,N,TAKE BACK RETURN,Manufacturer#5,1-URGENT,0,BUILDING,TRUCK,1,0.02,12,Brand#51,JUMBO JAR,23,47,0,65372.2389
O,O,N,DELIVER IN PERSON,Manufacturer#1,1-URGENT,2,AUTOMOBILE,SHIP,3,0.07,8,Brand#14,SM CAN,2,8,3,8574.472
O,O,N,DELIVER IN PERSON,Manufacturer#2,2-HIGH,0,AUTOMOBILE,TRUCK,5,0.01,8,Brand#24,JUMBO BAG,25,29,3,41648.4341
F,F,A,COLLECT COD,Manufacturer#4,5-LOW,1,FURNITURE,REG AIR,6,0,9,Brand#45,MED PKG,8,14,4,18923.5942
F,F,R,COLLECT COD,Manufacturer#2,5-LOW,1,FURNITURE,FOB,1,0.04,21,Brand#21,MED PKG,20,22,1,29061.032
F,F,A,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,RAIL,2,0.02,8,Brand#25,MED CAN,25,22,3,20375.0624
F,F,R,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,AIR,1,0.08,18,Brand#32,SM DRUM,32,50,2,64270.305
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,REG AIR,1,0.04,21,Brand#32,MED PKG,5,7,1,7633.1073
O,O,N,COLLECT COD,Manufacturer#1,2-HIGH,0,BUILDING,TRUCK,3,0.01,18,Brand#15,LG DRUM,17,49,2,77001.7262
O,O,N,DELIVER IN PERSON,Manufacturer#4,2-HIGH,0,BUILDING,MAIL,1,0.06,18,Brand#41,SM CAN,4,38,2,44344.7004
O,O,N,COLLECT COD,Manufacturer#3,2-HIGH,0,BUILDING,REG AIR,5,0.03,9,Brand#33,SM PACK,13,32,4,37517.4528
O,O,N,DELIVER IN PERSON,Manufacturer#5,2-HIGH,0,BUILDING,RAIL,6,0.08,8,Brand#51,WRAP BAG,35,23,3,31870.341
O,O,N,COLLECT COD,Manufacturer#2,1-URGENT,4,AUTOMOBILE,AIR,3,0.08,21,Brand#25,JUMBO BOX,36,9,1,11793.69
F,F,R,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,3,MACHINERY,RAIL,3,0.08,21,Brand#52,JUMBO BAG,9,29,1,45257.487
O,O,N,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,FOB,2,0.04,21,Brand#44,MED CASE,40,9,1,11431.062
F,F,A,COLLECT COD,Manufacturer#5,1-URGENT,3,MACHINERY,AIR,1,0.04,21,Brand#55,MED JAR,12,48,1,69147.1872
F,F,A,NONE,Manufacturer#2,4-NOT SPECIFIED,3,MACHINERY,SHIP,2,0,12,Brand#24,WRAP PACK,40,25,0,29211.6825
F,F,R,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,3,HOUSEHOLD,REG AIR,2,0.08,8,Brand#42,SM DRUM,45,49,3,71846.8233
F,F,R,NONE,Manufacturer#1,3-MEDIUM,3,BUILDING,RAIL,1,0.07,21,Brand#15,JUMBO JAR,3,27,1,31526.577
F,F,R,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,3,BUILDING,SHIP,3,0.07,21,Brand#23,JUMBO PACK,2,26,1,29985.7376
F,F,R,COLLECT COD,Manufacturer#4,3-MEDIUM,4,BUILDING,REG AIR,4,0.06,9,Brand#41,MED PACK,2,36,4,56565.216
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,3,BUILDING,MAIL,1,0.08,18,Brand#52,WRAP CASE,36,13,2,23083.7334
F,F,A,NONE,Manufacturer#4,2-HIGH,4,MACHINERY,REG AIR,4,0.08,21,Brand#45,WRAP BAG,8,20,1,35618.022
F,F,R,NONE,Manufacturer#3,2-HIGH,4,MACHINERY,REG AIR,2,0.06,12,Brand#31,MED DRUM,25,1,0,1143.24
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,4,MACHINERY,RAIL,3,0.01,8,Brand#54,LG CASE,42,30,3,46618.305
F,F,A,NONE,Manufacturer#4,3-MEDIUM,0,FURNITURE,AIR,5,0.03,8,Brand#44,JUMBO CASE,40,21,3,23930.4996
F,F,A,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,0,FURNITURE,AIR,7,0.06,8,Brand#35,WRAP BOX,44,18,3,27913.1274
F,F,A,COLLECT COD,Manufacturer#4,3-MEDIUM,0,FURNITURE,FOB,4,0.02,18,Brand#42,JUMBO BOX,42,9,2,10613.457
F,F,R,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,0,FURNITURE,TRUCK,1,0.05,9,Brand#15,SM JAR,25,42,4,60081.84
O,O,N,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,AIR,1,0.04,8,Brand#33,SM CASE,46,43,3,39259.301
O,O,N,COLLECT COD,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,AIR,2,0.07,21,Brand#41,SM CAN,26,35,1,53850.72
F,F,A,TAKE BACK RETURN,Manufacturer#1,5-LOW,4,FURNITURE,AIR,1,0.07,18,Brand#11,WRAP CASE,26,16,2,26921.7024
F,F,A,COLLECT COD,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,AIR,1,0.04,18,Brand#41,SM CAN,26,38,2,55421.366
F,F,R,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,4,HOUSEHOLD,TRUCK,5,0.02,18,Brand#25,MED DRUM,10,5,2,5349.681
O,O,N,NONE,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,2,0.02,18,Brand#41,SM PACK,24,20,2,25727.048
O,O,N,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,RAIL,3,0.01,18,Brand#54,MED BOX,48,35,2,58746.24
O,O,N,DELIVER IN PERSON,Manufacturer#1,5-LOW,2,MACHINERY,FOB,1,0.03,9,Brand#11,MED BOX,25,23,4,36243.6875
F,F,R,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,1,BUILDING,MAIL,3,0.02,8,Brand#22,JUMBO CAN,42,49,3,78892.0286
F,F,A,NONE,Manufacturer#1,5-LOW,3,BUILDING,MAIL,1,0.04,8,Brand#14,LG PKG,30,13,3,12698.1686
F,F,A,NONE,Manufacturer#1,5-LOW,3,BUILDING,TRUCK,4,0.01,21,Brand#15,JUMBO JAR,3,9,1,11676.51
F,F,A,DELIVER IN PERSON,Manufacturer#5,5-LOW,3,BUILDING,SHIP,2,0.07,21,Brand#54,LG CAN,49,4,1,3912.4288
F,F,R,TAKE BACK RETURN,Manufacturer#3,1-URGENT,4,FURNITURE,SHIP,4,0.03,21,Brand#35,WRAP CASE,37,18,1,20310.5196
F,F,R,COLLECT COD,Manufacturer#3,1-URGENT,4,FURNITURE,TRUCK,2,0.01,8,Brand#32,LG PKG,36,38,3,60221.412
F,F,A,NONE,Manufacturer#1,1-URGENT,4,FURNITURE,MAIL,3,0.08,18,Brand#13,SM BOX,18,1,2,1733.2616
O,O,N,COLLECT COD,Manufacturer#1,5-LOW,4,HOUSEHOLD,RAIL,1,0.02,18,Brand#11,JUMBO BOX,38,42,2,63445.62
O,O,N,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,RAIL,6,0.08,21,Brand#54,LG DRUM,5,13,1,22178.1742
O,O,N,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,REG AIR,3,0.01,12,Brand#24,SM BAG,18,27,0,39288.9312
F,F,A,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,4,FURNITURE,RAIL,2,0.04,18,Brand#51,SM PACK,30,26,2,41857.0152
F,F,A,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,4,FURNITURE,FOB,5,0.02,18,Brand#55,JUMBO CASE,34,14,2,24346.8792
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,4,FURNITURE,MAIL,4,0.03,12,Brand#35,JUMBO DRUM,24,35,0,32771.361
F,F,A,NONE,Manufacturer#2,4-NOT SPECIFIED,3,MACHINERY,AIR,2,0.07,18,Brand#21,WRAP CASE,16,48,2,39964.8
F,F,R,COLLECT COD,Manufacturer#4,1-URGENT,4,BUILDING,TRUCK,5,0.02,18,Brand#43,JUMBO CAN,37,39,2,44575.1592
F,F,A,TAKE BACK RETURN,Manufacturer#1,1-URGENT,2,FURNITURE,SHIP,2,0.02,18,Brand#14,WRAP CASE,16,31,2,41168.7936
O,O,N,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,TRUCK,1,0.05,18,Brand#43,JUMBO CAN,37,22,2,25691.5912
O,O,N,DELIVER IN PERSON,Manufacturer#3,2-HIGH,0,MACHINERY,RAIL,3,0.03,12,Brand#35,SM JAR,3,24,0,38200.56
F,F,R,COLLECT COD,Manufacturer#1,3-MEDIUM,2,MACHINERY,AIR,3,0.06,8,Brand#14,WRAP PKG,40,21,3,29578.5
F,F,A,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,2,MACHINERY,FOB,2,0.03,8,Brand#21,JUMBO CAN,1,17,3,16389.02
F,F,A,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,2,MACHINERY,RAIL,6,0.06,18,Brand#32,WRAP DRUM,27,41,2,52209.4902
F,F,A,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,MAIL,1,0,12,Brand#21,JUMBO DRUM,13,11,0,18442.424
F,F,A,DELIVER IN PERSON,Manufacturer#2,5-LOW,2,AUTOMOBILE,REG AIR,4,0.08,9,Brand#23,JUMBO PACK,17,48,4,71624.0448
F,P,A,DELIVER IN PERSON,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,MAIL,5,0.05,12,Brand#22,SM BAG,8,16,0,25595.072
O,P,N,DELIVER IN PERSON,Manufacturer#4,5-LOW,1,HOUSEHOLD,REG AIR,5,0.03,12,Brand#41,LG BAG,30,37,0,37103.193
F,F,A,NONE,Manufacturer#4,2-HIGH,3,AUTOMOBILE,RAIL,6,0.04,21,Brand#41,SM CAN,26,1,1,1490.511
F,F,A,COLLECT COD,Manufacturer#5,2-HIGH,3,AUTOMOBILE,RAIL,1,0.02,9,Brand#51,JUMBO BOX,47,32,4,46741.2992
F,P,R,NONE,Manufacturer#5,2-HIGH,3,FURNITURE,MAIL,6,0.02,12,Brand#51,SM JAR,13,39,0,48799.296
F,P,R,COLLECT COD,Manufacturer#3,2-HIGH,3,FURNITURE,SHIP,3,0.08,9,Brand#32,LG CAN,33,4,4,4413.0816
O,P,N,DELIVER IN PERSON,Manufacturer#3,2-HIGH,3,FURNITURE,RAIL,2,0.02,9,Brand#33,MED CASE,10,27,4,38669.4756
O,P,N,DELIVER IN PERSON,Manufacturer#2,2-HIGH,3,FURNITURE,FOB,4,0.05,21,Brand#21,WRAP DRUM,34,41,1,64342.9728
O,O,N,COLLECT COD,Manufacturer#4,2-HIGH,1,FURNITURE,TRUCK,2,0.07,8,Brand#41,SM PACK,44,27,3,35160.9093
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,0,BUILDING,REG AIR,4,0,12,Brand#13,MED DRUM,39,11,0,18257.25
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,0,BUILDING,RAIL,3,0.03,12,Brand#12,MED BAG,48,46,0,41474.5016
F,F,A,NONE,Manufacturer#2,2-HIGH,3,FURNITURE,TRUCK,2,0.05,21,Brand#21,MED PACK,30,9,1,13038.57
F,F,A,DELIVER IN PERSON,Manufacturer#1,2-HIGH,3,FURNITURE,RAIL,3,0,12,Brand#11,LG PACK,42,20,0,19013.372
O,O,N,TAKE BACK RETURN,Manufacturer#2,1-URGENT,1,BUILDING,SHIP,5,0.04,21,Brand#25,SM CASE,22,2,1,1960.14
F,F,R,NONE,Manufacturer#3,5-LOW,4,BUILDING,REG AIR,1,0.01,21,Brand#31,JUMBO DRUM,23,3,1,3297.57
F,F,A,NONE,Manufacturer#4,5-LOW,4,BUILDING,TRUCK,2,0.01,21,Brand#43,LG PKG,2,40,1,41823.54
F,F,A,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,0,BUILDING,FOB,1,0.05,21,Brand#24,JUMBO CASE,38,8,1,10634.8472
F,F,A,COLLECT COD,Manufacturer#1,3-MEDIUM,0,BUILDING,TRUCK,4,0.08,18,Brand#15,WRAP BOX,48,13,2,20379.528
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,2,0.03,18,Brand#14,WRAP PACK,42,33,2,42020.9856
F,F,A,DELIVER IN PERSON,Manufacturer#5,1-URGENT,2,FURNITURE,RAIL,2,0.02,8,Brand#51,MED CASE,48,36,3,64003.392
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,AIR,2,0.06,12,Brand#32,JUMBO JAR,26,26,0,25508.028
O,O,N,NONE,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,AIR,3,0.04,8,Brand#11,MED BAG,49,21,3,37773.5589
O,O,N,NONE,Manufacturer#1,2-HIGH,2,MACHINERY,MAIL,4,0.05,18,Brand#12,LG JAR,39,5,2,7539.168
O,O,N,NONE,Manufacturer#2,2-HIGH,3,MACHINERY,SHIP,2,0,12,Brand#22,JUMBO BOX,3,11,0,12065.053
F,F,R,COLLECT COD,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,SHIP,1,0.07,12,Brand#12,JUMBO DRUM,33,47,0,69919.7568
F,F,R,DELIVER IN PERSON,Manufacturer#5,5-LOW,2,FURNITURE,SHIP,1,0.07,18,Brand#53,WRAP PACK,29,3,2,2435.4
F,F,R,NONE,Manufacturer#4,5-LOW,2,FURNITURE,FOB,3,0.01,21,Brand#45,MED CAN,24,44,1,44664.84
O,O,N,NONE,Manufacturer#2,5-LOW,1,MACHINERY,TRUCK,2,0.06,8,Brand#24,JUMBO JAR,29,40,3,40894.46
O,O,N,COLLECT COD,Manufacturer#1,5-LOW,1,MACHINERY,TRUCK,3,0.02,8,Brand#13,JUMBO DRUM,42,50,3,46715.85
F,F,R,COLLECT COD,Manufacturer#4,5-LOW,3,FURNITURE,REG AIR,1,0.07,21,Brand#43,WRAP CASE,12,32,1,26179.2
O,O,N,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,5,0.03,21,Brand#32,JUMBO PACK,45,25,1,31320.065
O,O,N,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,2,0.02,18,Brand#12,JUMBO CASE,20,50,2,55433.105
F,F,R,NONE,Manufacturer#5,1-URGENT,3,HOUSEHOLD,AIR,4,0.08,9,Brand#53,LG PACK,46,1,4,887.3137
F,F,R,DELIVER IN PERSON,Manufacturer#1,1-URGENT,3,HOUSEHOLD,REG AIR,1,0.02,18,Brand#12,JUMBO PACK,30,20,2,28131.02
O,O,N,TAKE BACK RETURN,Manufacturer#2,1-URGENT,0,FURNITURE,AIR,3,0.04,18,Brand#25,SM BAG,3,37,2,61764.7586
O,O,N,COLLECT COD,Manufacturer#2,5-LOW,1,HOUSEHOLD,REG AIR,4,0.05,18,Brand#25,JUMBO DRUM,6,10,2,17177.342
O,O,N,NONE,Manufacturer#1,5-LOW,1,HOUSEHOLD,AIR,6,0.05,12,Brand#12,SM BAG,8,34,0,45979.56
O,O,N,NONE,Manufacturer#3,5-LOW,1,HOUSEHOLD,MAIL,3,0.05,18,Brand#31,SM JAR,2,33,2,41925.9456
O,O,N,COLLECT COD,Manufacturer#3,1-URGENT,3,FURNITURE,MAIL,5,0.04,9,Brand#35,SM JAR,3,8,4,11460.168
F,F,A,NONE,Manufacturer#1,2-HIGH,4,FURNITURE,REG AIR,4,0.07,18,Brand#15,JUMBO JAR,3,5,2,6227.472
F,F,R,COLLECT COD,Manufacturer#2,2-HIGH,4,FURNITURE,TRUCK,6,0.05,9,Brand#22,MED JAR,8,36,4,39954.492
F,F,A,COLLECT COD,Manufacturer#5,2-HIGH,4,FURNITURE,AIR,2,0.04,21,Brand#52,SM PKG,50,48,1,85772.232
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,4,FURNITURE,TRUCK,7,0.03,8,Brand#55,SM BAG,26,35,3,56115.241
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,4,BUILDING,FOB,2,0.02,8,Brand#53,LG CASE,2,17,3,31286.9802
O,O,N,DELIVER IN PERSON,Manufacturer#2,1-URGENT,4,BUILDING,AIR,1,0,9,Brand#21,MED JAR,29,13,4,23734.1104
F,F,A,NONE,Manufacturer#5,2-HIGH,2,FURNITURE,RAIL,4,0.06,21,Brand#51,SM CAN,15,34,1,53200.7112
F,F,A,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,1,FURNITURE,RAIL,5,0.04,21,Brand#51,WRAP JAR,49,28,1,40847.758
F,F,R,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,0,BUILDING,SHIP,2,0,18,Brand#15,JUMBO JAR,49,31,2,53074.3002
O,O,N,NONE,Manufacturer#4,5-LOW,2,FURNITURE,FOB,3,0.03,21,Brand#43,LG JAR,20,23,1,23579.8645
O,O,N,NONE,Manufacturer#2,5-LOW,2,FURNITURE,RAIL,6,0.08,18,Brand#22,SM PKG,45,21,2,18750.501
F,P,R,NONE,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,2,0.05,12,Brand#22,LG BOX,22,10,0,10951.38
F,F,R,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,4,BUILDING,RAIL,1,0.08,21,Brand#45,MED CASE,23,22,1,24507.2916
O,O,N,COLLECT COD,Manufacturer#1,2-HIGH,2,AUTOMOBILE,MAIL,4,0.07,18,Brand#12,JUMBO CAN,14,45,2,40969.782
O,O,N,DELIVER IN PERSON,Manufacturer#3,2-HIGH,2,AUTOMOBILE,TRUCK,2,0,21,Brand#31,LG PKG,47,50,1,56709.11
F,F,A,DELIVER IN PERSON,Manufacturer#5,5-LOW,3,BUILDING,FOB,4,0.06,21,Brand#51,JUMBO CAN,28,48,1,80488.9008
F,F,R,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,2,0.02,8,Brand#22,WRAP JAR,3,3,3,4038.0018
F,F,R,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,3,0.07,21,Brand#52,SM PKG,50,31,1,54811.4658
O,O,N,DELIVER IN PERSON,Manufacturer#1,1-URGENT,3,HOUSEHOLD,SHIP,2,0.06,12,Brand#15,WRAP BAG,6,48,0,80356.1472
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,2,FURNITURE,TRUCK,1,0.03,18,Brand#52,MED BOX,22,19,2,27978.83
O,O,N,DELIVER IN PERSON,Manufacturer#3,1-URGENT,2,FURNITURE,RAIL,6,0,18,Brand#34,MED CASE,22,6,2,7801.3608
