l_linestatus,o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,NONE,3,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,MAIL,4,0.02,22,Brand#34,19,SM BAG,21,2635,938.9376
F,F,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,3,BUILDING,REG AIR,2,0.02,1,Brand#14,19,LG CAN,47,2635,48974.0251
F,F,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,MAIL,6,0,7,Brand#35,19,WRAP CASE,47,2635,57931.23
F,F,TAKE BACK RETURN,3,Manufacturer#5,2-HIGH,2,AUTOMOBILE,SHIP,5,0,19,Brand#51,9,SM PKG,5,3590,45285.534
F,F,COLLECT COD,3,Manufacturer#5,2-HIGH,2,AUTOMOBILE,SHIP,6,0.06,22,Brand#55,9,SM JAR,11,3590,11303.1828
F,F,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,2,AUTOMOBILE,TRUCK,1,0.03,6,Brand#35,9,SM BOX,17,3590,33329.097
F,F,NONE,0,Manufacturer#2,2-HIGH,2,AUTOMOBILE,MAIL,2,0.07,0,Brand#22,9,MED JAR,20,3590,35194.3488
F,F,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,2,AUTOMOBILE,AIR,3,0.03,1,Brand#44,9,WRAP DRUM,45,3590,5290.8492
F,F,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,2,HOUSEHOLD,FOB,3,0.01,10,Brand#33,9,MED PKG,38,3591,47531.484
F,F,TAKE BACK RETURN,4,Manufacturer#1,1-URGENT,2,HOUSEHOLD,RAIL,2,0.03,20,Brand#12,9,JUMBO CASE,6,3591,15811.6352
F,F,COLLECT COD,2,Manufacturer#5,1-URGENT,2,HOUSEHOLD,MAIL,1,0.08,12,Brand#55,9,MED DRUM,38,3591,12424.048
F,F,COLLECT COD,0,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,REG AIR,2,0.03,15,Brand#43,20,JUMBO BOX,48,1657,62019.594
F,F,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,SHIP,2,0.01,20,Brand#44,4,JUMBO DRUM,27,3592,17725.9488
F,F,NONE,2,Manufacturer#5,1-URGENT,0,MACHINERY,SHIP,6,0.01,12,Brand#51,16,SM BAG,28,3593,36050.154
F,F,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,0,MACHINERY,FOB,3,0,16,Brand#33,16,MED PACK,35,3593,2399.628
F,F,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,RAIL,1,0.07,19,Brand#32,1,JUMBO JAR,16,3594,28282.3628
F,F,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,RAIL,2,0.04,18,Brand#14,15,SM CASE,6,3595,34858.5111
F,F,NONE,0,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,TRUCK,3,0.01,14,Brand#14,15,LG JAR,22,3595,3161.4066
F,F,COLLECT COD,2,Manufacturer#3,3-MEDIUM,3,MACHINERY,SHIP,2,0.08,9,Brand#32,23,WRAP CASE,21,3596,57763.7088
F,F,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,3,MACHINERY,SHIP,1,0.04,23,Brand#13,23,WRAP CASE,43,3596,6650.9136
F,F,NONE,4,Manufacturer#2,1-URGENT,4,FURNITURE,RAIL,2,0.03,11,Brand#22,4,SM PACK,37,3597,2862.3592
F,F,NONE,1,Manufacturer#3,1-URGENT,2,MACHINERY,TRUCK,1,0.03,2,Brand#32,18,LG JAR,42,3598,18553.272
F,F,NONE,1,Manufacturer#4,4-NOT SPECIFIED,1,HOUSEHOLD,SHIP,7,0.07,2,Brand#42,3,WRAP BAG,50,3599,37220.832
F,F,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,1,HOUSEHOLD,TRUCK,1,0.04,2,Brand#14,3,WRAP JAR,19,3599,30073.68
F,F,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,RAIL,3,0.07,12,Brand#33,3,WRAP DRUM,15,3599,12391.1389
F,F,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,0,FURNITURE,AIR,2,0.08,11,Brand#41,5,LG BAG,7,2944,24981.68
F,F,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,TRUCK,2,0.01,23,Brand#53,7,LG PACK,13,3600,45434.0838
F,F,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,2,MACHINERY,MAIL,2,0.05,3,Brand#24,12,LG CASE,36,2911,37776.456
F,F,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,SHIP,7,0.04,0,Brand#53,7,MED PACK,47,3600,39324.054
F,F,TAKE BACK RETURN,0,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,1,0.07,15,Brand#51,7,JUMBO CAN,49,3600,19548.334
F,F,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,3,0.02,24,Brand#44,7,WRAP CASE,2,3600,50728.416
F,F,NONE,1,Manufacturer#4,3-MEDIUM,0,BUILDING,MAIL,5,0.02,2,Brand#41,5,SM DRUM,40,3601,36549.414
F,F,NONE,4,Manufacturer#5,3-MEDIUM,0,BUILDING,AIR,3,0.04,13,Brand#53,5,JUMBO BOX,31,3601,32895.0531
F,F,COLLECT COD,0,Manufacturer#4,3-MEDIUM,0,BUILDING,SHIP,1,0.06,14,Brand#41,5,WRAP CASE,49,3601,29034.4704
F,F,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,0,BUILDING,REG AIR,6,0.02,15,Brand#55,5,MED BAG,49,3601,66517.794
F,F,NONE,3,Manufacturer#1,2-HIGH,3,MACHINERY,TRUCK,3,0,6,Brand#15,22,MED JAR,37,2124,21181.4568
F,F,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,3,MACHINERY,TRUCK,4,0,13,Brand#51,22,WRAP CAN,41,2124,35559.8334
F,F,COLLECT COD,2,Manufacturer#2,2-HIGH,3,MACHINERY,REG AIR,5,0.04,9,Brand#21,22,LG BOX,31,2124,63507.348
F,F,NONE,2,Manufacturer#2,2-HIGH,3,MACHINERY,REG AIR,1,0.07,8,Brand#22,22,MED DRUM,48,2124,30486.5197
F,F,COLLECT COD,4,Manufacturer#1,5-LOW,4,AUTOMOBILE,REG AIR,5,0,11,Brand#11,4,LG PKG,14,3602,57329.2504
F,F,COLLECT COD,3,Manufacturer#2,5-LOW,4,HOUSEHOLD,RAIL,1,0.01,22,Brand#25,11,SM BAG,28,3603,33398.96
F,F,COLLECT COD,4,Manufacturer#5,1-URGENT,2,HOUSEHOLD,RAIL,2,0.04,11,Brand#55,9,MED DRUM,49,1023,35582.4216
F,F,COLLECT COD,2,Manufacturer#2,1-URGENT,2,HOUSEHOLD,RAIL,6,0.03,8,Brand#24,9,JUMBO CAN,6,1023,58509.36
F,F,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,2,HOUSEHOLD,TRUCK,1,0.08,3,Brand#12,9,MED BAG,11,1023,16904.965
F,F,COLLECT COD,3,Manufacturer#2,1-URGENT,2,HOUSEHOLD,FOB,4,0.08,6,Brand#24,9,JUMBO BAG,20,1023,1814.4576
F,F,NONE,2,Manufacturer#2,1-URGENT,0,MACHINERY,FOB,1,0.04,12,Brand#23,5,LG CAN,2,3604,26968.733
F,F,NONE,3,Manufacturer#2,1-URGENT,0,MACHINERY,TRUCK,2,0,22,Brand#21,5,JUMBO BAG,16,3604,77051.106
F,F,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,MACHINERY,AIR,4,0.05,18,Brand#12,5,JUMBO PKG,14,3604,28899.9256
F,F,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,0,MACHINERY,AIR,5,0.05,14,Brand#44,5,MED PKG,7,3604,37750.872
F,F,COLLECT COD,4,Manufacturer#5,2-HIGH,4,HOUSEHOLD,REG AIR,1,0,11,Brand#53,4,LG CASE,8,3605,52033.8448
F,F,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,AIR,1,0.02,2,Brand#35,16,LG BOX,34,3606,57477.8918
F,F,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,4,AUTOMOBILE,REG AIR,1,0.06,7,Brand#43,4,SM CAN,38,3602,10683.4959
F,F,NONE,0,Manufacturer#2,5-LOW,4,AUTOMOBILE,AIR,2,0.08,14,Brand#25,4,LG BAG,39,3602,2764.6164
F,F,NONE,0,Manufacturer#3,1-URGENT,3,HOUSEHOLD,TRUCK,1,0.05,0,Brand#32,6,LG BAG,18,3607,57443.925
F,F,NONE,0,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,REG AIR,2,0.06,0,Brand#44,2,LG PACK,39,3608,12916.908
F,F,COLLECT COD,4,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,RAIL,1,0.02,4,Brand#11,2,MED CAN,1,3608,71527.401
F,F,COLLECT COD,0,Manufacturer#2,5-LOW,4,MACHINERY,AIR,1,0.08,0,Brand#21,13,MED CAN,44,3609,1198.2825
F,F,COLLECT COD,2,Manufacturer#4,5-LOW,4,MACHINERY,FOB,2,0.03,21,Brand#41,13,SM BOX,28,3609,44356.1184
F,F,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,2,HOUSEHOLD,REG AIR,1,0.07,8,Brand#52,12,LG CASE,5,998,34046.1408
F,F,NONE,0,Manufacturer#3,5-LOW,2,HOUSEHOLD,SHIP,4,0.06,16,Brand#32,12,MED BOX,8,998,17186.4336
F,F,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,2,HOUSEHOLD,FOB,5,0.06,8,Brand#55,12,SM DRUM,19,998,1163.1928
F,F,DELIVER IN PERSON,4,Manufacturer#1,3-MEDIUM,2,MACHINERY,SHIP,5,0.07,4,Brand#14,18,WRAP CASE,8,3610,22812.12
F,F,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,2,MACHINERY,SHIP,1,0.01,11,Brand#15,18,MED PACK,48,3610,34358.301
F,F,COLLECT COD,0,Manufacturer#5,3-MEDIUM,2,MACHINERY,AIR,4,0.01,0,Brand#53,18,MED BOX,49,3610,29645.98
F,F,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,TRUCK,6,0.02,12,Brand#21,19,WRAP PKG,16,3611,62369.6238
F,F,NONE,2,Manufacturer#2,5-LOW,1,MACHINERY,AIR,3,0.01,21,Brand#24,2,WRAP BAG,8,2853,28185.0816
F,F,COLLECT COD,1,Manufacturer#1,5-LOW,1,FURNITURE,TRUCK,1,0,1,Brand#15,3,SM CASE,2,3612,48702.7912
F,F,NONE,2,Manufacturer#1,3-MEDIUM,0,MACHINERY,AIR,4,0.02,18,Brand#12,5,JUMBO JAR,19,3613,30328.5892
F,F,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,0,MACHINERY,REG AIR,2,0.02,7,Brand#31,5,WRAP DRUM,5,3613,44548.2912
F,F,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,3,FURNITURE,SHIP,4,0.05,9,Brand#45,7,SM BOX,12,3016,46967.5296
F,F,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,3,MACHINERY,RAIL,6,0.03,9,Brand#41,6,JUMBO CASE,29,716,42993.825
F,F,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,3,MACHINERY,SHIP,4,0.04,9,Brand#21,6,WRAP CAN,10,716,68863.7045
F,F,COLLECT COD,0,Manufacturer#5,3-MEDIUM,3,MACHINERY,TRUCK,5,0.02,14,Brand#53,6,SM PKG,40,716,26301.2022
F,F,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,3,FURNITURE,TRUCK,1,0.04,9,Brand#45,7,MED JAR,35,3016,6611.354
F,F,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,3,FURNITURE,TRUCK,3,0,12,Brand#11,7,JUMBO PACK,9,3016,45960.3882
F,F,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,4,MACHINERY,SHIP,1,0.04,0,Brand#35,4,SM JAR,23,3614,56401.7832
F,F,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,3,MACHINERY,MAIL,1,0.01,0,Brand#41,22,WRAP BAG,8,3615,8496.27
F,F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,BUILDING,REG AIR,1,0.08,2,Brand#52,8,WRAP BOX,14,3616,58004.7594
F,F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,0,FURNITURE,MAIL,3,0.06,12,Brand#42,5,MED PACK,24,3617,85791.16
F,F,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,0,FURNITURE,SHIP,4,0.06,18,Brand#45,5,WRAP PACK,32,3617,35547.984
F,F,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,3,AUTOMOBILE,TRUCK,5,0,10,Brand#15,22,MED CASE,9,3618,15687.3717
F,F,NONE,4,Manufacturer#1,3-MEDIUM,3,AUTOMOBILE,TRUCK,1,0.05,20,Brand#11,22,JUMBO PKG,43,3618,38522.484
F,F,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,FURNITURE,TRUCK,2,0.01,23,Brand#54,4,SM BAG,27,3619,28987.2
F,F,COLLECT COD,1,Manufacturer#1,3-MEDIUM,2,BUILDING,MAIL,5,0.01,24,Brand#15,12,SM BOX,15,3620,37928.709
F,F,NONE,2,Manufacturer#1,3-MEDIUM,2,BUILDING,RAIL,4,0.01,18,Brand#11,12,SM CAN,29,3620,1819.9528
F,F,TAKE BACK RETURN,4,Manufacturer#2,3-MEDIUM,3,BUILDING,REG AIR,3,0.08,20,Brand#22,19,LG PACK,40,846,14292.4704
F,F,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,4,HOUSEHOLD,RAIL,1,0.04,21,Brand#55,11,SM CASE,11,3621,50920.6384
F,F,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,4,FURNITURE,REG AIR,1,0.07,10,Brand#34,11,MED JAR,12,3017,6928.2276
F,F,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,4,MACHINERY,FOB,3,0.06,5,Brand#24,11,SM BAG,18,3622,71175.6
F,F,COLLECT COD,2,Manufacturer#1,1-URGENT,4,MACHINERY,MAIL,2,0.01,8,Brand#11,11,JUMBO PKG,7,3622,4288.1202
F,F,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,3,HOUSEHOLD,MAIL,6,0,14,Brand#22,6,SM JAR,9,3623,36084.3252
F,F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,REG AIR,3,0.04,18,Brand#31,6,JUMBO JAR,30,3623,4934.22
F,F,NONE,0,Manufacturer#5,4-NOT SPECIFIED,3,HOUSEHOLD,RAIL,2,0.07,16,Brand#55,6,SM BOX,7,3623,53773.1766
F,F,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,3,HOUSEHOLD,SHIP,1,0.01,4,Brand#42,6,JUMBO PKG,27,3623,30964.2333
F,F,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,0,BUILDING,FOB,1,0.02,16,Brand#41,0,SM DRUM,37,2936,23859.08
F,F,COLLECT COD,3,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,MAIL,4,0.02,7,Brand#44,4,WRAP BOX,4,3624,80069.2893
F,F,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,REG AIR,3,0.06,7,Brand#51,4,LG CASE,2,3624,13464.7353
F,F,COLLECT COD,2,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,REG AIR,1,0.05,12,Brand#52,4,JUMBO DRUM,14,3624,16298.6544
F,F,NONE,3,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,AIR,2,0.07,6,Brand#15,4,SM BAG,6,3624,40160.596
F,F,NONE,1,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,SHIP,6,0.03,17,Brand#34,4,MED DRUM,19,3624,56613.3592
F,F,NONE,4,Manufacturer#5,5-LOW,1,AUTOMOBILE,TRUCK,4,0.06,10,Brand#54,17,MED PKG,5,3336,8860.5152
F,F,COLLECT COD,0,Manufacturer#5,1-URGENT,0,MACHINERY,REG AIR,1,0.06,14,Brand#52,5,JUMBO CASE,2,3625,21776.3784
F,F,NONE,4,Manufacturer#2,2-HIGH,4,AUTOMOBILE,MAIL,1,0.04,13,Brand#25,20,MED PKG,6,2560,40513.7916
F,F,COLLECT COD,1,Manufacturer#1,1-URGENT,0,HOUSEHOLD,TRUCK,7,0,1,Brand#11,15,SM BOX,37,569,6596.025
F,F,COLLECT COD,3,Manufacturer#2,1-URGENT,0,HOUSEHOLD,FOB,5,0.06,7,Brand#21,15,MED CAN,31,569,22454.67
F,F,COLLECT COD,1,Manufacturer#4,1-URGENT,0,HOUSEHOLD,TRUCK,1,0.03,17,Brand#43,15,MED PKG,45,569,10676.43
F,F,TAKE BACK RETURN,2,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,SHIP,3,0.01,18,Brand#43,16,WRAP CASE,48,3626,6147.532
F,F,TAKE BACK RETURN,1,Manufacturer#5,4-NOT SPECIFIED,0,MACHINERY,RAIL,1,0.04,2,Brand#54,16,JUMBO DRUM,34,3626,25509.156
F,F,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,MAIL,2,0.03,15,Brand#43,16,SM PACK,4,3626,61336.584
F,F,COLLECT COD,1,Manufacturer#4,3-MEDIUM,3,FURNITURE,REG AIR,2,0.06,3,Brand#42,19,WRAP JAR,12,3627,31824.68
F,F,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,3,FURNITURE,SHIP,4,0.05,4,Brand#12,19,MED CASE,43,3627,35720.0019
F,F,TAKE BACK RETURN,3,Manufacturer#2,3-MEDIUM,3,FURNITURE,RAIL,5,0.03,22,Brand#24,19,LG BAG,19,3627,29085.4746
F,F,TAKE BACK RETURN,1,Manufacturer#4,3-MEDIUM,3,FURNITURE,REG AIR,6,0.04,24,Brand#42,19,WRAP JAR,27,3627,84500.83
F,F,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,3,FURNITURE,AIR,3,0.07,11,Brand#41,19,LG PACK,10,3627,29770.0227
F,F,NONE,1,Manufacturer#2,1-URGENT,0,BUILDING,RAIL,4,0.04,3,Brand#23,5,SM CASE,37,3628,3725.9796
F,F,COLLECT COD,2,Manufacturer#4,1-URGENT,4,HOUSEHOLD,FOB,1,0.02,18,Brand#44,10,WRAP BOX,19,3427,14143.948
F,F,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,3,AUTOMOBILE,RAIL,1,0,2,Brand#22,7,MED PACK,50,3629,12714.5592
F,F,COLLECT COD,1,Manufacturer#3,5-LOW,2,BUILDING,REG AIR,4,0.05,1,Brand#34,9,MED PKG,14,3630,35796.411
F,F,NONE,2,Manufacturer#3,5-LOW,2,BUILDING,FOB,2,0.01,18,Brand#34,9,SM BAG,29,3630,19901.4816
F,F,NONE,2,Manufacturer#4,4-NOT SPECIFIED,0,AUTOMOBILE,FOB,2,0.06,21,Brand#44,15,WRAP CASE,34,3631,31157.5572
F,F,NONE,4,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,MAIL,1,0.02,4,Brand#23,15,SM BOX,16,3631,10647.2912
F,F,NONE,4,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,MAIL,4,0.01,4,Brand#35,15,JUMBO DRUM,15,3631,64347.192
F,F,NONE,4,Manufacturer#2,5-LOW,4,AUTOMOBILE,TRUCK,1,0,11,Brand#25,4,WRAP CAN,4,3632,70830.48
F,F,NONE,3,Manufacturer#3,5-LOW,4,AUTOMOBILE,MAIL,7,0.05,7,Brand#31,4,WRAP PKG,5,3632,59614.08
F,F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,1,BUILDING,MAIL,2,0.07,12,Brand#53,1,SM PKG,14,2020,18848.5209
F,F,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,1,BUILDING,SHIP,3,0.08,5,Brand#54,1,SM DRUM,29,2020,33929.64
F,F,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,1,BUILDING,RAIL,1,0.07,22,Brand#11,1,LG DRUM,23,2020,49187.4834
F,F,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,4,FURNITURE,TRUCK,3,0.05,8,Brand#53,13,MED JAR,36,789,18148.2574
F,F,NONE,1,Manufacturer#5,1-URGENT,4,FURNITURE,RAIL,6,0.07,24,Brand#53,13,MED CASE,50,789,9137.2545
F,F,COLLECT COD,0,Manufacturer#4,1-URGENT,4,FURNITURE,AIR,5,0.02,0,Brand#43,13,MED PACK,6,789,10479.4144
F,F,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,4,FURNITURE,TRUCK,4,0,21,Brand#41,13,LG PACK,18,789,41656.65
F,F,NONE,3,Manufacturer#4,1-URGENT,0,MACHINERY,TRUCK,5,0.02,23,Brand#41,14,MED PKG,22,2799,40673.724
F,F,NONE,2,Manufacturer#2,1-URGENT,0,MACHINERY,FOB,4,0.06,21,Brand#25,14,JUMBO CAN,26,2799,20240.505
F,F,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,MACHINERY,AIR,6,0.05,21,Brand#14,14,LG PACK,26,2799,9979.416
F,F,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,0,MACHINERY,MAIL,2,0.05,11,Brand#22,14,SM DRUM,26,2799,29856.6036
F,F,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,3,0.03,16,Brand#24,13,SM JAR,5,3633,12447.0788
F,F,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,2,0,15,Brand#42,13,WRAP BAG,28,3633,14568.7815
F,F,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,0,MACHINERY,TRUCK,1,0.03,23,Brand#44,0,SM PKG,11,2314,18724.1428
F,F,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,2,FURNITURE,REG AIR,2,0.01,16,Brand#53,9,WRAP CASE,29,3634,16804.911
F,F,NONE,4,Manufacturer#1,5-LOW,2,FURNITURE,AIR,3,0.04,11,Brand#14,9,SM CAN,38,3634,43114.1376
F,F,COLLECT COD,1,Manufacturer#2,2-HIGH,3,AUTOMOBILE,AIR,4,0.03,24,Brand#23,19,WRAP JAR,47,1099,12909.094
F,F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,0,MACHINERY,SHIP,1,0.04,16,Brand#35,5,JUMBO CASE,46,3635,57071.378
F,F,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,1,HOUSEHOLD,MAIL,1,0.08,9,Brand#21,2,JUMBO CASE,4,267,46080.72
F,F,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,0,HOUSEHOLD,TRUCK,3,0.06,11,Brand#12,15,SM CAN,16,3636,59951.304
F,F,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,0,HOUSEHOLD,RAIL,2,0.07,18,Brand#32,15,WRAP BOX,42,3636,24606.2
F,F,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,1,HOUSEHOLD,SHIP,3,0,24,Brand#35,2,MED DRUM,12,267,33133.1091
F,F,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,4,MACHINERY,TRUCK,1,0,21,Brand#15,11,WRAP BAG,5,2550,21541.1031
F,F,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,4,FURNITURE,AIR,1,0,2,Brand#34,10,LG PACK,38,3637,79029.748
F,F,COLLECT COD,0,Manufacturer#2,1-URGENT,0,AUTOMOBILE,AIR,3,0.02,15,Brand#21,15,MED PKG,48,3261,6378.696
F,F,COLLECT COD,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,REG AIR,1,0,12,Brand#14,15,MED CAN,15,3261,10791.7
F,F,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,0,AUTOMOBILE,REG AIR,2,0.01,15,Brand#14,15,WRAP CASE,2,3261,38384.1848
F,F,NONE,1,Manufacturer#5,2-HIGH,4,BUILDING,RAIL,1,0.03,2,Brand#53,20,WRAP PACK,9,3638,22402.6824
F,F,NONE,3,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,SHIP,6,0.04,22,Brand#51,4,SM PACK,34,3639,25689.72
F,F,COLLECT COD,4,Manufacturer#2,3-MEDIUM,4,HOUSEHOLD,RAIL,5,0.03,4,Brand#21,4,SM BAG,23,3639,53441.3088
F,F,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,RAIL,4,0.04,6,Brand#12,4,LG BAG,38,3639,27269.628
F,F,TAKE BACK RETURN,1,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,RAIL,2,0.07,24,Brand#34,4,MED CAN,31,3639,39630.4512
F,F,NONE,4,Manufacturer#1,3-MEDIUM,3,BUILDING,SHIP,2,0,10,Brand#12,22,JUMBO PACK,27,3640,34223.28
F,F,COLLECT COD,4,Manufacturer#1,2-HIGH,2,BUILDING,AIR,2,0.08,13,Brand#13,8,LG DRUM,34,2187,5495.428
F,F,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,2,BUILDING,FOB,4,0.06,22,Brand#33,8,JUMBO PKG,2,2187,48428.6712
F,F,COLLECT COD,3,Manufacturer#5,2-HIGH,2,BUILDING,TRUCK,5,0.02,22,Brand#54,8,MED JAR,46,2187,31575.6098
F,F,NONE,0,Manufacturer#1,5-LOW,3,AUTOMOBILE,SHIP,6,0,5,Brand#14,23,JUMBO JAR,29,3067,25760.8526
F,F,COLLECT COD,0,Manufacturer#3,5-LOW,4,MACHINERY,REG AIR,2,0.05,0,Brand#33,11,WRAP DRUM,41,2550,44879.0592
F,F,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,0,BUILDING,MAIL,4,0.02,21,Brand#54,16,SM BOX,6,3641,1556.4284
F,F,COLLECT COD,4,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,REG AIR,2,0,4,Brand#15,1,SM JAR,27,3642,21041.775
F,F,COLLECT COD,1,Manufacturer#3,3-MEDIUM,1,HOUSEHOLD,RAIL,7,0.08,17,Brand#35,1,SM BOX,43,3642,51356.4672
F,F,NONE,2,Manufacturer#4,3-MEDIUM,1,HOUSEHOLD,REG AIR,6,0,12,Brand#42,1,MED JAR,49,3642,41604.7
F,F,COLLECT COD,0,Manufacturer#1,5-LOW,3,AUTOMOBILE,RAIL,2,0,5,Brand#11,23,SM JAR,8,3067,46648.4382
F,F,NONE,3,Manufacturer#3,2-HIGH,4,MACHINERY,TRUCK,1,0.02,22,Brand#33,4,WRAP PACK,1,3643,12011.0445
F,F,NONE,2,Manufacturer#5,1-URGENT,0,MACHINERY,AIR,6,0.08,12,Brand#52,16,WRAP DRUM,48,1083,65615.7432
F,F,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,2,HOUSEHOLD,AIR,6,0.01,13,Brand#34,21,WRAP PACK,23,3644,21411.0468
F,F,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,2,HOUSEHOLD,TRUCK,5,0.08,2,Brand#44,21,LG PACK,50,3644,54421.358
