l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,groupcol,aggcol
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,2,AUTOMOBILE,TRUCK,3,0.03,0.1,21,Brand#13,18,12629,31
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,2,AUTOMOBILE,MAIL,4,0,0.02,24,Brand#33,18,12629,44
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,2,AUTOMOBILE,AIR,1,0.08,0.02,9,Brand#22,18,12629,49
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,2,AUTOMOBILE,FOB,5,0,0,24,Brand#32,18,12629,33
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,FOB,4,0.01,0.03,22,Brand#41,21,12630,10
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,RAIL,3,0.07,0.07,24,Brand#54,21,12630,33
F,F,R,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,RAIL,1,0.02,0.1,24,Brand#52,21,12630,44
F,F,R,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,MAIL,2,0.01,0.08,22,Brand#55,21,12630,24
F,P,N,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,4,FURNITURE,RAIL,1,0.08,0.03,7,Brand#41,11,12631,28
F,P,N,COLLECT COD,4,Manufacturer#2,2-HIGH,4,FURNITURE,RAIL,4,0.07,0.01,4,Brand#25,11,12631,37
O,P,N,COLLECT COD,0,Manufacturer#2,2-HIGH,4,FURNITURE,MAIL,2,0.06,0.02,16,Brand#25,11,12631,42
O,P,N,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,4,FURNITURE,FOB,3,0,0,16,Brand#42,11,12631,45
F,P,R,COLLECT COD,2,Manufacturer#4,2-HIGH,4,FURNITURE,RAIL,5,0.08,0.1,18,Brand#45,11,12631,49
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,4,BUILDING,MAIL,4,0.04,0.08,22,Brand#35,4,12632,33
O,O,N,NONE,1,Manufacturer#3,2-HIGH,4,BUILDING,TRUCK,2,0.03,0.01,17,Brand#35,4,12632,27
O,O,N,COLLECT COD,1,Manufacturer#1,2-HIGH,4,BUILDING,MAIL,1,0.06,0.06,17,Brand#13,4,12632,8
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,4,BUILDING,MAIL,3,0.02,0.08,21,Brand#42,4,12632,46
F,F,R,NONE,4,Manufacturer#5,1-URGENT,1,BUILDING,TRUCK,1,0,0.04,4,Brand#53,3,12633,9
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,4,BUILDING,AIR,3,0.08,0.03,16,Brand#21,13,12634,15
F,F,A,NONE,3,Manufacturer#1,1-URGENT,4,BUILDING,AIR,4,0.06,0.05,7,Brand#14,13,12634,3
F,F,R,NONE,0,Manufacturer#3,1-URGENT,4,BUILDING,AIR,1,0,0.06,14,Brand#35,13,12634,31
F,F,A,NONE,2,Manufacturer#2,1-URGENT,4,BUILDING,TRUCK,2,0.01,0,21,Brand#23,13,12634,12
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,4,FURNITURE,SHIP,4,0.03,0.01,21,Brand#43,20,12635,4
O,O,N,TAKE BACK RETURN,3,Manufacturer#2,3-MEDIUM,4,FURNITURE,REG AIR,6,0.03,0.09,22,Brand#21,20,12635,2
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,4,FURNITURE,RAIL,2,0,0.1,8,Brand#34,20,12635,29
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,4,FURNITURE,AIR,1,0,0.1,18,Brand#33,20,12635,35
O,O,N,DELIVER IN PERSON,4,Manufacturer#5,3-MEDIUM,4,FURNITURE,MAIL,3,0.07,0.04,10,Brand#51,20,12635,5
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,4,FURNITURE,TRUCK,5,0.03,0.02,9,Brand#11,20,12635,23
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,4,FURNITURE,MAIL,1,0.08,0.02,4,Brand#32,10,12636,4
F,F,A,COLLECT COD,3,Manufacturer#1,2-HIGH,4,FURNITURE,MAIL,3,0.05,0.02,19,Brand#12,10,12636,29
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,4,FURNITURE,TRUCK,2,0.03,0.01,12,Brand#41,10,12636,32
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,0,HOUSEHOLD,SHIP,1,0.03,0.08,2,Brand#23,5,12637,39
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,0,HOUSEHOLD,MAIL,2,0.08,0.07,5,Brand#33,5,12637,29
F,F,A,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,RAIL,3,0.04,0,24,Brand#54,24,12638,37
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,FOB,2,0,0.1,14,Brand#21,24,12638,18
F,F,R,NONE,3,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,SHIP,1,0.01,0,23,Brand#25,24,12638,4
F,F,A,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,3,0.06,0.03,10,Brand#53,7,12639,28
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,TRUCK,4,0,0.04,4,Brand#11,7,12639,35
F,F,R,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,2,0.06,0.07,19,Brand#42,7,12639,44
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,SHIP,1,0,0.02,18,Brand#24,7,12639,48
F,F,R,COLLECT COD,4,Manufacturer#2,3-MEDIUM,0,MACHINERY,RAIL,2,0.08,0.05,4,Brand#23,0,12640,38
F,F,A,NONE,3,Manufacturer#3,3-MEDIUM,0,MACHINERY,REG AIR,3,0.01,0,22,Brand#34,0,12640,32
F,F,A,NONE,2,Manufacturer#4,3-MEDIUM,0,MACHINERY,FOB,4,0.08,0.04,12,Brand#44,0,12640,28
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,0,MACHINERY,REG AIR,5,0.05,0.04,18,Brand#43,0,12640,15
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,0,MACHINERY,RAIL,1,0.06,0,14,Brand#34,0,12640,50
F,F,R,NONE,0,Manufacturer#4,3-MEDIUM,0,MACHINERY,REG AIR,6,0.04,0.05,16,Brand#45,0,12640,14
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,1,MACHINERY,RAIL,1,0,0.07,8,Brand#23,1,12641,37
F,F,A,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,MAIL,2,0.01,0,21,Brand#12,1,12641,46
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,1,MACHINERY,MAIL,5,0.06,0,16,Brand#55,1,12641,14
F,F,A,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,AIR,3,0.07,0.05,9,Brand#33,1,12641,17
F,F,R,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,1,MACHINERY,RAIL,6,0.07,0.02,8,Brand#24,1,12641,46
F,F,R,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,1,MACHINERY,SHIP,4,0.08,0.06,5,Brand#54,1,12641,45
O,O,N,COLLECT COD,3,Manufacturer#3,5-LOW,0,HOUSEHOLD,RAIL,1,0.04,0.04,19,Brand#32,14,12642,47
O,O,N,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,4,AUTOMOBILE,AIR,6,0.07,0,13,Brand#24,10,12643,7
O,O,N,COLLECT COD,3,Manufacturer#5,3-MEDIUM,4,AUTOMOBILE,TRUCK,4,0.03,0.01,7,Brand#53,10,12643,4
O,O,N,NONE,2,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,MAIL,1,0.03,0.08,9,Brand#31,10,12643,23
O,O,N,NONE,2,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,TRUCK,2,0.06,0.08,9,Brand#35,10,12643,19
O,O,N,NONE,4,Manufacturer#5,3-MEDIUM,4,AUTOMOBILE,TRUCK,3,0.04,0.06,4,Brand#54,10,12643,16
O,O,N,NONE,1,Manufacturer#2,3-MEDIUM,4,AUTOMOBILE,TRUCK,5,0.03,0.06,3,Brand#25,10,12643,25
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,2-HIGH,0,BUILDING,SHIP,3,0.08,0.02,10,Brand#24,0,12644,12
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,0,BUILDING,AIR,1,0,0,17,Brand#11,0,12644,19
F,F,R,COLLECT COD,3,Manufacturer#3,2-HIGH,0,BUILDING,TRUCK,2,0.08,0,7,Brand#32,0,12644,19
F,F,R,NONE,1,Manufacturer#2,2-HIGH,0,BUILDING,SHIP,4,0.04,0.08,3,Brand#23,0,12644,34
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,MAIL,1,0.06,0.05,19,Brand#43,24,12645,12
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,SHIP,3,0.08,0.02,17,Brand#51,24,12645,14
O,O,N,DELIVER IN PERSON,3,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,MAIL,2,0.08,0.08,23,Brand#12,24,12645,34
O,O,N,NONE,3,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,6,0.08,0.01,6,Brand#12,12,12646,46
O,O,N,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,3,0.07,0.01,4,Brand#32,12,12646,28
O,O,N,NONE,0,Manufacturer#4,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,5,0.06,0.01,15,Brand#45,12,12646,26
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,MAIL,2,0.08,0.04,17,Brand#55,12,12646,21
O,O,N,NONE,2,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,SHIP,7,0.08,0,9,Brand#15,12,12646,29
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,4,0.03,0.08,18,Brand#54,12,12646,32
O,O,N,NONE,4,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,SHIP,1,0.04,0.01,13,Brand#33,12,12646,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,4,BUILDING,RAIL,3,0.02,0,4,Brand#52,13,12647,41
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,4,BUILDING,FOB,6,0.06,0.04,7,Brand#33,13,12647,26
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,4,BUILDING,TRUCK,5,0.05,0.02,8,Brand#15,13,12647,17
F,F,R,NONE,2,Manufacturer#5,3-MEDIUM,4,BUILDING,TRUCK,2,0.07,0.04,8,Brand#53,13,12647,48
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,BUILDING,SHIP,4,0.01,0.03,22,Brand#52,13,12647,37
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,4,BUILDING,REG AIR,1,0.04,0.01,19,Brand#42,13,12647,43
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,MAIL,1,0,0.07,24,Brand#15,13,12648,42
F,F,R,NONE,4,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,SHIP,3,0.02,0.1,4,Brand#55,13,12648,32
F,F,A,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,2,0.04,0.04,4,Brand#23,13,12648,22
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,FOB,2,0.04,0.1,1,Brand#51,17,12649,47
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,TRUCK,3,0.08,0,23,Brand#42,17,12649,29
O,O,N,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,TRUCK,1,0.08,0,14,Brand#53,17,12649,37
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,4,FURNITURE,MAIL,2,0.06,0.03,14,Brand#35,4,12650,26
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,4,FURNITURE,RAIL,5,0,0.02,14,Brand#15,4,12650,37
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,FURNITURE,TRUCK,6,0.04,0.04,16,Brand#31,4,12650,34
O,O,N,NONE,1,Manufacturer#2,1-URGENT,4,FURNITURE,SHIP,1,0.02,0.1,1,Brand#25,4,12650,9
O,O,N,COLLECT COD,2,Manufacturer#4,1-URGENT,4,FURNITURE,TRUCK,4,0.03,0.05,8,Brand#42,4,12650,3
O,O,N,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,4,FURNITURE,TRUCK,7,0.04,0.06,4,Brand#24,4,12650,23
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,4,FURNITURE,MAIL,3,0.04,0.05,6,Brand#44,4,12650,50
O,O,N,COLLECT COD,3,Manufacturer#5,2-HIGH,4,BUILDING,MAIL,7,0,0.05,6,Brand#51,10,12651,41
O,O,N,COLLECT COD,2,Manufacturer#3,2-HIGH,4,BUILDING,AIR,3,0.06,0.08,21,Brand#32,10,12651,48
O,O,N,COLLECT COD,0,Manufacturer#2,2-HIGH,4,BUILDING,MAIL,6,0.08,0,16,Brand#22,10,12651,40
O,O,N,COLLECT COD,1,Manufacturer#4,2-HIGH,4,BUILDING,MAIL,1,0.01,0.05,24,Brand#44,10,12651,33
O,O,N,NONE,1,Manufacturer#2,2-HIGH,4,BUILDING,RAIL,4,0.08,0.07,24,Brand#21,10,12651,34
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,2-HIGH,4,BUILDING,AIR,5,0.03,0.01,4,Brand#41,10,12651,39
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,4,BUILDING,TRUCK,2,0.07,0,12,Brand#42,10,12651,16
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,3,BUILDING,SHIP,5,0.03,0.1,8,Brand#31,7,12652,46
O,O,N,NONE,2,Manufacturer#1,3-MEDIUM,3,BUILDING,FOB,2,0.01,0.08,18,Brand#12,7,12652,32
O,O,N,NONE,1,Manufacturer#5,3-MEDIUM,3,BUILDING,REG AIR,6,0.05,0.05,2,Brand#51,7,12652,3
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,3,BUILDING,REG AIR,1,0.04,0.04,0,Brand#41,7,12652,17
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,3,BUILDING,RAIL,3,0.07,0.07,8,Brand#21,7,12652,44
O,O,N,COLLECT COD,2,Manufacturer#2,3-MEDIUM,3,BUILDING,REG AIR,4,0.01,0.06,18,Brand#22,7,12652,33
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,1,BUILDING,RAIL,2,0.01,0.08,14,Brand#25,3,12653,14
O,O,N,NONE,2,Manufacturer#4,3-MEDIUM,1,BUILDING,TRUCK,1,0.06,0.01,18,Brand#42,3,12653,30
O,O,N,COLLECT COD,4,Manufacturer#5,3-MEDIUM,1,BUILDING,MAIL,5,0.04,0.01,20,Brand#55,3,12653,14
O,O,N,NONE,0,Manufacturer#3,3-MEDIUM,1,BUILDING,RAIL,4,0.08,0.02,15,Brand#32,3,12653,14
O,O,N,COLLECT COD,2,Manufacturer#3,3-MEDIUM,1,BUILDING,TRUCK,3,0.08,0.08,9,Brand#33,3,12653,20
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,3,MACHINERY,RAIL,4,0.04,0.03,17,Brand#44,19,12654,23
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,3,MACHINERY,MAIL,2,0.02,0.01,16,Brand#45,19,12654,21
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,3,MACHINERY,RAIL,3,0.01,0.02,9,Brand#23,19,12654,46
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,AIR,1,0.05,0.02,19,Brand#12,19,12654,15
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,3,FURNITURE,REG AIR,3,0.08,0.04,14,Brand#34,22,12655,18
O,O,N,COLLECT COD,1,Manufacturer#4,2-HIGH,3,FURNITURE,AIR,1,0.07,0.06,3,Brand#45,22,12655,9
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,3,FURNITURE,FOB,6,0.05,0.06,14,Brand#24,22,12655,2
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,3,FURNITURE,AIR,5,0.04,0.03,17,Brand#35,22,12655,27
O,O,N,NONE,3,Manufacturer#3,2-HIGH,3,FURNITURE,RAIL,2,0.07,0.06,19,Brand#33,22,12655,44
O,O,N,COLLECT COD,1,Manufacturer#4,2-HIGH,3,FURNITURE,SHIP,7,0.01,0.05,3,Brand#41,22,12655,35
O,O,N,COLLECT COD,3,Manufacturer#3,2-HIGH,3,FURNITURE,MAIL,4,0.04,0.04,22,Brand#32,22,12655,38
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,3-MEDIUM,4,BUILDING,RAIL,1,0.01,0.06,10,Brand#41,11,12656,8
F,F,R,NONE,0,Manufacturer#5,3-MEDIUM,4,BUILDING,MAIL,2,0,0.07,0,Brand#54,11,12656,23
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,4,BUILDING,MAIL,5,0.01,0.07,14,Brand#22,11,12656,50
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,4,BUILDING,RAIL,3,0.01,0,14,Brand#21,11,12656,19
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,4,BUILDING,RAIL,4,0.08,0,9,Brand#33,11,12656,20
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,4,BUILDING,RAIL,1,0.04,0.06,21,Brand#41,4,12657,7
O,O,N,NONE,0,Manufacturer#1,1-URGENT,4,BUILDING,TRUCK,2,0.01,0.1,5,Brand#13,4,12657,47
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,2,HOUSEHOLD,RAIL,4,0.05,0.09,7,Brand#24,21,12658,34
O,O,N,NONE,0,Manufacturer#1,1-URGENT,2,HOUSEHOLD,MAIL,6,0.06,0.09,14,Brand#13,21,12658,24
O,O,N,NONE,3,Manufacturer#2,1-URGENT,2,HOUSEHOLD,SHIP,1,0.02,0.07,7,Brand#23,21,12658,5
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,2,HOUSEHOLD,AIR,2,0.03,0.05,16,Brand#43,21,12658,8
O,O,N,NONE,0,Manufacturer#5,1-URGENT,2,HOUSEHOLD,AIR,5,0.06,0,14,Brand#52,21,12658,3
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,2,HOUSEHOLD,SHIP,3,0.02,0.01,1,Brand#52,21,12658,45
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,3-MEDIUM,3,FURNITURE,FOB,4,0.03,0.1,1,Brand#34,23,12659,4
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,3,FURNITURE,AIR,5,0.03,0.05,3,Brand#52,23,12659,15
O,O,N,COLLECT COD,3,Manufacturer#3,3-MEDIUM,3,FURNITURE,FOB,3,0.02,0.05,22,Brand#31,23,12659,6
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,3,FURNITURE,MAIL,2,0.02,0.08,21,Brand#42,23,12659,43
O,O,N,NONE,3,Manufacturer#2,3-MEDIUM,3,FURNITURE,REG AIR,1,0.08,0.1,22,Brand#21,23,12659,43
O,O,N,NONE,3,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,AIR,1,0.08,0,6,Brand#43,13,12660,33
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,1-URGENT,4,BUILDING,SHIP,3,0.04,0.07,16,Brand#44,13,12661,21
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,4,BUILDING,AIR,4,0.07,0.04,14,Brand#52,13,12661,15
O,O,N,COLLECT COD,2,Manufacturer#1,1-URGENT,4,BUILDING,FOB,5,0.07,0.03,21,Brand#12,13,12661,38
O,O,N,COLLECT COD,2,Manufacturer#2,1-URGENT,4,BUILDING,SHIP,1,0.03,0,8,Brand#21,13,12661,12
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,4,BUILDING,FOB,6,0.05,0.03,22,Brand#44,13,12661,43
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,4,BUILDING,MAIL,2,0.06,0.03,5,Brand#33,13,12661,13
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,4,FURNITURE,RAIL,2,0.05,0.05,1,Brand#31,10,12662,9
F,F,R,NONE,2,Manufacturer#4,1-URGENT,4,FURNITURE,AIR,4,0.02,0.05,8,Brand#41,10,12662,50
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,4,FURNITURE,REG AIR,1,0,0.03,21,Brand#52,10,12662,38
F,F,R,COLLECT COD,0,Manufacturer#4,1-URGENT,4,FURNITURE,SHIP,3,0.08,0.07,0,Brand#44,10,12662,30
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,1,0.08,0.04,16,Brand#53,10,12663,18
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,3,0.07,0.07,23,Brand#52,10,12663,23
O,O,N,NONE,2,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,2,0.08,0.03,12,Brand#33,10,12663,1
F,F,R,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,0,AUTOMOBILE,SHIP,3,0.03,0.07,7,Brand#44,15,12664,2
F,F,A,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,0,AUTOMOBILE,TRUCK,4,0,0.06,24,Brand#43,15,12664,44
F,F,R,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,AIR,1,0.08,0,22,Brand#23,15,12664,43
F,F,A,NONE,0,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,TRUCK,2,0.05,0.08,16,Brand#21,15,12664,37
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,2,HOUSEHOLD,TRUCK,2,0.06,0.09,4,Brand#53,18,12665,33
F,F,R,COLLECT COD,2,Manufacturer#4,2-HIGH,2,HOUSEHOLD,SHIP,1,0.04,0.03,12,Brand#44,18,12665,11
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,0,BUILDING,RAIL,1,0.03,0.09,17,Brand#54,15,12666,47
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,0,BUILDING,REG AIR,3,0.05,0.04,19,Brand#55,15,12666,47
F,F,R,COLLECT COD,2,Manufacturer#5,3-MEDIUM,0,BUILDING,TRUCK,2,0,0.1,8,Brand#52,15,12666,7
F,F,A,COLLECT COD,4,Manufacturer#2,2-HIGH,4,MACHINERY,MAIL,5,0.08,0.08,11,Brand#24,4,12667,6
F,F,A,NONE,1,Manufacturer#2,2-HIGH,4,MACHINERY,SHIP,2,0.06,0.01,24,Brand#21,4,12667,8
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,4,MACHINERY,TRUCK,3,0.05,0.09,16,Brand#23,4,12667,19
F,F,A,NONE,0,Manufacturer#5,2-HIGH,4,MACHINERY,REG AIR,6,0.07,0.06,16,Brand#52,4,12667,37
F,F,A,COLLECT COD,3,Manufacturer#1,2-HIGH,4,MACHINERY,SHIP,1,0.03,0.04,23,Brand#14,4,12667,23
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,4,MACHINERY,SHIP,4,0.03,0.1,14,Brand#51,4,12667,50
F,F,R,NONE,1,Manufacturer#2,3-MEDIUM,4,FURNITURE,RAIL,3,0.01,0.08,24,Brand#25,4,12668,13
F,F,R,NONE,4,Manufacturer#4,3-MEDIUM,4,FURNITURE,MAIL,2,0.03,0.06,4,Brand#42,4,12668,9
F,F,R,NONE,4,Manufacturer#5,3-MEDIUM,4,FURNITURE,REG AIR,4,0,0.08,4,Brand#51,4,12668,44
F,F,A,COLLECT COD,0,Manufacturer#1,3-MEDIUM,4,FURNITURE,AIR,5,0.06,0.02,14,Brand#15,4,12668,26
F,F,R,NONE,2,Manufacturer#2,3-MEDIUM,4,FURNITURE,MAIL,1,0.01,0.05,18,Brand#23,4,12668,33
O,O,N,COLLECT COD,0,Manufacturer#1,2-HIGH,1,FURNITURE,SHIP,2,0.04,0.06,0,Brand#14,1,12669,1
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,1,FURNITURE,TRUCK,6,0.03,0.01,4,Brand#11,1,12669,2
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,1,FURNITURE,MAIL,1,0.01,0.06,16,Brand#22,1,12669,2
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,1,FURNITURE,SHIP,3,0.04,0.08,9,Brand#35,1,12669,16
O,O,N,NONE,0,Manufacturer#3,2-HIGH,1,FURNITURE,MAIL,4,0.05,0.01,16,Brand#32,1,12669,36
O,O,N,COLLECT COD,2,Manufacturer#2,2-HIGH,1,FURNITURE,AIR,5,0.03,0.07,18,Brand#23,1,12669,46
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,0,HOUSEHOLD,FOB,2,0,0.04,18,Brand#41,15,12670,43
F,F,R,NONE,2,Manufacturer#2,1-URGENT,0,HOUSEHOLD,MAIL,1,0.01,0.03,12,Brand#25,15,12670,4
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,1,HOUSEHOLD,TRUCK,1,0.03,0.03,16,Brand#33,24,12671,2
F,F,A,NONE,2,Manufacturer#1,1-URGENT,1,HOUSEHOLD,RAIL,4,0.06,0,12,Brand#13,24,12671,21
F,F,A,COLLECT COD,1,Manufacturer#1,1-URGENT,1,HOUSEHOLD,TRUCK,3,0.05,0.1,24,Brand#15,24,12671,29
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,1,HOUSEHOLD,RAIL,2,0,0.07,0,Brand#23,24,12671,39
O,O,N,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,MAIL,3,0.08,0.03,14,Brand#41,7,12672,4
O,O,N,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,TRUCK,2,0.03,0.07,4,Brand#54,7,12672,20
