l_linestatus,o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,1,0.06,14,Brand#44,9,WRAP CAN,37,1747,32911.13
F,F,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,4,MACHINERY,MAIL,2,0.05,8,Brand#25,11,MED BOX,40,1748,20706.0672
F,F,COLLECT COD,0,Manufacturer#3,2-HIGH,3,FURNITURE,AIR,3,0.06,16,Brand#35,7,SM CASE,22,1749,40660.2
F,F,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,3,FURNITURE,REG AIR,1,0.02,20,Brand#14,7,WRAP JAR,43,1749,11585.133
F,F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,3,FURNITURE,AIR,2,0.01,0,Brand#32,7,JUMBO PKG,4,1749,4745.1393
F,F,COLLECT COD,0,Manufacturer#3,2-HIGH,3,FURNITURE,SHIP,4,0.04,16,Brand#35,7,JUMBO CASE,14,1749,44332.7248
F,F,COLLECT COD,3,Manufacturer#5,2-HIGH,2,AUTOMOBILE,FOB,4,0.04,22,Brand#54,18,WRAP BOX,21,1750,58849.9097
F,F,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,2,AUTOMOBILE,SHIP,3,0.06,9,Brand#21,18,SM BAG,21,1750,16039.05
F,F,NONE,2,Manufacturer#5,2-HIGH,4,HOUSEHOLD,MAIL,1,0.06,21,Brand#54,20,WRAP CAN,42,1751,54271.1162
F,F,NONE,4,Manufacturer#2,3-MEDIUM,4,MACHINERY,RAIL,1,0,13,Brand#23,20,JUMBO CASE,12,1752,8874.54
F,F,NONE,3,Manufacturer#3,3-MEDIUM,4,MACHINERY,RAIL,2,0.08,22,Brand#35,20,LG PACK,42,1752,74821.0792
F,F,NONE,2,Manufacturer#1,2-HIGH,4,HOUSEHOLD,TRUCK,1,0.02,9,Brand#15,10,LG CAN,12,447,48936.015
F,F,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,0,BUILDING,RAIL,1,0.03,17,Brand#33,14,SM PACK,32,1753,45787.8564
F,F,COLLECT COD,3,Manufacturer#3,5-LOW,4,AUTOMOBILE,SHIP,4,0.04,22,Brand#32,13,LG BAG,41,1754,7007.2
F,F,NONE,2,Manufacturer#1,5-LOW,4,AUTOMOBILE,AIR,3,0.03,18,Brand#15,13,WRAP CASE,50,1754,89085.6
F,F,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,4,AUTOMOBILE,TRUCK,5,0.03,5,Brand#44,13,WRAP PACK,43,1754,77581.944
F,F,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,SHIP,1,0.05,10,Brand#23,23,WRAP JAR,30,1755,82311.572
F,F,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,AIR,6,0.07,17,Brand#32,23,WRAP BOX,17,1755,43481.956
F,F,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,MAIL,2,0.03,11,Brand#32,23,MED DRUM,26,1755,10111.829
F,F,NONE,3,Manufacturer#5,5-LOW,0,HOUSEHOLD,AIR,3,0.04,22,Brand#53,14,WRAP PACK,46,1756,11987.5833
F,F,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,RAIL,3,0.05,8,Brand#34,20,JUMBO PACK,19,1757,82646.1146
F,F,TAKE BACK RETURN,3,Manufacturer#2,3-MEDIUM,4,HOUSEHOLD,TRUCK,2,0.05,7,Brand#21,20,LG JAR,50,1757,49062.46
F,F,NONE,1,Manufacturer#2,5-LOW,2,MACHINERY,SHIP,3,0.04,24,Brand#23,21,WRAP JAR,50,1758,6813.5016
F,F,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,2,MACHINERY,AIR,1,0.04,2,Brand#55,21,WRAP BAG,40,1758,75466.1376
F,F,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,2,MACHINERY,MAIL,2,0.02,15,Brand#15,21,MED BOX,21,1758,75414.4251
F,F,NONE,2,Manufacturer#3,2-HIGH,1,MACHINERY,TRUCK,3,0.07,9,Brand#33,24,SM PACK,49,1759,22965.2544
F,F,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,1,MACHINERY,MAIL,1,0.03,23,Brand#32,24,JUMBO BOX,8,1759,27921.3025
F,F,COLLECT COD,4,Manufacturer#3,2-HIGH,1,MACHINERY,FOB,5,0.04,13,Brand#31,24,SM PKG,15,1759,12278.6748
F,F,COLLECT COD,2,Manufacturer#5,2-HIGH,1,MACHINERY,SHIP,2,0.02,8,Brand#53,24,SM BOX,27,1759,44261.99
F,F,NONE,0,Manufacturer#5,2-HIGH,1,BUILDING,REG AIR,4,0.07,16,Brand#55,24,MED CASE,31,1760,38725.1712
F,F,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,1,BUILDING,RAIL,5,0.06,12,Brand#43,24,MED PACK,46,1760,21247.947
F,F,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,1,BUILDING,MAIL,6,0.06,13,Brand#15,24,LG JAR,37,1760,54882.2932
F,F,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,1,BUILDING,SHIP,3,0.06,0,Brand#45,24,LG PACK,50,1760,50899.8672
F,F,COLLECT COD,1,Manufacturer#2,2-HIGH,1,BUILDING,AIR,1,0,1,Brand#21,24,SM BOX,15,1760,24005.16
F,F,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,2,AUTOMOBILE,SHIP,2,0.07,24,Brand#12,12,MED DRUM,7,1761,5409.324
F,F,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,2,AUTOMOBILE,REG AIR,1,0.08,11,Brand#41,12,MED BAG,6,1761,21472.65
F,F,COLLECT COD,4,Manufacturer#4,1-URGENT,2,AUTOMOBILE,TRUCK,4,0.07,4,Brand#43,12,SM PKG,49,1761,23387.886
F,F,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,0,FURNITURE,TRUCK,1,0.04,13,Brand#34,16,WRAP BAG,22,541,51740.766
F,F,NONE,3,Manufacturer#2,3-MEDIUM,0,FURNITURE,AIR,2,0.03,22,Brand#21,16,JUMBO JAR,47,541,65952.8
F,F,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,1,FURNITURE,REG AIR,1,0.07,15,Brand#23,1,WRAP JAR,14,1762,71296.911
F,F,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,4,HOUSEHOLD,MAIL,4,0.08,4,Brand#44,20,MED BAG,10,1763,61050.878
F,F,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,2,BUILDING,TRUCK,6,0.02,24,Brand#11,21,JUMBO CAN,30,1482,30446.9352
F,F,COLLECT COD,0,Manufacturer#4,1-URGENT,2,BUILDING,MAIL,3,0.02,16,Brand#44,21,WRAP BAG,29,1482,12760.5114
F,F,TAKE BACK RETURN,4,Manufacturer#2,1-URGENT,2,BUILDING,MAIL,1,0.07,4,Brand#25,21,LG BAG,5,1482,47972.274
F,F,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,0,FURNITURE,SHIP,3,0.03,17,Brand#11,5,SM PKG,37,1764,59697.792
F,F,COLLECT COD,0,Manufacturer#1,5-LOW,0,FURNITURE,TRUCK,5,0.01,14,Brand#15,5,WRAP CASE,22,1764,53164.755
F,F,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,0,FURNITURE,RAIL,6,0.04,2,Brand#31,5,WRAP BOX,28,1764,9981.8928
F,F,NONE,2,Manufacturer#5,1-URGENT,3,MACHINERY,MAIL,2,0.01,9,Brand#51,19,LG CAN,7,1643,58758.04
F,F,NONE,1,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,2,0.05,3,Brand#53,12,LG BAG,15,1765,65949.75
F,F,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,3,MACHINERY,FOB,7,0,4,Brand#43,23,WRAP JAR,15,1766,34822.3392
F,F,NONE,4,Manufacturer#4,1-URGENT,3,MACHINERY,REG AIR,1,0.01,20,Brand#41,23,LG BAG,9,1766,50557.328
F,F,COLLECT COD,4,Manufacturer#5,1-URGENT,3,MACHINERY,SHIP,5,0,4,Brand#54,23,LG BOX,3,1766,14889.42
F,F,NONE,3,Manufacturer#3,5-LOW,2,BUILDING,MAIL,2,0.05,6,Brand#31,12,WRAP PACK,44,1767,24871.296
F,F,COLLECT COD,2,Manufacturer#4,5-LOW,2,BUILDING,SHIP,1,0.02,9,Brand#45,12,LG BAG,11,1767,75699.6192
F,F,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,3,MACHINERY,TRUCK,1,0.08,11,Brand#51,19,SM JAR,45,1768,73521.7126
F,F,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,3,MACHINERY,REG AIR,1,0,20,Brand#25,19,LG JAR,42,1643,970.06
F,F,NONE,3,Manufacturer#4,2-HIGH,1,FURNITURE,RAIL,3,0.08,7,Brand#43,3,LG BAG,30,1769,52024.356
F,F,NONE,3,Manufacturer#2,2-HIGH,1,FURNITURE,TRUCK,5,0,6,Brand#21,3,LG BAG,33,1769,48361.677
F,F,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,1,FURNITURE,AIR,4,0.08,10,Brand#13,3,JUMBO CASE,1,1769,19941.804
F,F,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,0,MACHINERY,MAIL,2,0,4,Brand#42,0,SM BAG,34,1770,49018.157
F,F,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,4,HOUSEHOLD,REG AIR,2,0.05,0,Brand#12,11,JUMBO CASE,6,1771,47929.0192
F,F,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,4,HOUSEHOLD,RAIL,2,0.06,23,Brand#52,4,MED JAR,31,1772,29266.452
F,F,COLLECT COD,4,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,RAIL,1,0.02,10,Brand#33,13,SM CASE,19,1773,15102.72
F,F,NONE,0,Manufacturer#1,3-MEDIUM,4,AUTOMOBILE,MAIL,3,0,5,Brand#12,13,JUMBO BAG,31,1773,54633.312
F,F,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,RAIL,3,0.05,10,Brand#35,20,JUMBO CASE,38,1774,89821.55
F,F,NONE,2,Manufacturer#1,3-MEDIUM,4,AUTOMOBILE,RAIL,4,0.03,8,Brand#15,20,LG PACK,2,1774,34766.466
F,F,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,4,AUTOMOBILE,MAIL,1,0.01,17,Brand#21,20,WRAP BAG,44,1774,54825.408
F,F,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,6,0,20,Brand#23,4,SM DRUM,40,1775,20184.162
F,F,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,4,0.05,20,Brand#35,4,SM BAG,11,1775,34346.676
F,F,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,3,0.08,8,Brand#54,4,JUMBO CASE,4,1775,57065.9808
F,F,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,2,HOUSEHOLD,FOB,1,0.04,1,Brand#34,9,MED JAR,1,1662,38510.155
F,F,COLLECT COD,2,Manufacturer#3,3-MEDIUM,4,FURNITURE,SHIP,3,0,9,Brand#31,13,MED PACK,4,1776,46551.9126
F,F,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,0,HOUSEHOLD,REG AIR,5,0.05,1,Brand#33,16,MED JAR,3,1777,41597.04
F,F,COLLECT COD,3,Manufacturer#3,2-HIGH,0,HOUSEHOLD,RAIL,2,0.03,22,Brand#31,16,SM CASE,46,1777,38569.28
F,F,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,0,HOUSEHOLD,FOB,7,0,8,Brand#41,16,JUMBO PACK,23,1777,10590.9795
F,F,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,0,HOUSEHOLD,FOB,1,0.07,24,Brand#11,16,LG BAG,21,1777,38976.42
F,F,NONE,3,Manufacturer#2,2-HIGH,0,HOUSEHOLD,RAIL,6,0.07,22,Brand#24,16,WRAP CAN,39,1777,24032.4539
F,F,NONE,2,Manufacturer#5,2-HIGH,0,HOUSEHOLD,TRUCK,4,0.04,21,Brand#55,16,JUMBO BAG,3,1777,13736.547
F,F,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,AIR,2,0.08,3,Brand#15,10,JUMBO PACK,6,1778,24771.585
F,F,NONE,4,Manufacturer#1,5-LOW,3,AUTOMOBILE,TRUCK,5,0.05,13,Brand#13,6,LG CAN,21,1779,27935.453
F,F,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,3,AUTOMOBILE,FOB,4,0.07,22,Brand#15,6,MED PACK,10,1779,15286.5598
F,F,NONE,0,Manufacturer#1,5-LOW,4,HOUSEHOLD,AIR,4,0.01,15,Brand#14,11,SM PKG,37,1771,10889.41
F,F,COLLECT COD,1,Manufacturer#2,5-LOW,1,MACHINERY,AIR,1,0.05,3,Brand#21,1,LG PACK,8,1214,2132.3
F,F,NONE,4,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,MAIL,4,0.08,20,Brand#15,23,LG DRUM,32,1780,61246.5178
F,F,NONE,1,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,FOB,3,0,24,Brand#31,23,LG BOX,24,1780,34044.318
F,F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,AIR,5,0.02,8,Brand#45,23,SM BAG,33,1780,43362.24
F,F,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,SHIP,5,0.04,18,Brand#32,17,SM BAG,23,1781,66392.766
F,F,NONE,2,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,FOB,6,0.04,18,Brand#14,17,LG JAR,22,1781,45026.094
F,F,NONE,3,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,MAIL,3,0,22,Brand#12,17,LG CASE,6,1781,15206.072
F,F,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,SHIP,1,0.05,24,Brand#32,17,LG BOX,45,1781,20822.4468
F,F,COLLECT COD,4,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,RAIL,2,0.01,4,Brand#41,17,MED DRUM,40,1781,70333.7052
F,F,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,RAIL,4,0.01,0,Brand#25,17,LG PKG,19,1781,12803.0688
F,F,NONE,4,Manufacturer#5,2-HIGH,2,FURNITURE,REG AIR,7,0.04,13,Brand#54,9,LG DRUM,17,1118,22710.32
F,F,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,1,MACHINERY,SHIP,2,0.05,8,Brand#35,1,WRAP PKG,21,1214,6039.7974
F,F,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,4,HOUSEHOLD,SHIP,1,0.02,7,Brand#33,11,SM DRUM,41,1782,1013.58
F,F,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,2,AUTOMOBILE,TRUCK,2,0.07,7,Brand#31,18,WRAP BAG,3,1783,19064.286
F,F,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,2,AUTOMOBILE,SHIP,4,0.02,17,Brand#33,18,WRAP PACK,1,1783,59908.5675
F,F,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,3,AUTOMOBILE,RAIL,3,0.05,2,Brand#21,19,JUMBO PACK,22,190,40615.2
F,F,NONE,0,Manufacturer#2,5-LOW,3,AUTOMOBILE,REG AIR,1,0.05,0,Brand#24,19,JUMBO PKG,50,190,12575.42
F,F,DELIVER IN PERSON,4,Manufacturer#3,5-LOW,3,AUTOMOBILE,REG AIR,2,0.07,4,Brand#31,19,JUMBO CAN,48,190,46196.0796
F,F,NONE,2,Manufacturer#4,5-LOW,3,AUTOMOBILE,AIR,4,0.08,12,Brand#45,19,WRAP BOX,44,190,28372.5423
F,F,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,SHIP,4,0.08,10,Brand#34,15,LG BAG,34,1784,16781.2372
F,F,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,AIR,2,0.04,0,Brand#22,15,MED PACK,3,1784,9616.5069
F,F,NONE,2,Manufacturer#1,3-MEDIUM,2,BUILDING,FOB,6,0.08,8,Brand#15,18,WRAP BOX,36,1098,51416.12
F,F,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,2,BUILDING,SHIP,5,0.03,18,Brand#41,18,MED PACK,47,1098,34328.3488
F,F,COLLECT COD,0,Manufacturer#3,3-MEDIUM,2,BUILDING,RAIL,3,0.06,0,Brand#34,18,JUMBO CAN,2,1098,17765.7408
F,F,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,2,BUILDING,TRUCK,2,0.07,24,Brand#52,18,WRAP JAR,8,1098,20617.5312
F,F,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,2,BUILDING,SHIP,1,0,12,Brand#11,18,WRAP CASE,36,1098,27514.3507
F,F,COLLECT COD,4,Manufacturer#4,1-URGENT,0,FURNITURE,REG AIR,1,0.05,13,Brand#42,16,MED DRUM,27,1785,49562.912
F,F,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,2,HOUSEHOLD,AIR,1,0.06,12,Brand#25,9,MED CASE,10,1786,20507.859
F,F,COLLECT COD,3,Manufacturer#5,2-HIGH,3,BUILDING,RAIL,4,0.03,7,Brand#52,19,LG JAR,10,1787,12858.794
F,F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,3,BUILDING,RAIL,1,0.08,17,Brand#55,19,LG JAR,46,1787,44008.2432
F,F,NONE,4,Manufacturer#2,2-HIGH,3,BUILDING,REG AIR,5,0.02,13,Brand#24,19,LG BAG,4,1787,6366.816
F,F,NONE,3,Manufacturer#1,5-LOW,2,FURNITURE,AIR,3,0.03,19,Brand#14,12,WRAP JAR,45,1788,37795.446
F,F,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,4,HOUSEHOLD,FOB,3,0,3,Brand#44,10,SM PACK,25,1789,34450.577
F,F,TAKE BACK RETURN,3,Manufacturer#3,1-URGENT,4,HOUSEHOLD,RAIL,7,0.02,23,Brand#35,10,WRAP PKG,33,1789,36122.75
F,F,COLLECT COD,1,Manufacturer#3,1-URGENT,4,HOUSEHOLD,TRUCK,4,0.02,1,Brand#35,10,MED BOX,7,1789,25120.47
F,F,NONE,0,Manufacturer#4,5-LOW,2,FURNITURE,TRUCK,5,0.08,5,Brand#42,12,MED PKG,31,1788,8863.1232
F,F,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,0,AUTOMOBILE,MAIL,3,0.07,2,Brand#12,14,LG PACK,15,1790,2819.2104
F,F,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,0,HOUSEHOLD,SHIP,3,0.07,8,Brand#52,14,MED CAN,22,1791,20073.0075
F,F,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,HOUSEHOLD,FOB,7,0,7,Brand#23,14,WRAP JAR,1,1791,58622.5708
F,F,NONE,0,Manufacturer#1,2-HIGH,0,HOUSEHOLD,AIR,2,0.05,0,Brand#14,14,LG CAN,41,1791,26178.8256
F,F,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,0,FURNITURE,FOB,4,0.07,23,Brand#52,14,LG BOX,28,1792,13412.043
F,F,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,4,AUTOMOBILE,RAIL,3,0.01,11,Brand#41,10,LG PACK,12,1793,27296.43
F,F,COLLECT COD,2,Manufacturer#5,1-URGENT,0,FURNITURE,FOB,3,0,8,Brand#54,14,SM DRUM,12,1792,23119.58
F,F,COLLECT COD,2,Manufacturer#2,1-URGENT,0,FURNITURE,AIR,1,0.02,18,Brand#24,14,MED CASE,40,1792,48465.7152
F,F,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,REG AIR,2,0.08,7,Brand#31,15,SM PKG,32,1794,7283.0856
F,F,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,4,MACHINERY,TRUCK,2,0.02,6,Brand#54,11,JUMBO CAN,11,1795,8500.176
F,F,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,4,MACHINERY,AIR,1,0.04,23,Brand#52,11,WRAP PACK,12,1795,13339.2168
F,F,NONE,4,Manufacturer#4,1-URGENT,3,MACHINERY,RAIL,2,0.03,10,Brand#43,6,WRAP JAR,38,1796,25876.2995
F,F,NONE,1,Manufacturer#2,5-LOW,4,MACHINERY,FOB,5,0.05,24,Brand#22,11,SM BOX,26,1795,59182.823
F,F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,3,0.03,8,Brand#32,4,SM CASE,6,1797,19746.972
F,F,NONE,4,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,1,0.01,20,Brand#55,4,JUMBO BOX,6,1797,14830.5024
F,F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,3,FURNITURE,FOB,5,0.01,9,Brand#53,22,MED CASE,48,1798,44905.762
F,F,COLLECT COD,2,Manufacturer#1,1-URGENT,3,FURNITURE,TRUCK,7,0,21,Brand#15,22,LG BAG,3,1798,48142.0368
F,F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,3,FURNITURE,SHIP,3,0.08,8,Brand#54,22,WRAP CASE,36,1798,14368.266
F,F,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,3,FURNITURE,SHIP,4,0.05,21,Brand#51,19,LG JAR,8,1799,10861.8951
F,F,NONE,4,Manufacturer#5,1-URGENT,3,FURNITURE,SHIP,7,0.05,20,Brand#53,19,JUMBO PKG,18,1799,11270.1568
F,F,NONE,0,Manufacturer#2,1-URGENT,3,FURNITURE,FOB,6,0.01,15,Brand#24,19,WRAP JAR,25,1799,76851
F,F,COLLECT COD,3,Manufacturer#3,1-URGENT,3,FURNITURE,FOB,2,0.02,23,Brand#33,19,LG JAR,16,1799,22429.4434
F,F,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,3,FURNITURE,AIR,3,0.01,3,Brand#12,19,MED BOX,4,1799,14090.895
F,F,NONE,1,Manufacturer#1,5-LOW,3,FURNITURE,AIR,1,0,3,Brand#11,7,WRAP CAN,31,1800,11863.656
F,F,NONE,1,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,FOB,6,0.08,17,Brand#23,17,WRAP JAR,49,453,25431.363
F,F,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,AIR,2,0,23,Brand#25,17,WRAP JAR,20,453,42543.66
F,F,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,AIR,5,0.03,17,Brand#15,17,JUMBO BOX,6,453,36672.5632
F,F,NONE,3,Manufacturer#3,5-LOW,4,FURNITURE,RAIL,1,0.07,23,Brand#33,10,MED CAN,27,1801,43377.152
F,F,COLLECT COD,4,Manufacturer#1,4-NOT SPECIFIED,3,BUILDING,FOB,2,0.06,11,Brand#11,19,MED PKG,48,1802,67295.228
F,F,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,4,BUILDING,TRUCK,2,0.06,23,Brand#45,10,JUMBO PACK,33,1803,66723.8265
F,F,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,RAIL,5,0.05,13,Brand#24,17,LG BOX,37,1804,16996.308
F,F,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,AIR,6,0.01,7,Brand#55,17,MED BAG,39,1804,28243.356
F,F,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,AIR,4,0.04,4,Brand#21,17,SM PKG,35,1804,15940.92
F,F,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,MAIL,2,0.06,19,Brand#14,17,SM CAN,32,1804,1622.4005
F,F,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,4,FURNITURE,FOB,5,0.02,2,Brand#43,4,LG DRUM,50,1805,9440.43
F,F,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,4,FURNITURE,REG AIR,2,0.04,20,Brand#53,4,WRAP BAG,38,1805,26377.1424
F,F,COLLECT COD,2,Manufacturer#4,5-LOW,4,FURNITURE,FOB,1,0.07,8,Brand#45,4,LG PACK,50,1805,41766.6249
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,4,FURNITURE,MAIL,3,0.08,20,Brand#24,4,WRAP JAR,22,1805,65118.4716
F,F,COLLECT COD,2,Manufacturer#5,2-HIGH,4,HOUSEHOLD,TRUCK,6,0.06,12,Brand#53,20,WRAP PACK,44,1657,17118.3825
F,F,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,4,HOUSEHOLD,MAIL,3,0.06,11,Brand#53,20,LG PACK,40,1657,44589.2995
F,F,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,4,HOUSEHOLD,SHIP,1,0.07,14,Brand#43,20,MED PKG,14,1657,35036.6148
F,F,NONE,0,Manufacturer#5,2-HIGH,4,MACHINERY,FOB,7,0.05,0,Brand#53,11,LG BOX,26,1806,46831.0934
F,F,COLLECT COD,0,Manufacturer#1,2-HIGH,4,MACHINERY,MAIL,6,0.04,15,Brand#14,11,SM DRUM,39,1806,53460.4083
F,F,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,4,MACHINERY,MAIL,2,0.07,3,Brand#12,11,LG CAN,41,1806,44169.453
F,F,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,4,MACHINERY,TRUCK,4,0.06,11,Brand#21,11,JUMBO JAR,43,1806,15794.376
F,F,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,4,MACHINERY,SHIP,1,0.03,19,Brand#23,11,WRAP CASE,30,1806,5149.32
F,F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,SHIP,3,0.05,9,Brand#41,19,JUMBO BOX,7,1802,37288.6304
F,F,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,REG AIR,4,0.08,12,Brand#55,19,SM DRUM,41,1802,34434.6346
F,F,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,RAIL,7,0.06,11,Brand#31,19,LG BOX,48,1802,22070.4665
F,F,COLLECT COD,4,Manufacturer#1,4-NOT SPECIFIED,3,BUILDING,TRUCK,5,0.03,10,Brand#15,19,LG DRUM,2,1802,28265.996
F,F,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,4,HOUSEHOLD,RAIL,1,0.04,7,Brand#12,10,SM BOX,24,1807,58733.94
F,F,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,RAIL,3,0.02,2,Brand#35,1,JUMBO BAG,14,1808,10668.9042
F,F,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,1,MACHINERY,AIR,2,0,16,Brand#53,1,JUMBO PKG,3,1808,10209.3761
F,F,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,MAIL,2,0,22,Brand#53,22,JUMBO PACK,18,1809,11452.08
